BLOCK,ACTUAL_M,M_AVE,ERROR
1,6.438800e-01,6.438800e-01,0.000000e+00
2,7.466520e-01,6.952660e-01,3.633539e-02
3,7.908960e-01,7.271427e-01,3.555555e-02
4,7.082680e-01,7.224240e-01,2.697796e-02
5,8.113680e-01,7.402128e-01,2.681327e-02
6,8.626680e-01,7.606220e-01,2.909269e-02
7,7.112880e-01,7.535743e-01,2.577612e-02
8,6.596560e-01,7.418345e-01,2.508550e-02
9,7.490520e-01,7.426364e-01,2.231104e-02
10,7.967720e-01,7.480500e-01,2.072630e-02
11,8.189320e-01,7.544938e-01,1.981849e-02
12,8.129760e-01,7.593673e-01,1.875660e-02
13,8.893040e-01,7.693625e-01,1.979861e-02
14,6.017160e-01,7.573877e-01,2.170574e-02
15,6.691680e-01,7.515064e-01,2.104040e-02
16,8.075720e-01,7.550105e-01,2.001503e-02
17,8.881440e-01,7.628419e-01,2.031209e-02
18,8.589440e-01,7.681809e-01,1.987293e-02
19,8.538240e-01,7.726884e-01,1.933143e-02
20,7.325280e-01,7.706804e-01,1.846885e-02
21,8.730000e-01,7.755528e-01,1.822075e-02
22,7.713880e-01,7.753635e-01,1.739352e-02
23,6.449440e-01,7.696930e-01,1.753723e-02
24,7.086200e-01,7.671483e-01,1.699014e-02
25,8.442080e-01,7.702307e-01,1.658778e-02
26,8.107120e-01,7.717877e-01,1.602269e-02
27,8.535760e-01,7.748169e-01,1.571300e-02
28,8.192640e-01,7.764043e-01,1.523179e-02
29,7.671960e-01,7.760868e-01,1.470987e-02
30,7.980120e-01,7.768176e-01,1.423768e-02
31,7.670920e-01,7.765039e-01,1.378186e-02
32,7.648400e-01,7.761394e-01,1.335599e-02
33,8.657560e-01,7.788550e-01,1.322447e-02
34,6.890200e-01,7.762128e-01,1.309681e-02
35,9.130000e-01,7.801210e-01,1.329295e-02
36,5.864400e-01,7.747410e-01,1.397007e-02
37,8.692080e-01,7.772942e-01,1.382384e-02
38,7.449400e-01,7.764427e-01,1.348624e-02
39,7.210040e-01,7.750212e-01,1.321515e-02
40,8.580320e-01,7.770965e-01,1.304670e-02
41,6.561440e-01,7.741464e-01,1.305776e-02
42,7.687600e-01,7.740182e-01,1.274749e-02
43,7.645600e-01,7.737982e-01,1.245293e-02
44,8.175720e-01,7.747931e-01,1.220958e-02
45,6.423320e-01,7.718495e-01,1.228797e-02
46,7.767840e-01,7.719568e-01,1.202131e-02
47,8.485280e-01,7.735860e-01,1.187542e-02
48,8.973760e-01,7.761649e-01,1.190475e-02
49,8.383480e-01,7.774340e-01,1.172924e-02
50,8.866600e-01,7.796185e-01,1.169632e-02
51,8.970720e-01,7.819215e-01,1.169151e-02
52,7.826680e-01,7.819358e-01,1.146668e-02
53,7.676280e-01,7.816659e-01,1.125351e-02
54,7.336560e-01,7.807768e-01,1.108018e-02
55,8.616920e-01,7.822480e-01,1.097595e-02
56,8.001040e-01,7.825669e-01,1.078458e-02
57,8.704560e-01,7.841088e-01,1.070504e-02
58,8.896920e-01,7.859292e-01,1.067413e-02
59,6.466640e-01,7.835687e-01,1.075103e-02
60,8.057280e-01,7.839381e-01,1.057819e-02
61,7.563440e-01,7.834857e-01,1.041444e-02
62,8.270960e-01,7.841891e-01,1.027019e-02
63,7.815840e-01,7.841477e-01,1.010726e-02
64,8.241560e-01,7.847729e-01,9.968646e-03
65,7.840080e-01,7.847611e-01,9.815289e-03
66,8.857880e-01,7.862918e-01,9.785203e-03
67,6.914640e-01,7.848765e-01,9.740976e-03
68,7.504920e-01,7.843708e-01,9.610841e-03
69,7.826400e-01,7.843457e-01,9.471586e-03
70,5.658840e-01,7.812249e-01,9.837014e-03
71,8.654200e-01,7.824107e-01,9.769680e-03
72,7.483560e-01,7.819377e-01,9.645432e-03
73,6.578240e-01,7.802375e-01,9.661986e-03
74,8.755680e-01,7.815258e-01,9.616918e-03
75,6.678680e-01,7.800103e-01,9.607352e-03
76,5.128040e-01,7.764945e-01,1.010381e-02
77,7.790600e-01,7.765278e-01,9.972644e-03
78,9.056000e-01,7.781826e-01,9.981135e-03
79,5.813720e-01,7.756913e-01,1.016094e-02
80,8.514400e-01,7.766382e-01,1.007795e-02
81,7.209880e-01,7.759511e-01,9.976925e-03
82,7.456720e-01,7.755819e-01,9.862086e-03
83,7.307760e-01,7.750420e-01,9.758029e-03
84,7.999960e-01,7.753391e-01,9.646383e-03
85,8.424600e-01,7.761288e-01,9.565162e-03
86,7.799240e-01,7.761729e-01,9.454041e-03
87,5.154680e-01,7.731763e-01,9.808795e-03
88,8.921240e-01,7.745280e-01,9.790021e-03
89,7.076800e-01,7.737769e-01,9.708791e-03
90,7.967920e-01,7.740326e-01,9.604282e-03
91,8.517480e-01,7.748866e-01,9.536635e-03
92,5.236160e-01,7.721554e-01,9.816283e-03
93,6.417800e-01,7.707535e-01,9.810324e-03
94,7.565520e-01,7.706024e-01,9.707122e-03
95,8.176880e-01,7.710981e-01,9.617587e-03
96,8.151120e-01,7.715565e-01,9.528326e-03
97,8.365040e-01,7.722261e-01,9.453592e-03
98,8.417440e-01,7.729355e-01,9.383703e-03
99,4.669240e-01,7.698444e-01,9.784780e-03
100,4.986920e-01,7.671329e-01,1.005562e-02
