BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,3.979302e-01,3.979302e-01,0.000000e+00
2,4.153221e-01,4.066262e-01,6.148950e-03
3,4.279697e-01,4.137407e-01,7.109744e-03
4,3.942430e-01,4.088662e-01,6.800996e-03
5,4.165699e-01,4.104070e-01,5.612608e-03
6,3.926604e-01,4.074492e-01,5.400575e-03
7,4.113497e-01,4.080064e-01,4.657721e-03
8,4.002852e-01,4.070413e-01,4.174307e-03
9,4.392790e-01,4.106233e-01,5.017240e-03
10,4.229757e-01,4.118585e-01,4.665096e-03
11,4.043091e-01,4.111722e-01,4.291183e-03
12,4.000309e-01,4.102437e-01,4.032773e-03
13,4.080529e-01,4.100752e-01,3.726080e-03
14,4.241737e-01,4.110822e-01,3.593439e-03
15,3.996583e-01,4.103207e-01,3.433635e-03
16,3.946977e-01,4.093442e-01,3.354997e-03
17,4.241732e-01,4.102165e-01,3.269076e-03
18,4.197398e-01,4.107456e-01,3.129980e-03
19,4.176231e-01,4.111076e-01,2.986102e-03
20,3.963314e-01,4.103687e-01,2.926767e-03
21,4.116916e-01,4.104317e-01,2.788075e-03
22,4.137586e-01,4.105830e-01,2.665442e-03
23,4.215208e-01,4.110585e-01,2.591629e-03
24,4.035064e-01,4.107438e-01,2.502675e-03
25,4.079602e-01,4.106325e-01,2.405044e-03
26,4.017038e-01,4.102891e-01,2.336931e-03
27,4.040504e-01,4.100580e-01,2.261773e-03
28,4.263335e-01,4.106393e-01,2.254450e-03
29,4.270858e-01,4.112064e-01,2.246909e-03
30,4.111596e-01,4.112048e-01,2.172013e-03
31,4.011052e-01,4.108791e-01,2.126242e-03
32,4.154056e-01,4.110205e-01,2.064497e-03
33,3.957196e-01,4.105568e-01,2.053343e-03
34,4.024612e-01,4.103187e-01,2.006708e-03
35,4.261373e-01,4.107707e-01,1.999622e-03
36,4.024576e-01,4.105398e-01,1.957365e-03
37,4.220987e-01,4.108522e-01,1.929233e-03
38,3.991224e-01,4.105435e-01,1.902998e-03
39,4.124064e-01,4.105913e-01,1.854802e-03
40,3.844116e-01,4.099368e-01,1.920437e-03
41,4.072015e-01,4.098701e-01,1.874756e-03
42,4.020113e-01,4.096830e-01,1.839432e-03
43,4.259125e-01,4.100604e-01,1.834969e-03
44,4.184763e-01,4.102517e-01,1.803206e-03
45,4.102041e-01,4.102506e-01,1.763135e-03
46,4.125962e-01,4.103016e-01,1.725543e-03
47,4.069791e-01,4.102309e-01,1.690277e-03
48,4.108217e-01,4.102432e-01,1.655108e-03
49,4.201488e-01,4.104454e-01,1.633629e-03
50,4.283727e-01,4.108039e-01,1.639831e-03
51,4.106292e-01,4.108005e-01,1.607681e-03
52,4.130200e-01,4.108432e-01,1.577331e-03
53,4.262241e-01,4.111334e-01,1.574040e-03
54,4.071951e-01,4.110604e-01,1.546580e-03
55,4.077285e-01,4.109999e-01,1.519646e-03
56,4.066066e-01,4.109214e-01,1.494533e-03
57,3.976565e-01,4.106887e-01,1.486322e-03
58,4.076057e-01,4.106355e-01,1.461646e-03
59,4.043900e-01,4.105297e-01,1.440700e-03
60,4.038879e-01,4.104190e-01,1.420935e-03
61,3.997481e-01,4.102440e-01,1.408368e-03
62,4.180059e-01,4.103692e-01,1.391205e-03
63,4.034870e-01,4.102600e-01,1.373405e-03
64,4.163097e-01,4.103545e-01,1.355194e-03
65,3.978632e-01,4.101624e-01,1.347902e-03
66,4.211597e-01,4.103290e-01,1.337739e-03
67,3.952556e-01,4.101040e-01,1.336556e-03
68,4.128746e-01,4.101447e-01,1.317522e-03
69,4.141883e-01,4.102033e-01,1.299730e-03
70,4.169476e-01,4.102997e-01,1.284728e-03
71,4.235729e-01,4.104866e-01,1.280163e-03
72,4.227417e-01,4.106568e-01,1.273648e-03
73,4.071581e-01,4.106089e-01,1.257102e-03
74,4.032822e-01,4.105099e-01,1.244007e-03
75,4.049120e-01,4.104353e-01,1.229658e-03
76,3.963568e-01,4.102500e-01,1.227352e-03
77,4.105408e-01,4.102538e-01,1.211418e-03
78,3.914000e-01,4.100121e-01,1.219763e-03
79,4.060184e-01,4.099615e-01,1.205371e-03
80,4.056731e-01,4.099079e-01,1.191495e-03
81,4.191331e-01,4.100218e-01,1.182216e-03
82,4.205839e-01,4.101506e-01,1.174794e-03
83,4.121039e-01,4.101742e-01,1.160876e-03
84,4.069342e-01,4.101356e-01,1.147696e-03
85,4.019585e-01,4.100394e-01,1.138219e-03
86,3.945872e-01,4.098597e-01,1.139077e-03
87,4.034080e-01,4.097856e-01,1.128396e-03
88,4.247290e-01,4.099554e-01,1.128278e-03
89,4.088996e-01,4.099435e-01,1.115663e-03
90,4.112890e-01,4.099585e-01,1.103367e-03
91,4.082774e-01,4.099400e-01,1.091397e-03
92,4.193234e-01,4.100420e-01,1.084289e-03
93,4.244327e-01,4.101967e-01,1.083615e-03
94,4.206561e-01,4.103080e-01,1.077785e-03
95,4.146159e-01,4.103533e-01,1.067394e-03
96,3.945706e-01,4.101889e-01,1.068861e-03
97,4.138073e-01,4.102262e-01,1.058492e-03
98,4.115171e-01,4.102394e-01,1.047773e-03
99,4.062016e-01,4.101986e-01,1.037983e-03
100,4.132456e-01,4.102291e-01,1.028051e-03
