BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,1.985962e-01,1.985962e-01,0.000000e+00
2,2.045620e-01,2.015791e-01,2.109218e-03
3,2.057126e-01,2.029569e-01,1.800797e-03
4,2.074257e-01,2.040741e-01,1.661389e-03
5,2.111197e-01,2.054832e-01,1.831670e-03
6,2.120760e-01,2.065820e-01,1.826472e-03
7,2.058084e-01,2.064715e-01,1.568888e-03
8,1.997550e-01,2.056319e-01,1.581541e-03
9,2.017692e-01,2.052027e-01,1.462892e-03
10,2.068595e-01,2.053684e-01,1.325951e-03
11,2.032770e-01,2.051783e-01,1.218965e-03
12,1.991463e-01,2.046756e-01,1.216621e-03
13,2.004209e-01,2.043483e-01,1.166227e-03
14,2.079495e-01,2.046056e-01,1.110930e-03
15,1.963719e-01,2.040566e-01,1.164606e-03
16,2.081007e-01,2.043094e-01,1.118910e-03
17,2.030598e-01,2.042359e-01,1.055503e-03
18,2.058719e-01,2.043268e-01,1.000769e-03
19,2.048177e-01,2.043526e-01,9.484309e-04
20,2.007685e-01,2.041734e-01,9.177836e-04
21,2.024969e-01,2.040936e-01,8.775451e-04
22,1.995631e-01,2.038876e-01,8.614802e-04
23,2.067270e-01,2.040111e-01,8.328228e-04
24,2.013920e-01,2.039020e-01,8.052403e-04
25,2.004680e-01,2.037646e-01,7.846589e-04
26,2.047362e-01,2.038020e-01,7.553691e-04
27,2.060641e-01,2.038858e-01,7.320239e-04
28,2.049971e-01,2.039254e-01,7.069554e-04
29,2.038570e-01,2.039231e-01,6.825816e-04
30,2.028588e-01,2.038876e-01,6.607501e-04
31,2.026881e-01,2.038489e-01,6.405675e-04
32,1.968735e-01,2.036309e-01,6.565918e-04
33,2.043652e-01,2.036532e-01,6.370720e-04
34,2.019839e-01,2.036041e-01,6.202234e-04
35,1.978060e-01,2.034384e-01,6.242342e-04
36,2.066702e-01,2.035282e-01,6.133154e-04
37,2.027997e-01,2.035085e-01,5.970553e-04
38,2.071278e-01,2.036038e-01,5.888910e-04
39,2.012504e-01,2.035434e-01,5.768745e-04
40,2.050304e-01,2.035806e-01,5.636492e-04
41,2.053034e-01,2.036226e-01,5.514657e-04
42,2.002226e-01,2.035417e-01,5.442450e-04
43,2.002781e-01,2.034658e-01,5.368542e-04
44,2.082113e-01,2.035736e-01,5.353771e-04
45,2.019276e-01,2.035370e-01,5.247279e-04
46,2.025056e-01,2.035146e-01,5.137997e-04
47,2.015708e-01,2.034733e-01,5.045296e-04
48,2.032195e-01,2.034680e-01,4.940463e-04
49,2.047793e-01,2.034947e-01,4.846880e-04
50,2.043029e-01,2.035109e-01,4.752636e-04
51,2.011688e-01,2.034650e-01,4.681583e-04
52,1.994201e-01,2.033872e-01,4.655727e-04
53,2.005888e-01,2.033344e-01,4.597725e-04
54,2.029972e-01,2.033281e-01,4.513006e-04
55,2.061613e-01,2.033796e-01,4.460252e-04
56,2.052077e-01,2.034123e-01,4.392534e-04
57,2.029737e-01,2.034046e-01,4.316145e-04
58,2.047889e-01,2.034285e-01,4.248323e-04
59,2.035327e-01,2.034302e-01,4.176354e-04
60,2.078749e-01,2.035043e-01,4.171928e-04
61,2.031210e-01,2.034980e-01,4.104009e-04
62,2.015647e-01,2.034668e-01,4.049644e-04
63,2.039791e-01,2.034750e-01,3.986181e-04
64,2.077186e-01,2.035413e-01,3.978662e-04
65,1.998874e-01,2.034851e-01,3.956965e-04
66,2.029493e-01,2.034770e-01,3.897843e-04
67,2.048099e-01,2.034968e-01,3.844740e-04
68,2.002604e-01,2.034492e-01,3.817545e-04
69,2.003842e-01,2.034048e-01,3.787975e-04
70,2.025904e-01,2.033932e-01,3.735648e-04
71,2.068722e-01,2.034422e-01,3.715030e-04
72,2.013773e-01,2.034135e-01,3.674485e-04
73,1.999135e-01,2.033656e-01,3.655296e-04
74,2.037371e-01,2.033706e-01,3.606245e-04
75,1.983239e-01,2.033033e-01,3.620394e-04
76,2.047773e-01,2.033227e-01,3.577948e-04
77,2.033506e-01,2.033231e-01,3.531483e-04
78,1.990059e-01,2.032677e-01,3.529315e-04
79,2.031479e-01,2.032662e-01,3.484673e-04
80,2.015660e-01,2.032449e-01,3.447589e-04
81,2.036615e-01,2.032501e-01,3.405410e-04
82,2.022879e-01,2.032383e-01,3.365901e-04
83,2.092725e-01,2.033110e-01,3.402955e-04
84,2.004456e-01,2.032769e-01,3.379498e-04
85,2.063347e-01,2.033129e-01,3.358832e-04
86,2.027801e-01,2.033067e-01,3.320347e-04
87,2.032188e-01,2.033057e-01,3.282197e-04
88,2.032132e-01,2.033047e-01,3.244917e-04
89,2.053149e-01,2.033272e-01,3.216308e-04
90,1.960769e-01,2.032467e-01,3.279910e-04
91,1.974719e-01,2.031832e-01,3.304687e-04
92,2.011538e-01,2.031612e-01,3.276121e-04
93,1.988178e-01,2.031145e-01,3.274013e-04
94,2.002940e-01,2.030845e-01,3.252904e-04
95,2.076806e-01,2.031328e-01,3.254443e-04
96,1.996496e-01,2.030966e-01,3.240705e-04
97,2.014414e-01,2.030795e-01,3.211785e-04
98,1.999892e-01,2.030480e-01,3.194454e-04
99,1.982480e-01,2.029995e-01,3.198770e-04
100,2.046511e-01,2.030160e-01,3.171043e-04
