BLOCK,ACTUAL_M,M_AVE,ERROR
1,8.836000e-03,8.836000e-03,0.000000e+00
2,1.180000e-02,1.031800e-02,1.047932e-03
3,1.396400e-02,1.153333e-02,1.213574e-03
4,2.516800e-02,1.494200e-02,3.089124e-03
5,1.053200e-02,1.406000e-02,2.594158e-03
6,1.010400e-02,1.340067e-02,2.244023e-03
7,4.984000e-03,1.219829e-02,2.222351e-03
8,1.816000e-02,1.294350e-02,2.065727e-03
9,1.298800e-02,1.294844e-02,1.836208e-03
10,1.082000e-02,1.273560e-02,1.664877e-03
11,1.624000e-02,1.305418e-02,1.543705e-03
12,1.389200e-02,1.312400e-02,1.416641e-03
13,1.259600e-02,1.308338e-02,1.308250e-03
14,1.188800e-02,1.299800e-02,1.217587e-03
15,7.764000e-03,1.264907e-02,1.185359e-03
16,1.787200e-02,1.297550e-02,1.155348e-03
17,1.413600e-02,1.304376e-02,1.089401e-03
18,1.905200e-02,1.337756e-02,1.078804e-03
19,1.539200e-02,1.348358e-02,1.027222e-03
20,1.387600e-02,1.350320e-02,9.760479e-04
21,9.732000e-03,1.332362e-02,9.459455e-04
22,1.106800e-02,1.322109e-02,9.084874e-04
23,1.000800e-02,1.308139e-02,8.796633e-04
24,1.066800e-02,1.298083e-02,8.487388e-04
25,1.896400e-02,1.322016e-02,8.478606e-04
26,1.454400e-02,1.327108e-02,8.167780e-04
27,1.089600e-02,1.318311e-02,7.912497e-04
28,8.788000e-03,1.302614e-02,7.784048e-04
29,1.266000e-02,1.301352e-02,7.516656e-04
30,1.582800e-02,1.310733e-02,7.324414e-04
31,1.681600e-02,1.322697e-02,7.185181e-04
32,2.243600e-02,1.351475e-02,7.514893e-04
33,1.475600e-02,1.355236e-02,7.296577e-04
34,1.008400e-02,1.345035e-02,7.152925e-04
35,1.340800e-02,1.344914e-02,6.948566e-04
36,1.296800e-02,1.343578e-02,6.756835e-04
37,5.956000e-03,1.323362e-02,6.869978e-04
38,1.547200e-02,1.329253e-02,6.714395e-04
39,3.212000e-03,1.303405e-02,7.022137e-04
40,1.138000e-02,1.299270e-02,6.858748e-04
41,6.964000e-03,1.284566e-02,6.847266e-04
42,1.016400e-02,1.278181e-02,6.713938e-04
43,1.196800e-02,1.276288e-02,6.560467e-04
44,5.724000e-03,1.260291e-02,6.603532e-04
45,1.177600e-02,1.258453e-02,6.459343e-04
46,6.292000e-03,1.244774e-02,6.462149e-04
47,2.022000e-02,1.261311e-02,6.532819e-04
48,1.864800e-02,1.273883e-02,6.516579e-04
49,1.082400e-02,1.269976e-02,6.395294e-04
50,1.177600e-02,1.268128e-02,6.270056e-04
51,1.241200e-02,1.267600e-02,6.147336e-04
52,9.312000e-03,1.261131e-02,6.063063e-04
53,1.530000e-02,1.266204e-02,5.969851e-04
54,2.245600e-02,1.284341e-02,6.128617e-04
55,7.344000e-03,1.274342e-02,6.098209e-04
56,1.096000e-02,1.271157e-02,5.997623e-04
57,1.756400e-02,1.279670e-02,5.952512e-04
58,1.744000e-02,1.287676e-02,5.903472e-04
59,6.420000e-03,1.276732e-02,5.903977e-04
60,1.134000e-02,1.274353e-02,5.810368e-04
61,1.915600e-02,1.284866e-02,5.809432e-04
62,3.748000e-03,1.270187e-02,5.898255e-04
63,8.568000e-03,1.263625e-02,5.841017e-04
64,1.088400e-02,1.260888e-02,5.756164e-04
65,1.018400e-02,1.257157e-02,5.679684e-04
66,1.880000e-02,1.266594e-02,5.671486e-04
67,9.296000e-03,1.261564e-02,5.609096e-04
68,2.130000e-02,1.274335e-02,5.670136e-04
69,1.314800e-02,1.274922e-02,5.588263e-04
70,6.352000e-03,1.265783e-02,5.582658e-04
71,2.232800e-02,1.279403e-02,5.667737e-04
72,1.508800e-02,1.282589e-02,5.597966e-04
73,8.888000e-03,1.277195e-02,5.547212e-04
74,1.575600e-02,1.281227e-02,5.486887e-04
75,1.032400e-02,1.277909e-02,5.423750e-04
76,1.368000e-02,1.279095e-02,5.353680e-04
77,1.039600e-02,1.275984e-02,5.293179e-04
78,1.373600e-02,1.277236e-02,5.226797e-04
79,1.546800e-02,1.280648e-02,5.171761e-04
80,1.721200e-02,1.286155e-02,5.136349e-04
81,9.196000e-03,1.281630e-02,5.092833e-04
82,1.941200e-02,1.289673e-02,5.093849e-04
83,1.364000e-02,1.290569e-02,5.033264e-04
84,1.594000e-02,1.294181e-02,4.986290e-04
85,1.030000e-02,1.291073e-02,4.937304e-04
86,1.368800e-02,1.291977e-02,4.880721e-04
87,1.394800e-02,1.293159e-02,4.826052e-04
88,1.350000e-02,1.293805e-02,4.771642e-04
89,8.372000e-03,1.288674e-02,4.745529e-04
90,6.836000e-03,1.281951e-02,4.740184e-04
91,1.566000e-02,1.285073e-02,4.698361e-04
92,1.449600e-02,1.286861e-02,4.650694e-04
93,9.772000e-03,1.283531e-02,4.612590e-04
94,1.672800e-02,1.287672e-02,4.582072e-04
95,1.172800e-02,1.286463e-02,4.535435e-04
96,1.920400e-02,1.293067e-02,4.536009e-04
97,1.493600e-02,1.295134e-02,4.493955e-04
98,5.152000e-03,1.287176e-02,4.518019e-04
99,1.479200e-02,1.289115e-02,4.476544e-04
100,1.415600e-02,1.290380e-02,4.433565e-04
