BLOCK,ACTUAL_CV,CV_AVE,ERROR
1,4.206022e-01,4.206022e-01,0.000000e+00
2,4.114745e-01,4.160384e-01,3.227131e-03
3,4.178825e-01,4.166531e-01,2.209187e-03
4,4.613236e-01,4.278207e-01,9.812342e-03
5,4.603503e-01,4.343266e-01,9.771496e-03
6,4.158378e-01,4.312451e-01,8.615100e-03
7,4.183395e-01,4.294015e-01,7.579080e-03
8,4.364640e-01,4.302843e-01,6.682912e-03
9,4.725801e-01,4.349838e-01,7.410776e-03
10,4.307057e-01,4.345560e-01,6.682036e-03
11,4.226735e-01,4.334758e-01,6.161275e-03
12,4.281133e-01,4.330289e-01,5.664018e-03
13,3.920538e-01,4.298770e-01,6.042006e-03
14,4.331421e-01,4.301102e-01,5.614933e-03
15,4.216879e-01,4.295487e-01,5.268604e-03
16,4.544305e-01,4.311038e-01,5.163726e-03
17,4.587709e-01,4.327313e-01,5.110014e-03
18,4.041960e-01,4.311460e-01,5.066066e-03
19,4.589054e-01,4.326070e-01,5.005674e-03
20,4.517435e-01,4.335638e-01,4.845974e-03
21,4.038250e-01,4.321477e-01,4.817691e-03
22,4.432043e-01,4.326503e-01,4.624844e-03
23,4.771900e-01,4.345868e-01,4.812142e-03
24,4.660863e-01,4.358993e-01,4.787277e-03
25,4.178745e-01,4.351783e-01,4.649762e-03
26,4.356866e-01,4.351978e-01,4.470966e-03
27,3.967474e-01,4.337737e-01,4.526496e-03
28,4.255785e-01,4.334811e-01,4.374288e-03
29,4.136696e-01,4.327979e-01,4.276464e-03
30,4.641382e-01,4.338426e-01,4.259604e-03
31,4.722000e-01,4.350799e-01,4.298154e-03
32,4.026659e-01,4.340670e-01,4.281531e-03
33,4.319593e-01,4.340031e-01,4.152264e-03
34,4.747401e-01,4.352013e-01,4.199447e-03
35,4.350809e-01,4.351978e-01,4.079464e-03
36,4.260839e-01,4.349447e-01,3.973993e-03
37,4.630309e-01,4.357037e-01,3.938419e-03
38,4.440770e-01,4.359241e-01,3.840936e-03
39,4.431355e-01,4.361090e-01,3.746898e-03
40,4.495179e-01,4.364442e-01,3.668191e-03
41,4.287773e-01,4.362572e-01,3.583486e-03
42,4.270023e-01,4.360369e-01,3.504933e-03
43,4.001935e-01,4.352033e-01,3.521151e-03
44,4.331448e-01,4.351565e-01,3.441435e-03
45,4.419399e-01,4.353073e-01,3.368259e-03
46,4.321332e-01,4.352383e-01,3.295742e-03
47,3.946437e-01,4.343745e-01,3.336878e-03
48,3.671850e-01,4.329748e-01,3.548832e-03
49,4.166086e-01,4.326408e-01,3.492089e-03
50,4.124438e-01,4.322368e-01,3.445531e-03
51,4.801756e-01,4.331768e-01,3.503843e-03
52,3.991686e-01,4.325228e-01,3.496965e-03
53,4.461775e-01,4.327804e-01,3.440462e-03
54,3.972407e-01,4.321223e-01,3.439124e-03
55,4.268396e-01,4.320262e-01,3.377935e-03
56,4.399944e-01,4.321685e-01,3.320610e-03
57,4.132653e-01,4.318369e-01,3.278873e-03
58,4.691353e-01,4.324800e-01,3.284797e-03
59,3.955691e-01,4.318544e-01,3.288159e-03
60,3.991319e-01,4.313090e-01,3.278272e-03
61,4.659476e-01,4.318768e-01,3.273340e-03
62,4.406185e-01,4.320178e-01,3.223579e-03
63,4.381752e-01,4.321156e-01,3.173893e-03
64,4.147640e-01,4.318444e-01,3.135859e-03
65,4.230595e-01,4.317093e-01,3.090526e-03
66,4.105116e-01,4.313881e-01,3.060343e-03
67,4.354601e-01,4.314489e-01,3.015270e-03
68,4.276488e-01,4.313930e-01,2.971445e-03
69,3.973727e-01,4.309000e-01,2.969005e-03
70,4.610528e-01,4.313307e-01,2.957673e-03
71,4.550117e-01,4.316642e-01,2.934762e-03
72,4.201135e-01,4.315038e-01,2.898383e-03
73,4.468790e-01,4.317144e-01,2.866321e-03
74,4.017130e-01,4.313090e-01,2.856116e-03
75,4.233023e-01,4.312023e-01,2.820029e-03
76,3.914690e-01,4.306795e-01,2.830970e-03
77,4.431881e-01,4.308419e-01,2.798861e-03
78,4.237993e-01,4.307516e-01,2.764434e-03
79,4.223269e-01,4.306450e-01,2.731498e-03
80,4.168019e-01,4.304719e-01,2.702829e-03
81,4.549168e-01,4.307737e-01,2.686257e-03
82,4.663820e-01,4.312080e-01,2.688367e-03
83,4.445778e-01,4.313690e-01,2.660799e-03
84,4.212023e-01,4.312480e-01,2.631874e-03
85,4.595499e-01,4.315810e-01,2.621888e-03
86,4.728730e-01,4.320611e-01,2.634998e-03
87,4.104178e-01,4.318123e-01,2.616427e-03
88,3.798174e-01,4.312215e-01,2.652571e-03
89,4.170256e-01,4.310620e-01,2.627558e-03
90,4.161969e-01,4.308968e-01,2.603549e-03
91,4.132689e-01,4.307031e-01,2.582135e-03
92,4.074405e-01,4.304503e-01,2.566419e-03
93,4.561481e-01,4.307266e-01,2.553655e-03
94,4.461111e-01,4.308902e-01,2.531728e-03
95,4.364281e-01,4.309485e-01,2.505749e-03
96,4.058886e-01,4.306875e-01,2.493207e-03
97,4.493080e-01,4.308795e-01,2.474883e-03
98,4.743580e-01,4.313231e-01,2.489078e-03
99,4.061363e-01,4.310687e-01,2.476903e-03
100,4.169061e-01,4.309271e-01,2.456180e-03
