BLOCK,ACTUAL_X,X_AVE,ERROR
1,9.060129e-01,9.060129e-01,0.000000e+00
2,9.063581e-01,9.061855e-01,1.220329e-04
3,8.642290e-01,8.922000e-01,1.141939e-02
4,9.410774e-01,9.044194e-01,1.361381e-02
5,8.676903e-01,8.970735e-01,1.271942e-02
6,9.021774e-01,8.979242e-01,1.062792e-02
7,9.260484e-01,9.019419e-01,9.839812e-03
8,9.021161e-01,9.019637e-01,8.609860e-03
9,9.025613e-01,9.020301e-01,7.653465e-03
10,9.005194e-01,9.018790e-01,6.889609e-03
11,8.878903e-01,9.006073e-01,6.379569e-03
12,8.939613e-01,9.000535e-01,5.871929e-03
13,9.476226e-01,9.037127e-01,6.460536e-03
14,8.639839e-01,9.008749e-01,6.592917e-03
15,9.210000e-01,9.022166e-01,6.288425e-03
16,9.063548e-01,9.024752e-01,5.900715e-03
17,9.009000e-01,9.023825e-01,5.554341e-03
18,8.956839e-01,9.020104e-01,5.258219e-03
19,9.107484e-01,9.024703e-01,5.001542e-03
20,8.872290e-01,9.017082e-01,4.809171e-03
21,8.920516e-01,9.012484e-01,4.602094e-03
22,8.875677e-01,9.006265e-01,4.434722e-03
23,9.015129e-01,9.006651e-01,4.242075e-03
24,9.094000e-01,9.010290e-01,4.080905e-03
25,8.731968e-01,8.999157e-01,4.066690e-03
26,9.162419e-01,9.005437e-01,3.958461e-03
27,9.031871e-01,9.006416e-01,3.813062e-03
28,9.267387e-01,9.015736e-01,3.789080e-03
29,9.033129e-01,9.016336e-01,3.658897e-03
30,9.085581e-01,9.018644e-01,3.544207e-03
31,8.825968e-01,9.012429e-01,3.483950e-03
32,8.964452e-01,9.010929e-01,3.378301e-03
33,8.990677e-01,9.010316e-01,3.276485e-03
34,8.741065e-01,9.002397e-01,3.274422e-03
35,9.046452e-01,9.003655e-01,3.183285e-03
36,8.803194e-01,8.998087e-01,3.143186e-03
37,8.689452e-01,8.989745e-01,3.166986e-03
38,8.992452e-01,8.989817e-01,3.083652e-03
39,9.239129e-01,8.996209e-01,3.070131e-03
40,8.575323e-01,8.985687e-01,3.168563e-03
41,8.867387e-01,8.982802e-01,3.104391e-03
42,8.809323e-01,8.978671e-01,3.057831e-03
43,9.084290e-01,8.981128e-01,2.996568e-03
44,9.259226e-01,8.987448e-01,2.994378e-03
45,9.266161e-01,8.993642e-01,2.991206e-03
46,9.284645e-01,8.999968e-01,2.992328e-03
47,9.127387e-01,9.002679e-01,2.940917e-03
48,8.741710e-01,8.997242e-01,2.929473e-03
49,9.393065e-01,9.005320e-01,2.978982e-03
50,8.990161e-01,9.005017e-01,2.919556e-03
51,8.742581e-01,8.999871e-01,2.907305e-03
52,8.796581e-01,8.995962e-01,2.877560e-03
53,8.876194e-01,8.993702e-01,2.832125e-03
54,9.159903e-01,8.996780e-01,2.796353e-03
55,9.203387e-01,9.000536e-01,2.770626e-03
56,8.818484e-01,8.997285e-01,2.740157e-03
57,9.116323e-01,8.999374e-01,2.700031e-03
58,8.896065e-01,8.997592e-01,2.659347e-03
59,9.083194e-01,8.999043e-01,2.618228e-03
60,9.061194e-01,9.000079e-01,2.576639e-03
61,8.701774e-01,8.995189e-01,2.580388e-03
62,8.954419e-01,8.994531e-01,2.539607e-03
63,8.946452e-01,8.993768e-01,2.500442e-03
64,9.220194e-01,8.997306e-01,2.486276e-03
65,9.049806e-01,8.998114e-01,2.449337e-03
66,8.957613e-01,8.997500e-01,2.412994e-03
67,8.965968e-01,8.997029e-01,2.377438e-03
68,9.123613e-01,8.998891e-01,2.349753e-03
69,9.276548e-01,9.002915e-01,2.349902e-03
70,9.352581e-01,9.007910e-01,2.368829e-03
71,9.196871e-01,9.010572e-01,2.350369e-03
72,9.410935e-01,9.016132e-01,2.382594e-03
73,9.659935e-01,9.024951e-01,2.507873e-03
74,9.210032e-01,9.027452e-01,2.486423e-03
75,9.302742e-01,9.031123e-01,2.480216e-03
76,9.263581e-01,9.034182e-01,2.466369e-03
77,9.402774e-01,9.038969e-01,2.480357e-03
78,9.226613e-01,9.041374e-01,2.460197e-03
79,8.866226e-01,9.039157e-01,2.439024e-03
80,9.256258e-01,9.041871e-01,2.423587e-03
81,8.952645e-01,9.040769e-01,2.396168e-03
82,8.926581e-01,9.039377e-01,2.370989e-03
83,9.122742e-01,9.040381e-01,2.344550e-03
84,8.841226e-01,9.038010e-01,2.328595e-03
85,9.473581e-01,9.043135e-01,2.356909e-03
86,9.020581e-01,9.042872e-01,2.329649e-03
87,9.118581e-01,9.043743e-01,2.304496e-03
88,9.065000e-01,9.043984e-01,2.278436e-03
89,9.027903e-01,9.043804e-01,2.252907e-03
90,9.184032e-01,9.045362e-01,2.233256e-03
91,8.731355e-01,9.041911e-01,2.235214e-03
92,8.967581e-01,9.041103e-01,2.212378e-03
93,8.864290e-01,9.039202e-01,2.196742e-03
94,9.754323e-01,9.046810e-01,2.301338e-03
95,8.779129e-01,9.043992e-01,2.294298e-03
96,8.936129e-01,9.042868e-01,2.273149e-03
97,9.311484e-01,9.045638e-01,2.266520e-03
98,9.074645e-01,9.045934e-01,2.243585e-03
99,8.593484e-01,9.041363e-01,2.266992e-03
100,8.855742e-01,9.039507e-01,2.251909e-03
