BLOCK,ACTUAL_M,M_AVE,ERROR
1,0.48292,0.48292,0
2,0.53688,0.5099,0.0190777
3,0.63412,0.551307,0.0361216
4,0.29836,0.48807,0.061099
5,0.41392,0.47324,0.050647
6,0.12104,0.41454,0.068211
7,0.65136,0.448371,0.066328
8,0.38204,0.44008,0.0585529
9,0.45484,0.44172,0.05207
10,0.32328,0.429876,0.0481912
11,0.49976,0.436229,0.044227
12,0.48004,0.43988,0.0406918
13,0.43696,0.439655,0.0375623
14,0.64256,0.454149,0.0375714
15,0.4508,0.453925,0.0350673
16,0.29676,0.444102,0.0342237
17,0.45608,0.444807,0.0322178
18,0.20584,0.431531,0.0330502
19,0.02312,0.410036,0.0376576
20,0.43004,0.411036,0.035788
21,0.64644,0.422246,0.0357964
22,0.35512,0.419195,0.034299
23,0.626,0.428186,0.0339659
24,0.27964,0.421997,0.0331098
25,-0.08736,0.401622,0.0375342
26,0.10128,0.390071,0.0378264
27,0.32096,0.387511,0.036512
28,0.41492,0.38849,0.0352211
29,0.2016,0.382046,0.0345911
30,0.25056,0.377663,0.0337146
31,0.44184,0.379733,0.0326905
32,0.5428,0.384829,0.0320637
33,0.14512,0.377565,0.0319042
34,0.41164,0.378567,0.0309816
35,0.17436,0.372733,0.0306409
36,0.66144,0.380752,0.0308214
37,0.48944,0.38369,0.030128
38,0.33596,0.382434,0.0293614
39,0.58068,0.387517,0.0290452
40,0.15672,0.381747,0.0288865
41,0.30928,0.37998,0.028236
42,0.5794,0.384728,0.02796
43,0.42572,0.385681,0.027326
44,0.65768,0.391863,0.0273953
45,0.60704,0.396644,0.0272006
46,0.4806,0.39847,0.0266705
47,0.28068,0.395963,0.0262205
48,0.48576,0.397834,0.0257409
49,0.57088,0.401366,0.0254567
50,0.75848,0.408508,0.0259301
51,0.03728,0.401229,0.0264236
52,0.16548,0.396695,0.0263015
53,0.26068,0.394129,0.0259302
54,0.50476,0.396178,0.0255308
55,0.265,0.393793,0.0251778
56,0.43676,0.39456,0.0247398
57,0.324,0.393322,0.0243368
58,0.51644,0.395445,0.0240096
59,0.49824,0.397187,0.0236657
60,0.58156,0.40026,0.02347
61,0.64528,0.404277,0.0234264
62,0.2722,0.402146,0.0231452
63,0.59196,0.405159,0.0229731
64,0.52036,0.406959,0.0226846
65,0.39404,0.406761,0.0223364
66,0.31752,0.405408,0.0220389
67,0.61188,0.40849,0.0219243
68,0.5282,0.410251,0.0216725
69,0.43568,0.410619,0.0213615
70,0.56564,0.412834,0.0211708
71,0.47312,0.413683,0.0208897
72,0.36624,0.413024,0.0206099
73,0.5786,0.415292,0.020452
74,0.4606,0.415904,0.0201848
75,0.71288,0.419864,0.0203004
76,0.50656,0.421005,0.0200653
77,0.65708,0.424071,0.0200376
78,0.29688,0.42244,0.0198469
79,0.42304,0.422448,0.0195957
80,0.37616,0.421869,0.0193593
81,0.12728,0.418232,0.0194589
82,0.35108,0.417413,0.0192388
83,0.5448,0.418948,0.0190681
84,0.49592,0.419864,0.0188631
85,0.47756,0.420543,0.0186534
86,0.63072,0.422987,0.0185959
87,0.34096,0.422044,0.0184061
88,0.64968,0.424631,0.0183778
89,0.68932,0.427605,0.0184104
90,0.35936,0.426847,0.0182214
91,0.27164,0.425141,0.0181008
92,0.51252,0.426091,0.017929
93,0.50412,0.42693,0.0177558
94,0.66316,0.429443,0.0177439
95,0.5872,0.431104,0.0176346
96,0.02536,0.426877,0.0179503
97,0.65496,0.429228,0.0179186
98,0.28048,0.427711,0.0177999
99,0.40816,0.427513,0.0176212
100,0.56036,0.428842,0.017495
