BLOCK,ACTUAL_X,X_AVE,ERROR
1,6.719890e-01,6.719890e-01,0.000000e+00
2,6.942932e-01,6.831411e-01,7.885694e-03
3,6.558466e-01,6.740429e-01,9.100655e-03
4,7.065288e-01,6.821644e-01,9.800812e-03
5,6.645342e-01,6.786384e-01,8.451159e-03
6,6.822712e-01,6.792438e-01,7.064289e-03
7,6.883808e-01,6.805491e-01,6.174517e-03
8,6.881808e-01,6.815031e-01,5.475900e-03
9,6.723479e-01,6.804858e-01,4.961052e-03
10,6.974466e-01,6.821819e-01,4.746024e-03
11,6.759507e-01,6.816154e-01,4.348243e-03
12,6.695452e-01,6.806096e-01,4.100578e-03
13,7.068712e-01,6.826297e-01,4.253745e-03
14,6.496767e-01,6.802759e-01,4.554814e-03
15,6.822301e-01,6.804062e-01,4.253022e-03
16,6.897205e-01,6.809884e-01,4.026853e-03
17,6.772575e-01,6.807689e-01,3.795955e-03
18,6.654712e-01,6.799190e-01,3.678977e-03
19,6.850493e-01,6.801890e-01,3.495241e-03
20,6.755781e-01,6.799585e-01,3.328074e-03
21,6.798438e-01,6.799530e-01,3.169598e-03
22,6.725616e-01,6.796171e-01,3.043280e-03
23,6.754301e-01,6.794350e-01,2.916403e-03
24,6.901205e-01,6.798803e-01,2.828667e-03
25,6.582000e-01,6.790130e-01,2.845351e-03
26,6.931671e-01,6.795574e-01,2.787506e-03
27,6.763151e-01,6.794373e-01,2.686850e-03
28,6.814055e-01,6.795076e-01,2.591811e-03
29,6.789836e-01,6.794896e-01,2.502501e-03
30,6.867233e-01,6.797307e-01,2.430673e-03
31,6.721288e-01,6.794855e-01,2.364602e-03
32,6.763918e-01,6.793888e-01,2.292683e-03
33,6.722356e-01,6.791720e-01,2.233432e-03
34,6.537562e-01,6.784245e-01,2.289425e-03
35,6.770548e-01,6.783854e-01,2.224347e-03
36,6.653890e-01,6.780244e-01,2.191660e-03
37,6.642685e-01,6.776526e-01,2.163729e-03
38,6.772986e-01,6.776433e-01,2.106809e-03
39,7.007315e-01,6.782353e-01,2.134344e-03
40,6.412219e-01,6.773099e-01,2.272738e-03
41,6.826685e-01,6.774406e-01,2.221060e-03
42,6.899260e-01,6.777379e-01,2.187981e-03
43,6.932904e-01,6.780996e-01,2.166786e-03
44,6.909836e-01,6.783924e-01,2.137235e-03
45,6.833671e-01,6.785030e-01,2.092598e-03
46,7.036740e-01,6.790501e-01,2.117442e-03
47,6.811836e-01,6.790955e-01,2.072876e-03
48,6.599836e-01,6.786974e-01,2.067578e-03
49,7.042301e-01,6.792185e-01,2.090013e-03
50,6.906274e-01,6.794466e-01,2.060631e-03
51,6.486192e-01,6.788422e-01,2.107018e-03
52,6.848438e-01,6.789576e-01,2.069657e-03
53,6.650685e-01,6.786955e-01,2.047130e-03
54,6.713671e-01,6.785598e-01,2.013714e-03
55,6.929452e-01,6.788214e-01,1.994014e-03
56,6.858849e-01,6.789475e-01,1.962392e-03
57,6.768247e-01,6.789103e-01,1.928318e-03
58,6.647863e-01,6.786667e-01,1.910385e-03
59,6.715863e-01,6.785467e-01,1.881771e-03
60,6.923370e-01,6.787766e-01,1.864392e-03
61,6.550329e-01,6.783873e-01,1.874020e-03
62,6.824521e-01,6.784529e-01,1.844940e-03
63,6.755370e-01,6.784066e-01,1.816236e-03
64,6.938329e-01,6.786476e-01,1.803780e-03
65,6.896932e-01,6.788176e-01,1.784016e-03
66,6.993753e-01,6.791291e-01,1.783970e-03
67,6.705068e-01,6.790004e-01,1.761979e-03
68,6.841151e-01,6.790756e-01,1.737672e-03
69,6.805397e-01,6.790968e-01,1.712618e-03
70,6.925260e-01,6.792886e-01,1.698863e-03
71,6.916411e-01,6.794626e-01,1.683821e-03
72,7.079041e-01,6.798576e-01,1.706141e-03
73,7.173260e-01,6.803709e-01,1.758279e-03
74,6.874548e-01,6.804666e-01,1.737122e-03
75,6.881479e-01,6.805691e-01,1.716977e-03
76,6.983836e-01,6.808035e-01,1.710311e-03
77,7.017233e-01,6.810751e-01,1.709541e-03
78,6.910904e-01,6.812035e-01,1.692439e-03
79,6.779973e-01,6.811630e-01,1.671503e-03
80,6.948767e-01,6.813344e-01,1.659376e-03
81,6.797890e-01,6.813153e-01,1.638999e-03
82,6.770466e-01,6.812632e-01,1.619838e-03
83,6.913781e-01,6.813851e-01,1.604899e-03
84,6.756301e-01,6.813166e-01,1.587255e-03
85,6.996712e-01,6.815325e-01,1.583202e-03
86,6.742740e-01,6.814481e-01,1.567041e-03
87,6.644521e-01,6.812528e-01,1.561159e-03
88,6.738384e-01,6.811685e-01,1.545690e-03
89,6.671288e-01,6.810108e-01,1.536351e-03
90,6.889507e-01,6.810990e-01,1.521812e-03
91,6.667534e-01,6.809414e-01,1.513232e-03
92,6.794082e-01,6.809247e-01,1.496875e-03
93,6.720740e-01,6.808295e-01,1.483802e-03
94,7.138932e-01,6.811813e-01,1.509132e-03
95,6.709753e-01,6.810738e-01,1.497065e-03
96,6.810740e-01,6.810738e-01,1.481471e-03
97,6.981288e-01,6.812497e-01,1.476595e-03
98,6.854767e-01,6.812928e-01,1.462157e-03
99,6.548767e-01,6.810260e-01,1.471533e-03
100,6.715233e-01,6.809309e-01,1.459883e-03
