BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-9.999920e-01,-9.999920e-01,0.000000e+00
2,-9.998000e-01,-9.998960e-01,6.788225e-05
3,-1.000000e+00,-9.999307e-01,5.337776e-05
4,-9.962320e-01,-9.990060e-01,8.017849e-04
5,-9.941360e-01,-9.980320e-01,1.081837e-03
6,-9.999200e-01,-9.983467e-01,9.461870e-04
7,-9.998560e-01,-9.985623e-01,8.352241e-04
8,-9.999760e-01,-9.987390e-01,7.492822e-04
9,-9.999040e-01,-9.988684e-01,6.771176e-04
10,-9.999920e-01,-9.989808e-01,6.186573e-04
11,-9.999760e-01,-9.990713e-01,5.689927e-04
12,-9.999360e-01,-9.991433e-01,5.261199e-04
13,-9.991040e-01,-9.991403e-01,4.856579e-04
14,-1.000000e+00,-9.992017e-01,4.548336e-04
15,-9.999840e-01,-9.992539e-01,4.274908e-04
16,-9.999360e-01,-9.992965e-01,4.028930e-04
17,-9.999840e-01,-9.993369e-01,3.812176e-04
18,-9.999760e-01,-9.993724e-01,3.616883e-04
19,-1.000000e+00,-9.994055e-01,3.441569e-04
20,-9.994720e-01,-9.994088e-01,3.269651e-04
21,-9.999680e-01,-9.994354e-01,3.124778e-04
22,-1.000000e+00,-9.994611e-01,2.993262e-04
23,-9.999600e-01,-9.994828e-01,2.870969e-04
24,-9.985280e-01,-9.994430e-01,2.778772e-04
25,-9.999840e-01,-9.994646e-01,2.676034e-04
26,-1.000000e+00,-9.994852e-01,2.581019e-04
27,-9.999920e-01,-9.995040e-01,2.492241e-04
28,-9.999920e-01,-9.995214e-01,2.409319e-04
29,-9.997360e-01,-9.995288e-01,2.327375e-04
30,-1.000000e+00,-9.995445e-01,2.255089e-04
31,-9.999360e-01,-9.995572e-01,2.185877e-04
32,-1.000000e+00,-9.995710e-01,2.121944e-04
33,-9.999600e-01,-9.995828e-01,2.060914e-04
34,-9.997840e-01,-9.995887e-01,2.001149e-04
35,-1.000000e+00,-9.996005e-01,1.947420e-04
36,-1.000000e+00,-9.996116e-01,1.896485e-04
37,-9.999840e-01,-9.996216e-01,1.847898e-04
38,-9.999600e-01,-9.996305e-01,1.801414e-04
39,-9.996480e-01,-9.996310e-01,1.755229e-04
40,-9.999920e-01,-9.996400e-01,1.713667e-04
41,-9.994560e-01,-9.996355e-01,1.672458e-04
42,-1.000000e+00,-9.996442e-01,1.634888e-04
43,-9.999600e-01,-9.996515e-01,1.598516e-04
44,-1.000000e+00,-9.996595e-01,1.564147e-04
45,-9.998560e-01,-9.996638e-01,1.529998e-04
46,-9.999760e-01,-9.996706e-01,1.498241e-04
47,-1.000000e+00,-9.996776e-01,1.468002e-04
48,-9.999760e-01,-9.996838e-01,1.438734e-04
49,-9.999760e-01,-9.996898e-01,1.410607e-04
50,-1.000000e+00,-9.996960e-01,1.383759e-04
51,-9.999760e-01,-9.997015e-01,1.357715e-04
52,-9.998880e-01,-9.997051e-01,1.332079e-04
53,-1.000000e+00,-9.997106e-01,1.308107e-04
54,-9.992400e-01,-9.997019e-01,1.286783e-04
55,-9.999840e-01,-9.997071e-01,1.264408e-04
56,-9.999600e-01,-9.997116e-01,1.242636e-04
57,-9.999680e-01,-9.997161e-01,1.221650e-04
58,-9.999840e-01,-9.997207e-01,1.201460e-04
59,-9.999680e-01,-9.997249e-01,1.181827e-04
60,-9.999920e-01,-9.997293e-01,1.162968e-04
61,-9.999040e-01,-9.997322e-01,1.144256e-04
62,-1.000000e+00,-9.997365e-01,1.126615e-04
63,-9.999680e-01,-9.997402e-01,1.109331e-04
64,-9.997760e-01,-9.997407e-01,1.092012e-04
65,-1.000000e+00,-9.997447e-01,1.075940e-04
66,-9.999120e-01,-9.997473e-01,1.059936e-04
