BLOCK,ACTUAL_P,P_AVE,ERROR
1,1.038742e-01,1.038742e-01,0.000000e+00
2,3.454356e-02,6.920888e-02,2.451208e-02
3,3.393134e-02,5.744970e-02,1.895327e-02
4,4.551655e-02,5.446641e-02,1.444783e-02
5,4.269951e-02,5.211303e-02,1.174837e-02
6,5.743802e-02,5.300053e-02,9.823774e-03
7,5.764863e-02,5.366454e-02,8.442789e-03
8,3.230779e-02,5.099495e-02,7.798088e-03
9,5.442869e-02,5.137648e-02,6.940960e-03
10,5.439006e-02,5.167783e-02,6.253403e-03
11,3.170301e-02,4.986194e-02,5.942720e-03
12,4.727809e-02,4.964662e-02,5.451393e-03
13,4.104992e-02,4.898534e-02,5.072005e-03
14,3.607465e-02,4.806314e-02,4.792822e-03
15,5.088468e-02,4.825125e-02,4.476990e-03
16,2.537162e-02,4.682127e-02,4.419654e-03
17,3.400947e-02,4.606764e-02,4.223440e-03
18,4.034842e-02,4.574990e-02,4.000738e-03
19,3.154733e-02,4.500240e-02,3.859374e-03
20,3.815725e-02,4.466014e-02,3.681550e-03
21,4.840631e-02,4.483853e-02,3.510557e-03
22,4.480451e-02,4.483698e-02,3.350987e-03
23,3.567597e-02,4.443868e-02,3.228876e-03
24,4.319439e-02,4.438683e-02,3.094756e-03
25,4.376247e-02,4.436186e-02,2.971067e-03
26,2.894382e-02,4.376886e-02,2.915374e-03
27,4.165700e-02,4.369064e-02,2.808446e-03
28,1.443319e-02,4.264573e-02,2.896012e-03
29,5.276478e-02,4.299466e-02,2.817092e-03
30,3.005096e-02,4.256321e-02,2.756031e-03
31,2.747049e-02,4.207634e-02,2.709789e-03
32,5.125525e-02,4.236319e-02,2.640246e-03
33,4.380937e-02,4.240701e-02,2.560602e-03
34,5.052976e-02,4.264591e-02,2.496410e-03
35,4.742277e-02,4.278240e-02,2.428812e-03
36,3.540628e-02,4.257750e-02,2.369971e-03
37,2.830572e-02,4.219178e-02,2.337097e-03
38,4.925291e-02,4.237760e-02,2.282969e-03
39,3.921635e-02,4.229654e-02,2.225870e-03
40,2.217770e-02,4.179357e-02,2.226325e-03
41,3.806630e-02,4.170266e-02,2.173880e-03
42,3.503869e-02,4.154399e-02,2.127903e-03
43,1.803847e-02,4.099735e-02,2.147483e-03
44,3.853006e-02,4.094128e-02,2.099409e-03
45,1.806528e-02,4.043292e-02,2.113406e-03
46,5.531457e-02,4.075644e-02,2.092078e-03
47,4.301533e-02,4.080450e-02,2.048117e-03
48,6.127523e-02,4.123097e-02,2.049369e-03
49,4.341893e-02,4.127563e-02,2.008031e-03
50,3.879863e-02,4.122609e-02,1.968482e-03
51,1.782720e-02,4.076728e-02,1.982631e-03
52,2.870132e-02,4.053525e-02,1.958034e-03
53,3.502743e-02,4.043133e-02,1.923846e-03
54,4.212289e-02,4.046265e-02,1.888474e-03
55,5.349908e-02,4.069968e-02,1.868954e-03
56,3.229967e-02,4.054968e-02,1.841589e-03
57,3.091703e-02,4.038068e-02,1.817018e-03
58,3.338176e-02,4.026001e-02,1.789693e-03
