BLOCK,ACTUAL_KE,KE_AVE,ERROR
1,1.79984,1.79984,0
2,1.65704,1.72844,0.0504891
3,1.67453,1.71047,0.0367184
4,1.64918,1.69515,0.0305685
5,1.65759,1.68764,0.0253609
6,1.67395,1.68535,0.0212365
7,1.66733,1.68278,0.0183582
8,1.60933,1.6736,0.018215
9,1.58593,1.66386,0.0186142
10,1.65444,1.66292,0.0167766
11,1.68045,1.66451,0.0153269
12,1.6175,1.66059,0.0145417
13,1.61924,1.65741,0.0137666
14,1.60799,1.65388,0.0132282
15,1.58267,1.64913,0.0131706
16,1.64088,1.64862,0.0123576
17,1.59342,1.64537,0.0120496
18,1.66109,1.64624,0.0114118
19,1.65306,1.6466,0.0108168
20,1.62933,1.64574,0.0103104
21,1.69652,1.64816,0.010099
22,1.70611,1.65079,0.00997766
23,1.63316,1.65003,0.00957326
24,1.63903,1.64957,0.00918533
25,1.61024,1.64799,0.00895159
26,1.66352,1.64859,0.00862719
27,1.65949,1.649,0.00831711
28,1.65609,1.64925,0.00802393
29,1.62128,1.64828,0.00780497
30,1.59039,1.64635,0.00777969
31,1.63976,1.64614,0.00753164
32,1.66798,1.64682,0.00732712
33,1.7072,1.64865,0.00732993
34,1.63824,1.64835,0.00712074
35,1.64755,1.64832,0.00691733
36,1.64537,1.64824,0.00672567
37,1.61457,1.64733,0.00660518
38,1.64632,1.64731,0.00643142
39,1.70666,1.64883,0.00644405
40,1.70741,1.65029,0.00644724
41,1.66417,1.65063,0.00629887
42,1.60964,1.64966,0.00622405
43,1.63831,1.64939,0.00608489
44,1.64946,1.64939,0.0059466
45,1.63909,1.64916,0.00581886
46,1.6525,1.64924,0.00569281
47,1.63627,1.64896,0.00557837
48,1.63165,1.6486,0.0054738
49,1.62847,1.64819,0.00537748
50,1.62141,1.64765,0.00529655
51,1.58171,1.64636,0.0053482
52,1.63147,1.64607,0.00525301
53,1.66196,1.64637,0.00516244
54,1.66316,1.64668,0.00507619
55,1.6313,1.6464,0.0049916
56,1.65339,1.64653,0.00490403
57,1.61027,1.64589,0.00485906
58,1.63921,1.64578,0.00477665
59,1.63206,1.64555,0.00470134
60,1.65103,1.64564,0.00462388
61,1.68206,1.64623,0.00458647
62,1.59997,1.64549,0.0045728
63,1.62359,1.64514,0.0045134
64,1.60355,1.64449,0.00448941
65,1.63283,1.64431,0.00442392
66,1.64119,1.64426,0.00435715
67,1.69633,1.64504,0.00436087
68,1.69223,1.64574,0.0043516
69,1.67712,1.64619,0.00431223
70,1.65347,1.64629,0.00425188
71,1.62306,1.64597,0.00420458
72,1.64595,1.64597,0.00414618
73,1.66214,1.64619,0.0040953
74,1.65587,1.64632,0.00404205
75,1.66747,1.6466,0.00399798
76,1.66994,1.64691,0.00395715
77,1.58908,1.64616,0.00397638
78,1.58138,1.64533,0.00401117
79,1.58143,1.64452,0.00404112
80,1.6603,1.64472,0.00399542
81,1.62606,1.64448,0.00395272
82,1.61477,1.64412,0.00392109
83,1.67613,1.64451,0.00389276
84,1.65956,1.64469,0.00385054
85,1.62516,1.64446,0.00381209
86,1.62406,1.64422,0.00377513
87,1.64208,1.6442,0.00373182
88,1.67268,1.64452,0.00370342
89,1.59634,1.64398,0.00370117
90,1.62977,1.64382,0.00366341
91,1.58963,1.64322,0.00367122
92,1.581,1.64255,0.0036931
93,1.65533,1.64269,0.00365595
94,1.64218,1.64268,0.00361706
95,1.65549,1.64282,0.0035815
96,1.66658,1.64306,0.00355273
97,1.62742,1.6429,0.00351977
98,1.68117,1.64329,0.00350545
99,1.64243,1.64328,0.00347005
100,1.65159,1.64337,0.00343635
