BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-3.801279e+00,-3.801279e+00,0.000000e+00
2,-3.799668e+00,-3.800474e+00,5.694051e-04
3,-3.799504e+00,-3.800150e+00,4.623968e-04
4,-3.798659e+00,-3.799777e+00,4.738871e-04
5,-3.796246e+00,-3.799071e+00,7.366619e-04
6,-3.800049e+00,-3.799234e+00,6.316644e-04
7,-3.797353e+00,-3.798965e+00,5.958432e-04
8,-3.800185e+00,-3.799118e+00,5.404985e-04
9,-3.799358e+00,-3.799145e+00,4.811035e-04
10,-3.801243e+00,-3.799354e+00,4.765533e-04
11,-3.800476e+00,-3.799456e+00,4.440064e-04
12,-3.801361e+00,-3.799615e+00,4.344596e-04
13,-3.797997e+00,-3.799491e+00,4.184952e-04
14,-3.799471e+00,-3.799489e+00,3.886050e-04
15,-3.797736e+00,-3.799372e+00,3.798642e-04
16,-3.799389e+00,-3.799373e+00,3.561241e-04
17,-3.799407e+00,-3.799375e+00,3.351810e-04
18,-3.800005e+00,-3.799410e+00,3.183784e-04
19,-3.799565e+00,-3.799419e+00,3.017262e-04
20,-3.799968e+00,-3.799446e+00,2.878879e-04
21,-3.799721e+00,-3.799459e+00,2.744769e-04
22,-3.795779e+00,-3.799292e+00,3.087871e-04
23,-3.797091e+00,-3.799196e+00,3.098378e-04
24,-3.797135e+00,-3.799110e+00,3.085967e-04
25,-3.796716e+00,-3.799015e+00,3.107532e-04
26,-3.795251e+00,-3.798870e+00,3.307986e-04
27,-3.799209e+00,-3.798882e+00,3.187848e-04
28,-3.798338e+00,-3.798863e+00,3.079912e-04
29,-3.800143e+00,-3.798907e+00,3.005198e-04
30,-3.796867e+00,-3.798839e+00,2.980954e-04
31,-3.798017e+00,-3.798813e+00,2.896564e-04
32,-3.798390e+00,-3.798799e+00,2.809061e-04
33,-3.796919e+00,-3.798742e+00,2.781103e-04
34,-3.800448e+00,-3.798793e+00,2.744166e-04
35,-3.798578e+00,-3.798786e+00,2.666448e-04
36,-3.795214e+00,-3.798687e+00,2.770849e-04
37,-3.795595e+00,-3.798604e+00,2.819170e-04
38,-3.797938e+00,-3.798586e+00,2.750415e-04
39,-3.798711e+00,-3.798589e+00,2.680077e-04
40,-3.801340e+00,-3.798658e+00,2.699858e-04
41,-3.798176e+00,-3.798646e+00,2.636567e-04
42,-3.799318e+00,-3.798662e+00,2.578644e-04
43,-3.796530e+00,-3.798613e+00,2.565927e-04
44,-3.799343e+00,-3.798629e+00,2.512971e-04
45,-3.797695e+00,-3.798609e+00,2.465698e-04
46,-3.801215e+00,-3.798665e+00,2.476368e-04
47,-3.799847e+00,-3.798690e+00,2.436417e-04
48,-3.799560e+00,-3.798708e+00,2.392380e-04
49,-3.797978e+00,-3.798694e+00,2.348199e-04
50,-3.797230e+00,-3.798664e+00,2.319418e-04
51,-3.797244e+00,-3.798636e+00,2.290608e-04
52,-3.798946e+00,-3.798642e+00,2.247333e-04
53,-3.796822e+00,-3.798608e+00,2.231029e-04
54,-3.797290e+00,-3.798584e+00,2.203018e-04
55,-3.797725e+00,-3.798568e+00,2.168492e-04
56,-3.802534e+00,-3.798639e+00,2.242436e-04
57,-3.799299e+00,-3.798650e+00,2.206083e-04
58,-3.795500e+00,-3.798596e+00,2.233912e-04
59,-3.799313e+00,-3.798608e+00,2.199354e-04
60,-3.799258e+00,-3.798619e+00,2.165365e-04
61,-3.798169e+00,-3.798612e+00,2.131125e-04
62,-3.797929e+00,-3.798601e+00,2.099591e-04
63,-3.799024e+00,-3.798607e+00,2.067339e-04
64,-3.797263e+00,-3.798586e+00,2.045682e-04
65,-3.798546e+00,-3.798586e+00,2.014219e-04
66,-3.797299e+00,-3.798566e+00,1.993120e-04
67,-3.797878e+00,-3.798556e+00,1.966021e-04
68,-3.798259e+00,-3.798552e+00,1.937595e-04
69,-3.798499e+00,-3.798551e+00,1.909529e-04
70,-3.799418e+00,-3.798563e+00,1.886266e-04
71,-3.801177e+00,-3.798600e+00,1.895280e-04
72,-3.801024e+00,-3.798634e+00,1.898612e-04
73,-3.799606e+00,-3.798647e+00,1.877268e-04
74,-3.796974e+00,-3.798624e+00,1.865468e-04
75,-3.798671e+00,-3.798625e+00,1.840605e-04
76,-3.795758e+00,-3.798587e+00,1.854656e-04
77,-3.798133e+00,-3.798581e+00,1.831510e-04
78,-3.796767e+00,-3.798558e+00,1.822744e-04
79,-3.797759e+00,-3.798548e+00,1.802474e-04
80,-3.798121e+00,-3.798543e+00,1.780733e-04
81,-3.800102e+00,-3.798562e+00,1.769130e-04
82,-3.798029e+00,-3.798555e+00,1.748748e-04
83,-3.800636e+00,-3.798581e+00,1.745545e-04
84,-3.799632e+00,-3.798593e+00,1.729245e-04
85,-3.798500e+00,-3.798592e+00,1.708936e-04
86,-3.800355e+00,-3.798612e+00,1.701311e-04
87,-3.797518e+00,-3.798600e+00,1.686400e-04
