BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-5.36516,-5.36516,0
2,-5.33293,-5.34904,0.0113926
3,-5.30907,-5.33572,0.0132681
4,-5.27997,-5.32178,0.0156433
5,-5.36427,-5.33028,0.0146421
6,-5.42669,-5.34635,0.0190802
7,-5.44612,-5.3606,0.0210142
8,-5.37032,-5.36182,0.0184225
9,-5.3739,-5.36316,0.0164244
10,-5.4471,-5.37155,0.0167906
11,-5.44198,-5.37796,0.0164395
12,-5.50813,-5.3888,0.018302
13,-5.57377,-5.40303,0.0217318
14,-5.52913,-5.41204,0.0219668
15,-5.45709,-5.41504,0.0207066
16,-5.42998,-5.41598,0.0194335
17,-5.46582,-5.41891,0.0185103
18,-5.41746,-5.41883,0.0174821
19,-5.4228,-5.41904,0.0165632
20,-5.33225,-5.4147,0.0162936
21,-5.41725,-5.41482,0.0155181
22,-5.49369,-5.4184,0.0152213
23,-5.41551,-5.41828,0.01456
24,-5.36513,-5.41606,0.0141207
25,-5.29806,-5.41134,0.0143232
26,-5.26501,-5.40572,0.0148369
27,-5.2397,-5.39957,0.0155092
28,-5.29268,-5.39575,0.015418
29,-5.31154,-5.39285,0.0151573
30,-5.41237,-5.3935,0.014666
31,-5.46303,-5.39574,0.0143634
32,-5.44841,-5.39739,0.0140085
33,-5.49987,-5.40049,0.013924
34,-5.43508,-5.40151,0.0135516
35,-5.52563,-5.40505,0.0136205
36,-5.47984,-5.40713,0.0133996
37,-5.5388,-5.41069,0.0135018
38,-5.59272,-5.41548,0.0139704
39,-5.58833,-5.41991,0.0142979
40,-5.60732,-5.4246,0.0146881
41,-5.55336,-5.42774,0.0146618
42,-5.42707,-5.42772,0.0143127
43,-5.48071,-5.42896,0.0140328
44,-5.43048,-5.42899,0.0137139
45,-5.44182,-5.42928,0.0134121
46,-5.52292,-5.43131,0.0132741
47,-5.47321,-5.4322,0.0130216
48,-5.52802,-5.4342,0.0129024
49,-5.5954,-5.43749,0.0130518
50,-5.57159,-5.44017,0.0130634
51,-5.5497,-5.44232,0.0129826
52,-5.50052,-5.44344,0.0127811
53,-5.41635,-5.44293,0.0125502
54,-5.49778,-5.44394,0.0123588
55,-5.44646,-5.44399,0.0121342
56,-5.43458,-5.44382,0.0119187
57,-5.36581,-5.44245,0.0117879
58,-5.35178,-5.44089,0.0116879
59,-5.436,-5.44081,0.01149
60,-5.52603,-5.44223,0.011386
61,-5.52839,-5.44364,0.0112866
62,-5.4896,-5.44438,0.0111289
63,-5.49488,-5.44518,0.0109811
64,-5.39084,-5.44433,0.0108423
65,-5.47981,-5.44488,0.0106892
66,-5.42565,-5.44459,0.0105312
67,-5.35964,-5.44332,0.0104501
68,-5.3877,-5.4425,0.0103284
69,-5.42954,-5.44231,0.0101804
70,-5.4359,-5.44222,0.0100354
71,-5.44358,-5.44224,0.00989404
72,-5.40424,-5.44171,0.00977069
