BLOCK,ACTUAL_P,P_AVE,ERROR
1,0.0396826,0.0396826,0
2,0.0410158,0.0403492,0.000471374
3,0.0411877,0.0406287,0.000388372
4,0.0421091,0.0409988,0.000433105
5,0.0385193,0.0405029,0.000562843
6,0.0350436,0.039593,0.000953893
7,0.0341276,0.0388122,0.00109134
8,0.0376134,0.0386624,0.000965159
9,0.037767,0.0385629,0.000863031
10,0.0351149,0.0382181,0.000842797
11,0.0356559,0.0379852,0.000797718
12,0.0336956,0.0376277,0.000807369
13,0.0313716,0.0371465,0.000877035
14,0.0326766,0.0368272,0.000870566
15,0.036586,0.0368111,0.000812677
16,0.0383588,0.0369078,0.00076762
17,0.0380515,0.0369751,0.000725408
18,0.0396275,0.0371225,0.000699913
19,0.0389188,0.037217,0.000669431
20,0.0425451,0.0374834,0.000686926
21,0.039007,0.037556,0.000658035
22,0.0365378,0.0375097,0.00062975
23,0.0387813,0.037565,0.000604792
24,0.0407122,0.0376961,0.000593638
25,0.0433623,0.0379228,0.000611631
26,0.0437695,0.0381476,0.000628086
27,0.0448538,0.038396,0.000652087
28,0.0425608,0.0385447,0.000645539
29,0.0420397,0.0386653,0.000634429
30,0.0379872,0.0386427,0.000613684
31,0.0351247,0.0385292,0.000604289
32,0.0354178,0.0384319,0.000593176
33,0.0336692,0.0382876,0.000592499
34,0.0367198,0.0382415,0.000576864
35,0.0329123,0.0380892,0.000580129
36,0.0348733,0.0379999,0.00057085
37,0.0319809,0.0378372,0.000578136
38,0.0300649,0.0376327,0.000598009
39,0.0309537,0.0374614,0.000606702
40,0.030483,0.037287,0.000616108
41,0.0329927,0.0371822,0.000609919
42,0.0380184,0.0372022,0.000595722
43,0.0348648,0.0371478,0.000584343
44,0.0368316,0.0371406,0.000571106
45,0.0356343,0.0371071,0.000559395
46,0.0329413,0.0370166,0.000554517
47,0.0351277,0.0369764,0.000544173
48,0.0328552,0.0368905,0.000539567
49,0.0299282,0.0367484,0.000546944
50,0.031433,0.0366421,0.000546239
51,0.0317248,0.0365457,0.000543971
52,0.0337979,0.0364929,0.000536071
53,0.0384662,0.0365301,0.000527248
54,0.035255,0.0365065,0.000518012
55,0.0374091,0.0365229,0.000508854
56,0.0368731,0.0365292,0.000499806
57,0.0392883,0.0365776,0.000493376
58,0.0404421,0.0366442,0.000489347
59,0.0374536,0.0366579,0.000481246
60,0.0343658,0.0366197,0.000474739
61,0.0348987,0.0365915,0.000467794
62,0.0368479,0.0365956,0.000460267
63,0.0367637,0.0365983,0.000452969
64,0.0418854,0.0366809,0.000453362
65,0.0381879,0.0367041,0.000446979
66,0.0396288,0.0367484,0.000442398
67,0.0418768,0.036825,0.000442367
68,0.0409736,0.036886,0.000440049
69,0.0388624,0.0369146,0.000434603
70,0.0382301,0.0369334,0.0004288
71,0.0368951,0.0369329,0.000422761
72,0.0387136,0.0369576,0.000417612
73,0.0397552,0.0369959,0.000413646
74,0.036991,0.0369958,0.000408056
75,0.0420544,0.0370633,0.000408152
76,0.0410694,0.037116,0.000406171
77,0.0415585,0.0371737,0.000404973
78,0.0401248,0.0372115,0.000401544
79,0.0395704,0.0372414,0.00039757
80,0.045943,0.0373502,0.000407208
81,0.042879,0.0374184,0.000407861
82,0.0427197,0.0374831,0.000407979
83,0.0399654,0.037513,0.000404158
84,0.0408714,0.037553,0.000401319
85,0.0416521,0.0376012,0.000399485
86,0.0415621,0.0376472,0.000397486
87,0.0372548,0.0376427,0.000392943
88,0.0342016,0.0376036,0.000390418
89,0.0353762,0.0375786,0.000386833
90,0.030765,0.0375029,0.000389873
91,0.0311374,0.0374329,0.000391813
92,0.0311875,0.0373651,0.000393391
93,0.0301049,0.037287,0.000396832
94,0.0315426,0.0372259,0.000397288
95,0.0311895,0.0371623,0.000398154
96,0.0290864,0.0370782,0.000402796
97,0.0297416,0.0370026,0.000405683
98,0.0305238,0.0369365,0.000406894
99,0.0283947,0.0368502,0.00041183
100,0.0306181,0.0367879,0.0004124
101,0.0284028,0.0367049,0.00041659
102,0.0290383,0.0366297,0.000419231
103,0.0315773,0.0365806,0.000418021
104,0.0318383,0.036535,0.000416481
105,0.0373044,0.0365424,0.000412579
106,0.0357884,0.0365353,0.000408748
107,0.0350463,0.0365213,0.000405165
108,0.0334463,0.0364929,0.000402413
109,0.0332274,0.0364629,0.000399834
110,0.0324253,0.0364262,0.000397881
111,0.0309565,0.0363769,0.000397336
112,0.0339826,0.0363555,0.000394363
113,0.0286875,0.0362877,0.000396668
114,0.0350344,0.0362767,0.000393341
115,0.0312569,0.036233,0.000392335
116,0.0319243,0.0361959,0.000390707
117,0.0284857,0.03613,0.000392886
118,0.0256207,0.0360409,0.000399524
119,0.0249618,0.0359478,0.00040687
120,0.0265886,0.0358698,0.000410886
121,0.0277945,0.0358031,0.000412875
122,0.0297715,0.0357537,0.00041244
123,0.0276117,0.0356875,0.000414365
124,0.0269305,0.0356169,0.000416998
125,0.0289299,0.0355634,0.000417079
126,0.0325059,0.0355391,0.000414474
127,0.0299835,0.0354953,0.000413513
128,0.0303884,0.0354554,0.000412202
129,0.0313381,0.0354235,0.000410241
130,0.0371278,0.0354366,0.000407295
131,0.0361967,0.0354424,0.000404227
132,0.0366686,0.0354517,0.000401271
133,0.0382165,0.0354725,0.000398792
134,0.0379125,0.0354907,0.000396232
135,0.0402736,0.0355262,0.000394877
136,0.0367627,0.0355352,0.000392078
