BLOCK,ACTUAL_T,T_AVE,ERROR
1,0.80575,0.80575,0
2,0.801828,0.803789,0.00138644
3,0.798953,0.802177,0.00160827
4,0.799637,0.801542,0.00132563
5,0.800822,0.801398,0.00106829
6,0.80734,0.802388,0.00126873
7,0.796115,0.801492,0.00136784
8,0.797852,0.801037,0.0012703
9,0.801002,0.801033,0.00112917
10,0.797649,0.800695,0.00106576
11,0.801435,0.800762,0.00097099
12,0.801578,0.80083,0.000892451
13,0.79661,0.800505,0.000880859
14,0.797454,0.800287,0.000844478
15,0.803638,0.800511,0.000817181
16,0.802022,0.800605,0.000771542
17,0.794217,0.800229,0.000812535
18,0.798554,0.800136,0.00077271
19,0.801097,0.800187,0.000733692
20,0.800203,0.800188,0.000697008
21,0.800175,0.800187,0.000663817
22,0.801921,0.800266,0.000638303
23,0.799902,0.80025,0.000610747
24,0.80132,0.800295,0.000586925
25,0.800485,0.800302,0.000563498
26,0.801724,0.800357,0.000544472
27,0.798685,0.800295,0.000527817
28,0.803932,0.800425,0.000524708
29,0.801463,0.800461,0.000507834
30,0.795872,0.800308,0.000513427
31,0.799978,0.800297,0.000496976
32,0.795512,0.800148,0.000503439
33,0.80083,0.800168,0.000488608
34,0.802183,0.800228,0.000477818
35,0.801243,0.800257,0.000465047
36,0.798952,0.80022,0.000453539
37,0.799077,0.800189,0.000442332
38,0.800504,0.800198,0.000430769
39,0.799535,0.800181,0.000420059
40,0.800883,0.800198,0.000409924
41,0.804279,0.800298,0.000411834
42,0.796668,0.800211,0.000410995
43,0.803872,0.800297,0.000410157
44,0.797365,0.80023,0.000406212
45,0.799405,0.800212,0.000397599
46,0.796249,0.800125,0.000398175
47,0.803376,0.800195,0.000395663
48,0.795716,0.800101,0.000398267
49,0.803956,0.80018,0.000397835
50,0.801114,0.800199,0.000390316
