BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-8.00225,-8.00225,0
2,-7.1613,-7.58178,0.297318
3,-7.48072,-7.54809,0.200111
4,-7.5569,-7.55029,0.150096
5,-7.58407,-7.55705,0.120228
6,-7.65385,-7.57318,0.101267
7,-7.51287,-7.56457,0.0871661
8,-7.58686,-7.56735,0.0763149
9,-7.59572,-7.57051,0.0679005
10,-7.45696,-7.55915,0.0620526
11,-7.51907,-7.55551,0.0565184
12,-7.61122,-7.56015,0.0519988
13,-7.58203,-7.56183,0.0480261
14,-7.60875,-7.56518,0.0447125
15,-7.51057,-7.56154,0.0418796
16,-7.55493,-7.56113,0.0392642
17,-7.54345,-7.56009,0.0369683
18,-7.62532,-7.56371,0.0350917
19,-7.51986,-7.56141,0.0333206
20,-7.49231,-7.55795,0.0318331
