BLOCK,ACTUAL_T,T_AVE,ERROR
1,1.12229,1.12229,0
2,0.593475,0.857884,0.186965
3,0.647933,0.787901,0.137117
4,0.804821,0.792131,0.102903
5,0.829825,0.79967,0.0825983
6,0.78291,0.796876,0.0688792
7,0.766279,0.792505,0.0591778
8,0.884084,0.803953,0.0528762
9,0.894632,0.814028,0.0479514
10,0.699616,0.802587,0.0445003
11,0.758735,0.7986,0.0406329
12,0.844998,0.802467,0.0374304
13,0.814533,0.803395,0.0345626
14,0.820304,0.804603,0.032115
15,0.735184,0.799975,0.0303056
16,0.874428,0.804628,0.0287665
17,0.753656,0.80163,0.0272302
18,0.794902,0.801256,0.02572
19,0.816018,0.802033,0.024378
20,0.822164,0.80304,0.0231799
