BLOCK,ACTUAL_P,P_AVE,ERROR
1,-0.753871,-0.753871,0
2,-0.757833,-0.755852,0.00140087
3,-0.761008,-0.757571,0.00168577
4,-0.760106,-0.758205,0.00137833
5,-0.758929,-0.758349,0.00111026
6,-0.752286,-0.757339,0.00130652
7,-0.763693,-0.758247,0.0014001
8,-0.761926,-0.758707,0.00129843
9,-0.7588,-0.758717,0.0011542
10,-0.762126,-0.759058,0.00108797
11,-0.758348,-0.758993,0.000990976
12,-0.758263,-0.758932,0.000910262
13,-0.763385,-0.759275,0.000902372
14,-0.762543,-0.759508,0.000867592
15,-0.756282,-0.759293,0.000835991
16,-0.757827,-0.759202,0.00078875
17,-0.765908,-0.759596,0.000835188
18,-0.761403,-0.759696,0.000794795
19,-0.758866,-0.759653,0.000754164
20,-0.759626,-0.759651,0.000716457
21,-0.759575,-0.759648,0.000682349
22,-0.757792,-0.759563,0.000656526
23,-0.760052,-0.759585,0.000628325
24,-0.758567,-0.759542,0.000603574
25,-0.759323,-0.759533,0.000579495
26,-0.758111,-0.759479,0.000559784
27,-0.761099,-0.759539,0.00054226
28,-0.755773,-0.759404,0.000539316
29,-0.7582,-0.759363,0.000522315
30,-0.763896,-0.759514,0.000526309
31,-0.759849,-0.759525,0.000509442
32,-0.764543,-0.759681,0.000517093
33,-0.758909,-0.759658,0.000501953
34,-0.757646,-0.759599,0.000490668
35,-0.758522,-0.759568,0.000477612
36,-0.76087,-0.759604,0.000465711
37,-0.76089,-0.759639,0.000454418
38,-0.75938,-0.759632,0.000442511
39,-0.760327,-0.75965,0.000431524
40,-0.758934,-0.759632,0.000421107
41,-0.755458,-0.75953,0.000422963
42,-0.763262,-0.759619,0.000422123
43,-0.755895,-0.759533,0.000421099
44,-0.762652,-0.759603,0.000417453
45,-0.760537,-0.759624,0.000408692
46,-0.763737,-0.759714,0.000409471
47,-0.756364,-0.759642,0.000406913
48,-0.764168,-0.759737,0.000409211
49,-0.75591,-0.759659,0.000408242
50,-0.758664,-0.759639,0.000400561
