BLOCK,GOFR_AVE,ERROR
1,0.691017,0.112984
2,0.696341,0.0708849
3,0.696815,0.0740831
4,0.695948,0.0765914
5,0.694757,0.0777006
6,0.692346,0.0797475
7,0.693842,0.0771404
8,0.693984,0.0774117
9,0.694249,0.0766615
10,0.696171,0.0741788
11,0.695603,0.0754423
12,0.694746,0.0780391
13,0.694688,0.0770148
14,0.694803,0.0782221
15,0.694276,0.0757768
16,0.695028,0.0759769
17,0.695191,0.0777744
18,0.695084,0.0783617
19,0.695787,0.0755054
20,0.693961,0.0753831
