BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-6.32335,-6.32335,0
2,-6.30928,-6.31632,0.00497433
3,-6.30772,-6.31345,0.00405831
4,-6.31341,-6.31344,0.00304375
5,-6.31062,-6.31288,0.00248662
6,-6.31018,-6.31243,0.00211251
7,-6.30895,-6.31193,0.00186818
8,-6.31109,-6.31183,0.00163757
9,-6.31055,-6.31168,0.00146178
10,-6.30396,-6.31091,0.0015059
11,-6.31541,-6.31132,0.00142355
12,-6.31117,-6.31131,0.00130497
13,-6.31113,-6.31129,0.00120466
14,-6.31122,-6.31129,0.00111863
15,-6.30736,-6.31103,0.0010743
16,-6.31098,-6.31102,0.00100716
17,-6.30883,-6.31089,0.000956187
18,-6.30941,-6.31081,0.000906601
19,-6.31281,-6.31092,0.00086493
20,-6.30834,-6.31079,0.000831228
