BLOCK,GOFR_AVE,ERROR
1,6.952952e-01,7.572971e-02
2,6.952340e-01,7.554928e-02
3,6.959623e-01,7.516462e-02
4,6.959745e-01,7.515257e-02
5,6.949126e-01,7.544032e-02
6,6.942308e-01,7.616096e-02
7,6.952215e-01,7.533838e-02
8,6.942996e-01,7.592922e-02
9,6.952752e-01,7.565818e-02
10,6.944477e-01,7.594777e-02
11,6.948017e-01,7.567173e-02
12,6.947475e-01,7.536403e-02
13,6.946875e-01,7.573268e-02
14,6.947498e-01,7.586903e-02
15,6.946915e-01,7.574096e-02
16,6.945233e-01,7.598215e-02
17,6.945839e-01,7.555952e-02
18,6.948240e-01,7.564475e-02
19,6.947632e-01,7.541902e-02
20,6.943486e-01,7.590652e-02
21,6.951116e-01,7.563931e-02
22,6.948649e-01,7.569998e-02
23,6.944587e-01,7.542353e-02
24,6.946019e-01,7.575304e-02
25,6.943883e-01,7.553470e-02
26,6.948006e-01,7.534889e-02
27,6.947193e-01,7.582103e-02
28,6.946202e-01,7.549732e-02
29,6.954139e-01,7.560187e-02
30,6.952201e-01,7.551988e-02
31,6.948852e-01,7.584227e-02
32,6.959978e-01,7.514971e-02
33,6.955011e-01,7.528463e-02
34,6.953634e-01,7.492707e-02
35,6.951379e-01,7.486066e-02
36,6.950975e-01,7.520232e-02
37,6.945953e-01,7.569716e-02
38,6.949480e-01,7.548144e-02
39,6.947930e-01,7.563365e-02
40,6.942361e-01,7.582334e-02
41,6.947406e-01,7.587748e-02
42,6.943415e-01,7.605313e-02
43,6.936839e-01,7.639617e-02
44,6.944664e-01,7.610491e-02
45,6.935914e-01,7.599026e-02
46,6.940313e-01,7.622392e-02
47,6.944835e-01,7.618848e-02
48,6.948640e-01,7.552871e-02
49,6.945177e-01,7.606013e-02
50,6.945259e-01,7.592163e-02
