BLOCK,ACTUAL_P,P_AVE,ERROR
1,-0.429849,-0.429849,0
2,-0.970503,-0.700176,0.19115
3,-0.915054,-0.771802,0.140212
4,-0.754596,-0.7675,0.105225
5,-0.729154,-0.759831,0.0844592
6,-0.777032,-0.762698,0.0704313
7,-0.793868,-0.767151,0.0605103
8,-0.673114,-0.755396,0.0540762
9,-0.662804,-0.745108,0.0490366
10,-0.862165,-0.756814,0.0455086
11,-0.801569,-0.760882,0.041553
12,-0.712876,-0.756882,0.0382823
13,-0.744432,-0.755924,0.0353495
14,-0.738618,-0.754688,0.0328461
15,-0.825661,-0.75942,0.0309953
16,-0.683371,-0.754667,0.0294203
17,-0.806418,-0.757711,0.0278467
18,-0.764186,-0.75807,0.026302
19,-0.742984,-0.757276,0.0249297
20,-0.736192,-0.756222,0.0237055
