BLOCK,ACTUAL_P,P_AVE,ERROR
1,-0.488793,-0.488793,0
2,-1.05168,-0.770237,0.199011
3,-0.833787,-0.79142,0.133796
4,-0.785307,-0.789892,0.100356
5,-0.766876,-0.785289,0.0803903
6,-0.716126,-0.773762,0.0678133
7,-0.811541,-0.779159,0.0583401
8,-0.763464,-0.777197,0.0510805
9,-0.757316,-0.774988,0.0454527
10,-0.847088,-0.782198,0.0414753
11,-0.810742,-0.784793,0.0377859
12,-0.747284,-0.781667,0.0347661
13,-0.768023,-0.780618,0.0321076
14,-0.746917,-0.77821,0.0299043
15,-0.81559,-0.780702,0.0280144
16,-0.784542,-0.780942,0.0262645
17,-0.792823,-0.781641,0.0247288
18,-0.740215,-0.77934,0.0234618
19,-0.807927,-0.780844,0.0222752
20,-0.827959,-0.7832,0.0212856
