BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-7.5314,-7.5314,0
2,-7.52466,-7.52803,0.00238222
3,-7.52049,-7.52552,0.00259473
4,-7.5226,-7.52479,0.00204605
5,-7.52334,-7.5245,0.00165722
6,-7.53448,-7.52616,0.00205229
7,-7.51631,-7.52475,0.00218896
8,-7.51987,-7.52414,0.00199864
9,-7.52271,-7.52398,0.0017829
10,-7.51873,-7.52346,0.00168014
11,-7.52466,-7.52357,0.00153094
12,-7.52498,-7.52369,0.00140787
13,-7.51762,-7.52322,0.00137472
14,-7.51886,-7.52291,0.00131125
15,-7.52844,-7.52328,0.00127471
16,-7.52621,-7.52346,0.00120817
17,-7.51292,-7.52284,0.00128645
18,-7.52137,-7.52276,0.00121758
19,-7.52439,-7.52284,0.00115651
20,-7.52387,-7.5229,0.00109983
21,-7.52346,-7.52292,0.00104779
22,-7.52572,-7.52305,0.00100785
23,-7.52171,-7.52299,0.000965723
24,-7.52485,-7.52307,0.000928574
25,-7.52245,-7.52304,0.000891762
26,-7.52489,-7.52311,0.000860294
27,-7.52006,-7.523,0.000835853
28,-7.52832,-7.52319,0.000827317
29,-7.52439,-7.52323,0.000799816
30,-7.51518,-7.52296,0.000816932
31,-7.52249,-7.52295,0.000790722
32,-7.51582,-7.52273,0.000796814
33,-7.52332,-7.52274,0.000772871
34,-7.52512,-7.52281,0.000753292
35,-7.52528,-7.52288,0.000735064
36,-7.5209,-7.52283,0.000716717
37,-7.52096,-7.52278,0.000699121
38,-7.52327,-7.52279,0.000680842
39,-7.52215,-7.52278,0.000663587
40,-7.52428,-7.52281,0.000648061
41,-7.52985,-7.52298,0.000654595
42,-7.51793,-7.52286,0.000649994
43,-7.52777,-7.52298,0.000644795
44,-7.51809,-7.52287,0.000639651
45,-7.52177,-7.52284,0.000625897
46,-7.51684,-7.52271,0.000625749
47,-7.52766,-7.52282,0.000621234
48,-7.51638,-7.52268,0.000622612
49,-7.52858,-7.5228,0.000621445
50,-7.52376,-7.52282,0.00060931
