BLOCK,GOFR_AVE,ERROR
1,0.691143,0.114033
2,0.695622,0.0696455
3,0.698101,0.0703106
4,0.700483,0.0740879
5,0.698694,0.0752955
6,0.696467,0.0733533
7,0.694178,0.0744515
8,0.692246,0.0794533
9,0.69378,0.0782664
10,0.695847,0.072263
11,0.696758,0.0737236
12,0.695473,0.0766975
13,0.694807,0.0760853
14,0.694473,0.0760543
15,0.695921,0.0736575
16,0.694726,0.0768647
17,0.695442,0.0741238
18,0.694431,0.0752487
19,0.692746,0.0770384
20,0.693217,0.0776353
