BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-8.00679,-8.00679,0
2,-7.1995,-7.60314,0.285422
3,-7.27962,-7.4953,0.209667
4,-7.52064,-7.50164,0.157346
5,-7.55536,-7.51238,0.126243
6,-7.48454,-7.50774,0.105288
7,-7.45837,-7.50069,0.0904825
8,-7.63722,-7.51775,0.0807657
9,-7.65249,-7.53273,0.0731661
10,-7.35338,-7.51479,0.068012
11,-7.45352,-7.50922,0.0620568
12,-7.57867,-7.51501,0.0571546
13,-7.53293,-7.51639,0.0527747
14,-7.54168,-7.51819,0.049036
15,-7.41014,-7.51099,0.0462931
16,-7.62262,-7.51797,0.0439224
17,-7.43931,-7.51334,0.0415817
18,-7.50177,-7.5127,0.0392766
19,-7.53683,-7.51397,0.0372299
20,-7.54159,-7.51535,0.035394
