BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-6.65203,-6.65203,0
2,-5.69821,-6.17512,0.337227
3,-5.49598,-5.94874,0.291048
4,-5.54689,-5.84828,0.234986
5,-5.41329,-5.76128,0.203457
6,-5.36445,-5.69514,0.179976
7,-5.45206,-5.66041,0.15758
8,-5.41754,-5.63006,0.140777
9,-5.54381,-5.62047,0.125461
10,-5.56635,-5.61506,0.113031
11,-5.51121,-5.60562,0.103149
12,-5.54592,-5.60064,0.0946733
13,-5.4647,-5.59019,0.0879664
14,-5.38229,-5.57534,0.082927
15,-5.4273,-5.56547,0.0779836
16,-5.43622,-5.55739,0.0735268
17,-5.54148,-5.55645,0.0692077
18,-5.62987,-5.56053,0.0654829
19,-5.3976,-5.55196,0.0625954
20,-5.52119,-5.55042,0.0594845
