BLOCK,ACTUAL_P,P_AVE,ERROR
1,0.565458,0.565458,0
2,0.109968,0.337713,0.16104
3,0.00936157,0.228263,0.139687
4,0.0363232,0.180278,0.112706
5,-0.0287,0.138482,0.0976074
6,-0.0552858,0.106188,0.0865173
7,-0.0101937,0.0895617,0.0757383
8,-0.029335,0.0746996,0.0677135
9,0.0323074,0.0699894,0.0603534
10,0.0450295,0.0674934,0.0543696
11,0.0158464,0.0627982,0.0496293
12,0.0351355,0.060493,0.045547
13,-0.00393533,0.055537,0.0423122
14,-0.0443668,0.048401,0.0398871
15,-0.0235882,0.0436017,0.0375155
16,-0.017394,0.0397895,0.035364
17,0.0321272,0.0393387,0.0332866
18,0.0782881,0.0415026,0.0315076
19,-0.0361535,0.0374154,0.0301133
20,0.0237596,0.0367326,0.0286153
