BLOCK,ACTUAL_T,T_AVE,ERROR
1,1.159512e+00,1.159512e+00,0.000000e+00
2,1.102812e+00,1.131162e+00,2.004661e-02
3,1.139052e+00,1.133792e+00,1.353581e-02
4,1.098176e+00,1.124888e+00,1.274832e-02
5,1.119207e+00,1.123752e+00,1.024917e-02
6,1.096674e+00,1.119239e+00,9.482660e-03
7,1.110179e+00,1.117944e+00,8.215848e-03
8,1.099852e+00,1.115683e+00,7.493679e-03
9,1.110082e+00,1.115061e+00,6.686840e-03
10,1.094345e+00,1.112989e+00,6.330915e-03
11,1.106881e+00,1.112434e+00,5.779678e-03
12,1.109196e+00,1.112164e+00,5.304333e-03
13,1.114249e+00,1.112324e+00,4.898731e-03
14,1.101968e+00,1.111584e+00,4.604332e-03
15,1.102596e+00,1.110985e+00,4.336193e-03
16,1.080157e+00,1.109058e+00,4.472825e-03
17,1.106877e+00,1.108930e+00,4.211557e-03
18,1.114643e+00,1.109248e+00,3.989522e-03
19,1.083923e+00,1.107915e+00,3.996008e-03
20,1.117620e+00,1.108400e+00,3.825562e-03
21,1.122947e+00,1.109093e+00,3.705576e-03
22,1.103388e+00,1.108833e+00,3.546201e-03
23,1.127817e+00,1.109659e+00,3.486744e-03
24,1.090326e+00,1.108853e+00,3.433253e-03
25,1.123165e+00,1.109426e+00,3.343309e-03
26,1.099279e+00,1.109035e+00,3.237415e-03
27,1.105468e+00,1.108903e+00,3.120205e-03
28,1.088895e+00,1.108189e+00,3.089514e-03
29,1.071632e+00,1.106928e+00,3.229923e-03
30,1.099284e+00,1.106673e+00,3.132294e-03
31,1.106468e+00,1.106667e+00,3.031259e-03
32,1.098850e+00,1.106422e+00,2.946359e-03
33,1.116366e+00,1.106724e+00,2.872443e-03
34,1.088387e+00,1.106184e+00,2.838136e-03
35,1.097049e+00,1.105923e+00,2.769024e-03
36,1.107998e+00,1.105981e+00,2.692706e-03
37,1.093869e+00,1.105654e+00,2.639754e-03
38,1.105428e+00,1.105648e+00,2.570293e-03
39,1.114777e+00,1.105882e+00,2.515026e-03
40,1.109826e+00,1.105980e+00,2.454082e-03
41,1.106205e+00,1.105986e+00,2.394233e-03
42,1.102839e+00,1.105911e+00,2.338400e-03
43,1.100199e+00,1.105778e+00,2.287788e-03
44,1.113428e+00,1.105952e+00,2.242389e-03
45,1.095179e+00,1.105713e+00,2.205299e-03
46,1.097968e+00,1.105544e+00,2.163776e-03
47,1.109508e+00,1.105629e+00,2.119381e-03
48,1.116709e+00,1.105859e+00,2.087760e-03
49,1.108249e+00,1.105908e+00,2.045722e-03
50,1.092580e+00,1.105642e+00,2.022101e-03
