BLOCK,ACTUAL_T,T_AVE,ERROR
1,1.16163,1.16163,0
2,1.09415,1.12789,0.0238562
3,1.09664,1.11747,0.018036
4,1.11982,1.11806,0.0135365
5,1.10718,1.11588,0.0110027
6,1.09531,1.11245,0.00968834
7,1.10467,1.11134,0.0083679
8,1.10718,1.11082,0.00733809
9,1.09922,1.10953,0.00663508
10,1.0932,1.1079,0.00616922
11,1.12505,1.10946,0.00580212
12,1.08759,1.10764,0.00559756
13,1.0996,1.10702,0.00520101
14,1.09135,1.1059,0.00494847
15,1.10394,1.10577,0.00462029
16,1.09891,1.10534,0.00435134
17,1.09113,1.1045,0.00417485
18,1.10893,1.10475,0.00395016
19,1.0997,1.10448,0.00375117
20,1.1126,1.10489,0.00358551
21,1.08922,1.10414,0.00349158
22,1.10492,1.10418,0.00333305
23,1.10808,1.10435,0.00319244
24,1.09374,1.10391,0.0030899
25,1.08837,1.10328,0.00302813
26,1.10877,1.1035,0.00291899
27,1.09381,1.10314,0.00283286
28,1.10085,1.10306,0.00273286
29,1.09951,1.10293,0.00264137
30,1.11418,1.10331,0.00257977
31,1.07196,1.1023,0.00268744
32,1.08137,1.10164,0.00268183
33,1.08969,1.10128,0.0026249
34,1.08942,1.10093,0.00257078
35,1.10363,1.10101,0.00249849
36,1.10116,1.10101,0.00242909
37,1.11228,1.10132,0.00238246
38,1.12008,1.10181,0.00237036
39,1.1075,1.10196,0.00231406
40,1.09326,1.10174,0.0022664
41,1.08016,1.10121,0.00227143
42,1.1116,1.10146,0.00223076
43,1.1015,1.10146,0.00217888
44,1.09398,1.10129,0.00213599
45,1.0947,1.10114,0.00209354
46,1.09619,1.10104,0.00205079
47,1.11124,1.10125,0.00201863
48,1.11875,1.10162,0.00200922
49,1.11894,1.10197,0.00199906
50,1.09919,1.10192,0.00195986
