BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-3.786488e+00,-3.786488e+00,0.000000e+00
2,-3.784905e+00,-3.785696e+00,5.594922e-04
3,-3.787350e+00,-3.786248e+00,5.846310e-04
4,-3.787036e+00,-3.786445e+00,4.704822e-04
5,-3.784334e+00,-3.786023e+00,5.331255e-04
6,-3.784716e+00,-3.785805e+00,4.867328e-04
7,-3.785191e+00,-3.785717e+00,4.250118e-04
8,-3.787097e+00,-3.785890e+00,4.053970e-04
9,-3.785928e+00,-3.785894e+00,3.603757e-04
10,-3.786541e+00,-3.785959e+00,3.301025e-04
11,-3.787187e+00,-3.786070e+00,3.184243e-04
12,-3.785546e+00,-3.786027e+00,2.948669e-04
13,-3.788165e+00,-3.786191e+00,3.147342e-04
14,-3.786678e+00,-3.786226e+00,2.941639e-04
15,-3.785014e+00,-3.786145e+00,2.854296e-04
16,-3.784654e+00,-3.786052e+00,2.824044e-04
17,-3.787250e+00,-3.786122e+00,2.744482e-04
18,-3.785710e+00,-3.786100e+00,2.601555e-04
19,-3.785245e+00,-3.786055e+00,2.503225e-04
20,-3.785876e+00,-3.786046e+00,2.379663e-04
21,-3.785256e+00,-3.786008e+00,2.295864e-04
22,-3.783984e+00,-3.785916e+00,2.368727e-04
23,-3.785940e+00,-3.785917e+00,2.265762e-04
24,-3.784611e+00,-3.785863e+00,2.235785e-04
25,-3.784458e+00,-3.785806e+00,2.215842e-04
26,-3.784685e+00,-3.785763e+00,2.172218e-04
27,-3.786211e+00,-3.785780e+00,2.098075e-04
28,-3.787032e+00,-3.785825e+00,2.070276e-04
29,-3.785087e+00,-3.785799e+00,2.014428e-04
30,-3.786798e+00,-3.785832e+00,1.974585e-04
31,-3.787342e+00,-3.785881e+00,1.970056e-04
32,-3.784979e+00,-3.785853e+00,1.928541e-04
33,-3.786630e+00,-3.785876e+00,1.884422e-04
34,-3.784726e+00,-3.785843e+00,1.859128e-04
35,-3.787086e+00,-3.785878e+00,1.839624e-04
36,-3.785199e+00,-3.785859e+00,1.798167e-04
37,-3.786370e+00,-3.785873e+00,1.754860e-04
38,-3.784637e+00,-3.785841e+00,1.738577e-04
39,-3.787144e+00,-3.785874e+00,1.725828e-04
40,-3.787085e+00,-3.785904e+00,1.709015e-04
41,-3.784392e+00,-3.785867e+00,1.706689e-04
42,-3.785381e+00,-3.785856e+00,1.669981e-04
43,-3.785009e+00,-3.785836e+00,1.642727e-04
44,-3.786725e+00,-3.785856e+00,1.617755e-04
45,-3.785130e+00,-3.785840e+00,1.589837e-04
46,-3.784788e+00,-3.785817e+00,1.571629e-04
47,-3.785991e+00,-3.785821e+00,1.538626e-04
48,-3.787222e+00,-3.785850e+00,1.534022e-04
49,-3.784557e+00,-3.785824e+00,1.525246e-04
50,-3.785734e+00,-3.785822e+00,1.494847e-04
