BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-3.895,-3.895,0
2,-3.88081,-3.88791,0.00501355
3,-3.89172,-3.88918,0.00349956
4,-3.8903,-3.88946,0.00263597
5,-3.88994,-3.88955,0.00211055
6,-3.89355,-3.89022,0.00186097
7,-3.88756,-3.88984,0.00163333
8,-3.8913,-3.89002,0.00143931
9,-3.89242,-3.89029,0.0013038
10,-3.88933,-3.89019,0.00117694
11,-3.89406,-3.89054,0.00112123
12,-3.89084,-3.89057,0.00102806
13,-3.88973,-3.8905,0.000951011
14,-3.8896,-3.89044,0.000885251
15,-3.89277,-3.8906,0.00083977
16,-3.88932,-3.89052,0.000791084
17,-3.89278,-3.89065,0.000755701
18,-3.88776,-3.89049,0.00073057
19,-3.88762,-3.89034,0.000707595
20,-3.88994,-3.89032,0.000672489
