BLOCK,ACTUAL_P,P_AVE,ERROR
1,0.0799538,0.0799538,0
2,0.0315767,0.0557652,0.0171039
3,0.0337492,0.0484266,0.0128811
4,0.051342,0.0491554,0.00968144
5,0.0414882,0.047622,0.00786565
6,0.0322535,0.0450606,0.00695928
7,0.0398241,0.0443125,0.00600517
8,0.0412732,0.0439326,0.00526653
9,0.0363109,0.0430857,0.00474896
10,0.0308733,0.0418645,0.00442831
11,0.0553762,0.0430928,0.00419263
12,0.0269391,0.0417467,0.0040536
13,0.0355126,0.0412671,0.00377004
14,0.0301582,0.0404736,0.00358329
15,0.0393782,0.0404006,0.00334514
16,0.0357621,0.0401107,0.00314861
17,0.0296154,0.0394933,0.00302332
18,0.042954,0.0396856,0.00286146
19,0.0360784,0.0394957,0.00271715
20,0.0449284,0.0397674,0.00259483
21,0.0278881,0.0392017,0.00253218
22,0.0408366,0.039276,0.00241817
23,0.04284,0.039431,0.00231799
24,0.0316226,0.0391056,0.00224413
25,0.0274241,0.0386384,0.00220247
26,0.0425068,0.0387871,0.00212278
27,0.031316,0.0385104,0.00206211
28,0.0382829,0.0385023,0.00198848
29,0.0363669,0.0384287,0.00192128
30,0.0463972,0.0386943,0.00187551
31,0.0157394,0.0379538,0.00195573
32,0.0233395,0.0374971,0.0019472
33,0.028751,0.0372321,0.00190615
34,0.029398,0.0370017,0.00186396
35,0.0391746,0.0370637,0.00181174
36,0.0379365,0.037088,0.00176157
37,0.0451098,0.0373048,0.00172725
38,0.0508634,0.0376616,0.00171826
39,0.0420335,0.0377737,0.00167785
40,0.0307981,0.0375993,0.00164494
41,0.0221392,0.0372222,0.00164748
42,0.0446782,0.0373998,0.00161779
43,0.0373453,0.0373985,0.00158016
44,0.0322656,0.0372818,0.00154855
45,0.0335383,0.0371986,0.00151637
46,0.0331247,0.0371101,0.00148599
47,0.0442886,0.0372628,0.0014622
48,0.0489642,0.0375066,0.00145192
49,0.0499928,0.0377614,0.00144448
50,0.0363683,0.0377335,0.00141586
