BLOCK,GOFR_AVE,ERROR
1,0.692067,0.1068
2,0.704685,0.0499282
3,0.710349,0.0476763
4,0.711754,0.0483926
5,0.713675,0.0472899
6,0.711326,0.0467515
7,0.709806,0.0468872
8,0.709509,0.0461116
9,0.710151,0.047482
10,0.709949,0.0481704
11,0.710995,0.0472207
12,0.711414,0.0472136
13,0.711685,0.0469243
14,0.712261,0.0469761
15,0.713463,0.0474533
16,0.712928,0.0468427
17,0.708713,0.0476909
18,0.708233,0.0490337
19,0.709013,0.0465367
20,0.708675,0.0478262
