BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-5.525756e+00,-5.525756e+00,0.000000e+00
2,-5.439123e+00,-5.482439e+00,3.062941e-02
3,-5.495928e+00,-5.486936e+00,2.074699e-02
4,-5.434300e+00,-5.473777e+00,1.928699e-02
5,-5.463144e+00,-5.471650e+00,1.554639e-02
6,-5.429726e+00,-5.464663e+00,1.444041e-02
7,-5.450460e+00,-5.462634e+00,1.251924e-02
8,-5.436875e+00,-5.459414e+00,1.136085e-02
9,-5.451051e+00,-5.458485e+00,1.013646e-02
10,-5.428059e+00,-5.455442e+00,9.568569e-03
11,-5.447508e+00,-5.454721e+00,8.725839e-03
12,-5.449340e+00,-5.454272e+00,8.010200e-03
13,-5.459538e+00,-5.454678e+00,7.404264e-03
14,-5.439630e+00,-5.453603e+00,6.952963e-03
15,-5.438908e+00,-5.452623e+00,6.558079e-03
16,-5.404889e+00,-5.449640e+00,6.792992e-03
17,-5.447566e+00,-5.449518e+00,6.394498e-03
18,-5.457675e+00,-5.449971e+00,6.055284e-03
19,-5.411129e+00,-5.447927e+00,6.071880e-03
20,-5.462306e+00,-5.448646e+00,5.810698e-03
21,-5.469676e+00,-5.449647e+00,5.619633e-03
22,-5.439066e+00,-5.449166e+00,5.384738e-03
23,-5.477665e+00,-5.450405e+00,5.291261e-03
24,-5.420099e+00,-5.449142e+00,5.219290e-03
25,-5.469205e+00,-5.449945e+00,5.071838e-03
26,-5.433604e+00,-5.449316e+00,4.915556e-03
27,-5.444413e+00,-5.449135e+00,4.736852e-03
28,-5.420374e+00,-5.448108e+00,4.677720e-03
29,-5.392536e+00,-5.446191e+00,4.893209e-03
30,-5.435723e+00,-5.445842e+00,4.742527e-03
31,-5.447044e+00,-5.445881e+00,4.589701e-03
32,-5.433254e+00,-5.445487e+00,4.463204e-03
33,-5.461180e+00,-5.445962e+00,4.353216e-03
34,-5.417307e+00,-5.445119e+00,4.305992e-03
35,-5.432659e+00,-5.444763e+00,4.197656e-03
36,-5.447195e+00,-5.444831e+00,4.081598e-03
37,-5.427173e+00,-5.444354e+00,3.999087e-03
38,-5.442779e+00,-5.444312e+00,3.894062e-03
39,-5.459310e+00,-5.444697e+00,3.813156e-03
40,-5.451824e+00,-5.444875e+00,3.721988e-03
41,-5.443700e+00,-5.444846e+00,3.631318e-03
42,-5.439639e+00,-5.444722e+00,3.546974e-03
43,-5.435307e+00,-5.444503e+00,3.471237e-03
44,-5.456866e+00,-5.444784e+00,3.403698e-03
45,-5.427899e+00,-5.444409e+00,3.348679e-03
46,-5.431740e+00,-5.444134e+00,3.287188e-03
47,-5.450254e+00,-5.444264e+00,3.219826e-03
48,-5.462285e+00,-5.444639e+00,3.174560e-03
49,-5.446930e+00,-5.444686e+00,3.110118e-03
50,-5.424603e+00,-5.444284e+00,3.073742e-03
