BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,-6.39981,-6.39981,0
2,-6.38457,-6.39219,0.00538956
3,-6.384,-6.38946,0.00422838
4,-6.38906,-6.38936,0.00317245
5,-6.38927,-6.38934,0.00253801
6,-6.38533,-6.38868,0.00220128
7,-6.38394,-6.388,0.00198817
8,-6.3875,-6.38794,0.00174061
9,-6.38688,-6.38782,0.00155114
10,-6.38004,-6.38704,0.00157889
11,-6.38907,-6.38723,0.00144604
12,-6.38824,-6.38731,0.00132801
13,-6.38869,-6.38742,0.00123011
14,-6.38457,-6.38721,0.00115893
15,-6.38763,-6.38724,0.001082
16,-6.38659,-6.3872,0.00101514
17,-6.38715,-6.3872,0.000955432
18,-6.391,-6.38741,0.000925398
19,-6.38547,-6.38731,0.000882324
20,-6.38821,-6.38735,0.000839365
