generation,path_1
1,17.1576
2,16.4191
3,13.7157
4,14.3193
5,15.3294
6,15.5803
7,14.1012
8,14.3938
9,16.8034
10,17.1388
11,16.1736
12,16.1051
13,17.0864
14,17.2314
15,16.9454
16,16.5433
17,15.9053
18,16.0615
19,17.5309
20,16.6246
21,14.8096
22,16.8959
23,16.1241
24,16.8966
25,14.655
26,13.9005
27,15.1824
28,15.1662
29,14.3882
30,15.0548
31,15.2324
32,16.1301
33,15.6859
34,15.7447
35,15.5734
36,15.323
37,15.7913
38,14.8524
39,16.1209
40,16.1
41,15.6816
42,16.9333
43,14.8544
44,17.1938
45,17.7903
46,14.5913
47,14.8406
48,15.285
49,15.3436
50,16.1622
51,16.5285
52,14.5188
53,16.7344
54,17.3715
55,14.7389
56,15.2892
57,14.0673
58,15.0218
59,13.989
60,13.2478
61,16.3408
62,15.9345
63,14.4828
64,15.5387
65,13.6888
66,13.9873
67,15.1974
68,14.7979
69,13.5781
70,14.5441
71,14.4513
72,15.3294
73,15.0516
74,14.5516
75,15.7737
76,15.2736
77,17.1133
78,15.7269
79,12.0945
80,13.1823
81,13.555
82,14.1588
83,13.058
84,12.5536
85,13.4091
86,13.5178
87,13.7361
88,13.6258
89,15.3286
90,15.46
91,15.8362
92,17.7032
93,14.793
94,14.8995
95,15.3896
96,13.1059
97,16.6145
98,16.8012
99,16.3893
100,16.2604
101,15.477
102,15.3835
103,15.6621
104,14.5037
105,17.0238
106,17.1076
107,17.8876
108,16.5599
109,16.1513
110,15.9036
111,18.1639
112,14.6664
113,17.9861
114,18.3624
115,15.7545
116,15.5784
117,15.9479
118,16.3966
119,15.3154
120,14.992
121,16.3009
122,15.5442
123,16.1834
124,16.7917
125,16.4358
126,16.1557
127,15.1364
128,14.6645
129,14.146
130,14.9023
131,13.9839
132,14.1178
133,16.3506
134,15.7169
135,14.4291
136,15.4742
137,16.3172
138,15.4297
139,13.0988
140,13.696
141,15.0458
142,15.2454
143,14.4707
144,17.2026
145,15.2287
146,14.8679
147,13.5734
148,13.2697
149,14.0941
150,14.6678
151,15.9613
152,15.2132
153,15.8196
154,15.1954
155,15.6624
156,15.9308
157,15.6437
158,16.45
159,14.5237
160,14.4281
161,15.522
162,15.5872
163,14.674
164,15.2929
165,15.6441
166,15.2823
167,14.6456
168,14.1441
169,14.2026
170,14.9856
