generation,path_1
1,43.764
2,38.0023
3,37.3458
4,37.1474
5,36.0259
6,35.687
7,35.687
8,34.0651
9,32.256
10,32.0845
11,31.2603
12,31.2603
13,26.5469
14,25.9959
15,25.9959
16,25.9959
17,24.5416
18,24.5416
19,24.3377
20,24.3614
21,23.4079
22,23.2547
23,23.409
24,23.409
25,22.8912
26,23.7172
27,22.0155
28,21.4015
29,21.1002
30,21.1002
31,21.1034
32,21.1034
33,20.7582
34,20.7582
35,20.673
36,20.673
37,20.7934
38,20.7934
39,20.7934
40,20.7934
41,20.7934
42,20.7934
43,20.7934
44,20.7934
45,20.781
46,20.781
47,20.6163
48,20.6163
49,20.6163
50,20.6163
51,20.6163
52,20.8406
53,20.2842
54,20.2842
55,20.2842
56,20.2842
57,20.2679
58,19.7733
59,19.7733
60,19.7733
61,19.7733
62,19.7733
63,19.2641
64,19.2641
65,19.2641
66,18.9628
67,18.9628
68,18.9355
69,18.9355
70,18.9355
71,18.9355
72,19.0141
73,19.0141
74,18.9893
75,18.9893
76,18.62
77,18.5442
78,18.6608
79,18.7373
80,19.5243
81,19.5243
82,19.6074
83,19.6074
84,19.6074
85,19.6275
86,19.6275
87,21.417
88,21.417
89,21.417
90,21.417
91,21.417
92,21.8876
93,21.3108
94,21.3108
95,21.3108
96,21.3163
97,21.0088
98,21.0088
99,21.0088
100,21.0088
101,21.0222
102,21.0222
103,21.0222
104,21.0222
105,21.4663
106,20.2866
107,20.2832
108,19.8294
109,19.833
110,19.833
111,19.833
112,19.7789
113,19.8754
114,19.8754
115,19.8754
116,18.1031
117,18.1031
118,18.0941
119,17.9207
120,17.9207
121,16.2276
122,16.2276
123,16.2276
124,16.2276
125,16.2276
126,16.2279
127,16.2377
128,16.2651
129,16.2651
130,16.1659
131,15.1905
132,15.1905
133,15.1905
134,15.1759
135,15.1764
136,15.1771
137,17.6086
138,17.8324
139,18.1791
140,18.1791
141,18.124
142,18.124
143,18.2785
144,18.2785
145,18.2785
146,18.2785
147,18.6454
148,18.6454
149,17.8526
150,17.8526
151,18.758
152,18.9353
153,16.7846
154,16.5823
155,16.8405
156,16.8405
157,15.9165
158,15.9165
159,15.9165
160,15.9165
161,15.6671
162,15.6671
163,15.6671
164,16.3118
165,16.3118
166,16.3118
167,16.3118
168,16.3118
169,16.3118
170,17.3657
171,18.0855
172,18.0855
173,18.0993
174,18.0993
175,17.3297
176,17.3297
177,17.3297
178,17.4373
179,17.3297
180,17.3297
181,16.9365
182,16.9205
183,16.9205
184,16.8866
185,16.8866
186,16.8866
187,16.8866
188,16.8866
189,17.3195
190,17.4902
191,17.4902
192,17.4746
193,17.4746
194,17.4746
195,17.4625
196,17.4625
197,17.4625
198,17.4625
199,17.4981
200,18.2102
201,17.6468
202,17.6468
203,17.4484
204,17.4484
205,16.9973
206,16.9973
207,17.0194
208,17.0194
209,17.5435
210,17.094
211,17.1379
212,17.1524
213,17.4239
214,17.3902
215,17.3902
216,17.3902
217,18.0323
218,18.0338
219,17.6821
220,17.6821
221,17.6821
222,17.6821
223,17.7888
224,17.7888
225,17.7888
226,17.7888
227,17.335
228,17.7888
229,18.1319
230,18.1319
231,18.1319
232,18.1319
233,18.3368
234,18.3368
235,18.3368
236,18.6713
237,18.7176
238,18.7176
239,18.7176
240,18.8005
241,18.6309
242,18.6309
243,19.401
244,19.401
245,19.4285
246,19.4285
247,19.419
248,19.419
249,19.4084
250,19.0159
251,19.0159
252,18.9791
253,18.8538
254,18.8597
255,17.8208
256,17.8208
257,17.9273
258,17.3632
259,17.3632
260,17.3632
261,17.3632
262,17.2683
263,17.2884
264,17.2731
265,17.2731
266,16.0884
267,15.8531
268,15.4873
269,21.2787
270,21.2787
271,21.2787
272,20.4437
273,20.3976
274,20.3976
275,20.3976
276,19.8489
277,19.8489
278,19.8489
279,20.0021
280,20.4456
281,21.592
282,22.719
283,22.719
284,22.719
285,20.3499
286,20.2173
287,20.2173
288,19.5231
289,19.5231
290,19.5231
291,19.5231
292,19.5231
293,19.5231
294,19.8353
295,19.8353
296,19.8353
297,19.8353
298,19.8353
299,19.8353
300,20.1659
301,20.1659
302,20.1659
303,19.905
304,19.8908
305,19.637
306,18.3569
307,18.3569
308,18.3569
309,19.6408
310,19.6408
311,19.6408
312,19.6408
313,19.6413
314,19.6413
315,19.6907
316,19.7285
317,19.7285
318,19.7285
319,19.7499
320,19.7499
321,19.0264
322,19.0264
323,19.0264
324,19.2585
325,19.0264
326,19.0264
327,19.0264
328,18.5253
329,19.0264
330,19.0264
331,18.6354
332,18.6354
333,18.4899
334,17.9219
335,18.6354
336,18.6354
337,18.6608
338,18.6608
339,18.6577
340,18.6577
341,18.6577
342,19.2415
343,18.761
344,18.761
345,18.761
346,18.761
347,17.8039
348,17.8039
349,17.8039
350,17.8039
351,17.8769
352,17.8991
353,17.8991
354,17.8991
355,17.8991
356,17.8991
357,17.8991
358,17.8991
359,17.8991
360,17.8991
361,17.6775
362,17.8093
363,17.8093
364,17.8093
365,17.8967
366,17.8967
367,17.8967
368,17.8967
369,17.8967
370,17.8967
371,18.1916
372,18.1916
373,18.1916
374,18.1916
375,18.1916
376,18.1916
377,18.1916
378,18.6659
379,18.6659
380,18.6659
381,18.6659
382,18.6659
383,18.5068
384,18.0349
385,18.6542
386,18.8269
387,18.8269
388,18.091
389,18.091
390,18.091
391,18.091
392,18.091
393,18.091
394,18.091
395,18.091
396,18.091
397,18.091
398,18.0866
399,17.9013
400,17.9013
401,17.9013
402,17.9013
403,17.9013
404,17.8969
405,17.8969
406,17.8969
407,17.8498
408,17.8498
409,17.8498
410,17.8498
411,17.8498
412,17.8498
413,17.8498
414,16.8198
415,16.8198
416,16.8198
417,16.8196
418,16.8196
419,16.8196
420,16.8196
421,16.8196
422,16.8196
423,16.5386
424,17.0713
425,17.0713
426,17.0713
427,17.0713
428,17.0713
429,17.0713
430,16.9215
431,17.3891
432,17.5283
433,17.5283
434,17.5283
435,17.5283
436,17.5283
437,17.5283
438,17.5851
439,17.5851
440,17.5851
441,17.4801
442,17.4539
443,15.6271
444,15.1818
445,14.3803
446,14.3803
447,14.3803
448,14.3803
449,14.3803
450,14.4445
451,14.4445
452,14.4445
453,14.4445
454,14.4445
455,14.4445
456,14.4445
457,14.4433
458,14.4433
459,14.4016
460,14.4016
461,14.4016
462,14.4016
463,14.4016
464,14.4016
465,14.4016
466,14.4016
467,14.4016
468,14.4016
469,14.4016
470,14.4016
471,14.4016
472,14.4016
473,14.4016
474,14.4016
475,14.4163
476,14.4163
477,14.4162
478,14.4162
479,14.4162
480,14.4162
481,14.4162
482,14.4204
483,14.4204
484,14.4204
485,14.4204
486,14.4204
487,14.4204
488,14.4204
489,14.4204
490,14.4204
491,14.4204
492,14.4204
493,14.4204
494,14.7092
495,14.7092
496,14.5734
497,14.5734
498,14.5734
499,14.5734
500,14.5734
501,14.5734
502,14.5734
503,14.5734
504,14.5734
505,14.5734
506,14.5734
507,14.5734
508,14.5734
509,14.5734
510,14.5734
511,14.5734
512,14.5734
513,14.5734
514,14.5734
515,17.4816
516,17.4816
517,17.8294
518,17.8294
519,17.8294
520,17.8407
521,17.081
522,17.081
523,17.081
524,17.0524
525,17.2302
526,17.2302
527,17.2302
528,17.2302
529,16.8325
530,16.5431
531,16.5431
532,16.5431
533,15.4276
534,15.4276
535,15.4276
536,15.4353
537,15.4353
538,15.4938
539,15.4938
540,15.4938
541,15.4938
542,16.4262
543,16.4262
544,16.4262
545,16.4262
546,16.4262
547,16.4262
548,16.4635
549,16.4635
550,16.4635
551,16.4635
552,16.4635
553,16.4635
554,16.4635
555,16.3595
556,16.3595
557,16.3595
558,16.3211
559,16.3238
560,16.3238
561,14.5183
562,14.6621
563,14.6621
564,14.6621
565,14.6621
566,14.5183
567,14.5183
568,14.5183
569,15.0521
570,15.102
571,15.102
572,15.102
573,15.102
574,15.5545
575,15.5545
576,15.5545
577,15.5545
578,15.5545
579,15.4973
580,15.7886
581,15.5729
582,15.3727
583,16.3059
584,16.3059
585,16.1054
586,15.8779
587,16.3175
588,16.3367
589,17.0819
590,17.0819
591,17.7295
592,17.7295
593,17.8033
594,18.4225
595,16.9001
596,16.9001
597,15.9284
598,15.9284
599,15.9284
600,15.9284
601,15.9284
602,15.9271
603,15.9271
604,15.599
605,15.599
606,15.599
607,15.599
608,15.599
609,17.5151
610,17.5151
611,17.5124
612,17.5124
613,17.5124
614,17.1161
615,17.1161
616,17
617,17
618,16.6996
619,15.9165
620,15.9778
621,18.7702
622,18.7702
623,18.8367
624,18.6407
625,18.6407
626,18.6407
627,18.6407
628,18.6407
629,18.6407
630,17.8302
631,17.8302
632,17.8302
633,18.1088
634,18.1088
635,18.1088
636,18.1088
637,17.7839
638,17.7839
639,17.3832
640,17.3832
641,17.3951
642,17.3951
643,17.3951
644,17.9347
645,17.9347
646,17.9347
647,17.5453
648,17.5453
649,17.5453
650,17.3476
651,17.3476
652,17.3476
653,17.3476
654,17.3007
655,17.3007
656,17.3007
657,19.2641
658,19.2641
659,19.2641
660,18.6251
661,18.6498
662,18.6498
663,19.7999
664,19.656
665,20.5754
666,20.5754
667,20.5754
668,20.6003
669,21.3424
670,21.3424
671,21.2619
672,21.2619
673,21.2619
674,21.2619
675,21.2619
676,21.7316
677,21.2619
678,21.2525
679,20.7237
680,21.2457
681,20.7237
682,20.7237
683,20.6471
684,19.9123
685,19.6272
686,20.1415
687,20.1309
688,20.1309
689,20.1309
690,19.8228
691,19.2315
692,19.2315
693,19.2315
694,19.2191
695,19.3235
696,19.3235
697,19.3235
698,19.3275
699,19.3235
700,19.3235
701,19.3414
702,19.3414
703,19.3414
704,19.3414
705,19.3414
706,19.3414
707,18.7927
708,18.7927
709,18.7927
710,18.3805
711,18.3805
712,18.3805
713,18.3766
714,18.578
715,17.458
716,17.2169
717,16.3024
718,16.3024
719,17.0048
720,17.005
721,17.005
722,17.005
723,16.5589
724,16.5589
725,15.7855
726,15.7855
727,15.7593
728,15.7593
729,15.9781
730,15.9781
731,18.0628
732,18.0628
733,17.9412
734,17.9412
735,16.2023
736,16.2023
737,16.7556
738,16.7556
739,16.7556
740,16.7556
741,16.7556
742,16.7556
743,16.8327
744,16.0113
745,16.0113
746,16.0113
747,16.0748
748,16.0748
749,17.5368
750,17.5368
751,17.2506
752,17.2506
753,17.2506
754,17.2506
755,16.5926
756,16.3501
757,16.4316
758,16.48
759,15.5394
760,15.5394
761,15.5394
762,15.5394
763,15.5394
764,15.5394
765,15.5394
766,15.5394
767,14.6779
768,14.6779
769,14.8066
770,14.8066
771,14.8066
772,14.8066
773,15.7711
774,15.7711
775,15.7711
776,15.79
777,17.2935
778,17.2935
779,17.2935
780,17.2935
781,17.3033
782,17.3033
783,17.7322
784,17.2928
785,17.2928
786,17.2928
787,16.7499
788,16.7303
789,16.734
790,16.734
791,16.4674
792,16.4879
793,16.4638
794,16.4638
795,16.4638
796,16.4638
797,16.4813
798,16.4813
799,16.4813
800,16.4813
801,16.4607
802,16.4607
803,16.4607
804,16.4607
805,18.8499
806,18.8499
807,18.8499
808,18.8499
809,18.2137
810,18.1998
811,18.2137
812,18.2317
813,18.2137
814,19.7366
815,17.9135
816,17.9263
817,17.8156
818,17.8156
819,17.8156
820,17.8156
821,17.8156
822,17.5216
823,17.5216
824,17.5216
825,18.3161
826,18.3161
827,17.9729
828,17.9729
829,17.8842
830,17.8842
831,18.0119
832,18.0119
833,18.0119
834,18.0119
835,17.2566
836,17.2566
837,16.996
838,16.4286
839,16.4286
840,16.4286
841,16.4845
842,16.4845
843,17.0696
844,17.0696
845,17.0948
846,17.0948
847,17.3052
848,17.3052
849,16.3561
850,16.3561
851,16.6115
852,16.6115
853,16.493
854,16.5103
855,16.493
856,16.493
857,16.493
858,16.5938
859,17.5787
860,17.5787
861,17.4782
862,17.4782
863,17.4782
864,16.5343
865,16.5343
866,16.4686
867,16.4783
868,16.4783
869,16.2275
870,16.2115
871,16.1602
872,16.1602
873,16.1602
874,16.2588
875,16.2588
876,15.5593
877,15.5593
878,15.5593
879,15.5593
880,15.8088
881,15.8088
882,15.8088
883,15.8013
884,15.8013
885,15.7992
886,15.7992
887,15.9317
888,15.9299
889,15.9299
890,15.9299
891,15.4853
892,15.4853
893,15.4853
894,15.9673
895,15.9673
896,15.9673
897,15.9673
898,15.9673
899,15.9673
