generation,path_1
1,515.909
2,499.273
3,499.657
4,484.278
5,476.907
6,450.794
7,442.558
8,439.944
9,435
10,436.134
11,435.877
12,433.791
13,431.858
14,423.182
15,423.182
16,412.355
17,412.677
18,402.511
19,401.181
20,391.215
21,391.215
22,381.322
23,381.28
24,375.056
25,375.018
26,371.184
27,371.184
28,360.45
29,360.736
30,362.93
31,362.93
32,355.489
33,355.626
34,335.582
35,331.278
36,329.236
37,329.236
38,330.005
39,330.005
40,329.094
41,329.083
42,328.138
43,328.138
44,328.067
45,328.067
46,327.985
47,327.985
48,327.918
49,327.918
50,329.62
51,324.744
52,323.551
53,323.551
54,319.59
55,314
56,310.981
57,311.315
58,313.096
59,313.096
60,308.533
61,308.634
62,308.603
63,307.462
64,307.462
65,307.099
66,307.099
67,302.546
68,301.693
69,301.693
70,302.088
71,302.088
72,301.005
73,301.005
74,297.411
75,297.411
76,297.352
77,298.057
78,302.308
79,302.585
80,295.121
81,295.133
82,294.818
83,294.818
84,290.743
85,292.371
86,286.003
87,286.003
88,286.003
89,286.003
90,284.67
91,284.67
92,284.67
93,284.67
94,278.096
95,278.096
96,277.615
97,277.615
98,278.096
99,278.382
100,278.096
101,278.096
102,277.46
103,277.46
104,274.82
105,268.838
106,268.838
107,268.635
108,268.635
109,268.635
110,268.392
111,268.392
112,268.392
113,268.392
114,268.392
115,268.392
116,268.392
117,262.4
118,262.4
119,260.021
120,258.019
121,258.019
122,258.557
123,258.557
124,258.557
125,258.557
126,257.237
127,260.17
128,261.586
129,261.846
130,261.895
131,261.895
132,261.94
133,257.452
134,256.667
135,252.505
136,252.505
137,252.505
138,250.191
139,249.276
140,249.276
141,248.703
142,246.653
143,242.396
144,242.14
145,240.765
146,240.765
147,240.765
148,237.178
149,237.178
150,237.178
151,238.258
152,238.258
153,238.258
154,238.258
155,238.258
156,238.258
157,238.258
158,238.258
159,238.258
160,238.241
161,237.478
162,237.478
163,237.543
164,237.263
165,237.263
166,237.263
167,237.263
168,236.104
169,233.259
170,233.259
171,233.259
172,233.259
173,233.259
174,233.259
175,233.259
176,233.259
177,233.259
178,232.757
179,232.461
180,233.312
181,233.312
182,233.227
183,233.227
184,233.227
185,233.265
186,233.265
187,233.265
188,233.265
189,233.265
190,233.457
191,233.457
192,233.457
193,232.931
194,232.931
195,232.931
196,232.931
197,232.931
198,232.931
199,232.931
200,232.815
201,232.815
202,232.815
203,232.815
204,232.815
205,232.815
206,232.815
207,232.815
208,232.815
209,232.815
210,231.887
211,229.908
212,230.311
213,230.311
214,230.311
215,230.311
216,230.311
217,230.311
218,230.311
219,230.226
220,230.226
221,230.226
222,230.226
223,230.15
224,230.15
225,230.15
226,230.15
227,230.15
228,230.15
229,230.15
230,228.74
231,228.74
232,229.138
233,228.636
234,228.636
235,228.636
236,228.636
237,228.52
238,228.52
239,228.52
240,228.52
241,229.25
242,229.25
243,229.249
244,228.898
245,225.26
246,225.26
247,225.26
248,225.26
249,225.26
250,225.26
251,225.26
252,224.577
253,224.577
254,224.577
255,224.451
256,224.451
257,224.451
258,224.296
259,224.296
260,224.296
261,224.296
262,224.296
263,224.296
264,226.4
265,226.4
266,226.399
267,225.994
268,226.399
269,226.399
270,225.461
271,225.461
272,225.519
273,224.631
274,223.913
275,223.913
276,223.913
277,223.534
278,221.612
279,221.612
280,221.612
281,221.612
282,221.605
283,221.605
284,221.605
285,221.605
286,221.605
287,221.605
288,221.605
289,221.719
290,223.286
291,223.286
292,223.286
293,223.286
294,223.896
295,221.83
296,223.896
297,223.386
298,218.377
299,218.973
300,218.973
301,217.446
302,217.446
303,218.186
304,218.186
305,217.395
306,217.395
307,217.002
308,217.002
309,217.002
310,223.988
311,223.988
312,223.93
313,223.605
314,223.148
315,223.148
316,223.93
317,223.93
318,223.93
319,223.93
320,223.93
321,223.93
322,223.93
323,223.93
324,223.93
325,223.93
326,223.93
327,223.93
328,219.052
329,219.052
330,219.052
331,219.052
332,219.797
333,219.797
334,219.797
335,218.99
336,219.797
337,219.797
338,219.797
339,219.477
340,219.797
341,219.797
342,215.594
343,215.594
344,215.594
345,217.045
346,215.594
347,215.594
348,215.594
349,215.594
350,215.594
351,215.594
352,215.287
353,215.847
354,215.287
355,209.363
356,209.363
357,209.27
358,214.852
359,214.852
360,214.914
361,214.914
362,210.68
363,210.68
364,210.68
365,210.68
366,210.68
367,210.68
368,210.68
369,210.68
370,210.403
371,210.403
372,210.403
373,210.403
374,210.392
375,210.392
376,226.819
377,226.819
378,220.388
379,220.388
380,219.356
381,219.356
382,219.356
383,218.879
384,219.185
385,217.86
386,219.356
387,219.506
388,216.759
389,216.759
390,216.759
391,216.759
392,217.541
393,217.541
394,215.208
395,215.208
396,215.208
397,215.208
398,215.679
399,215.679
400,214.907
401,215.481
402,215.481
403,215.481
404,220.254
405,220.254
406,217.178
407,217.178
408,217.178
409,215.165
410,212.386
411,212.386
412,211.539
413,211.539
414,211.539
415,211.539
416,212.029
417,212.029
418,212.164
419,212.164
420,209.046
421,209.046
422,209.046
423,209.046
424,210.355
425,210.355
426,210.702
427,210.702
428,209.29
429,208.728
430,208.728
431,208.728
432,206.085
433,206.085
434,206.085
435,207.826
436,208.483
437,208.483
438,208.973
439,208.973
440,208.973
441,208.973
442,209.452
443,209.452
444,209.452
445,209.452
446,210.021
447,210.021
448,209.179
449,209.179
450,208.708
451,208.708
452,208.708
453,208.708
454,208.708
455,208.708
456,210.057
457,210.057
458,208.879
459,208.879
460,208.879
461,208.879
462,208.879
463,209.218
464,206.957
465,206.957
466,206.339
467,206.496
468,206.339
469,206.339
470,205.358
471,205.358
472,205.358
473,205.358
474,205.358
475,205.358
476,206.64
477,206.64
478,206.64
479,206.64
480,206.64
481,206.64
482,206.64
483,206.64
484,209.773
485,209.773
486,209.191
487,209.191
488,210.35
489,210.35
490,208.947
491,208.947
492,208.947
493,208.947
494,205.57
495,205.57
496,203.994
497,203.994
498,203.994
499,203.994
500,203.994
501,203.994
502,208.454
503,208.454
504,208.658
505,207.022
506,207.022
507,206.76
508,206.76
509,206.459
510,206.459
511,206.459
512,208.404
513,208.404
514,207.244
515,207.244
516,207.292
517,207.292
518,206.286
519,206.286
520,205.441
521,206.175
522,208.371
523,208.646
524,208.371
525,208.371
526,208.371
527,208.371
528,207.589
529,209.407
530,207.399
531,207.399
532,207.115
533,207.115
534,209.271
535,209.271
536,207.356
537,207.356
538,207.351
539,207.351
540,209.547
541,209.547
542,209.013
543,207.315
544,207.315
545,207.315
546,209.831
547,209.831
548,211.426
549,211.426
550,209.889
551,209.889
552,210.338
553,210.338
554,210.959
555,210.959
556,210.959
557,210.959
558,210.517
559,210.517
560,209.558
561,209.558
562,210.959
563,210.959
564,210.959
565,210.959
566,210.959
567,213.522
568,210.716
569,210.716
570,210.716
571,210.716
572,206.79
573,206.79
574,208.626
575,207.021
576,208.626
577,208.626
578,207.715
579,207.715
580,207.199
581,207.199
582,207.199
583,207.199
584,207.199
585,207.199
586,207.199
587,207.199
588,205.947
589,205.947
590,205.433
591,205.433
592,205.433
593,205.433
594,205.459
595,205.459
596,203.372
597,203.372
598,203.372
599,203.372
600,202.341
601,199.712
602,199.712
603,199.712
604,200.39
605,200.39
606,200.39
607,200.39
608,200.39
609,197.955
610,200.39
611,200.39
612,197.289
613,197.289
614,197.289
615,194.633
616,199.914
617,199.914
618,198.077
619,198.077
620,198.077
621,198.077
622,197.194
623,196.004
624,196.004
625,196.004
626,196.004
627,196.004
628,196.004
629,196.004
630,198.805
631,197.672
632,195.903
633,195.903
634,193.865
635,193.865
636,197.029
637,197.029
638,198.805
639,198.805
640,198.731
641,198.731
642,198.805
643,196.555
644,198.896
645,199.035
646,198.805
647,198.805
648,198.071
649,195.681
650,196.883
651,196.883
652,196.883
653,196.883
654,196.883
655,196.883
656,196.883
657,196.883
658,194.94
659,194.94
660,194.94
661,194.94
662,194.94
663,194.94
664,194.926
665,194.494
666,194.969
667,192.991
668,194.969
669,194.969
670,195.06
671,195.06
672,192.598
673,192.598
674,192.598
675,192.598
676,191.88
677,191.88
678,191.88
679,191.88
680,191.88
681,190.938
682,190.938
683,190.789
684,188.979
685,188.979
686,188.979
687,188.979
688,188.649
689,188.649
690,188.649
691,189.218
692,189.218
693,189.218
694,189.218
695,189.218
696,188.373
697,188.373
698,188.373
699,188.373
700,188.373
701,188.048
702,194.515
703,194.515
704,194.323
705,194.323
706,194.515
707,194.515
708,194.515
709,194.515
710,194.515
711,194.515
712,194.515
713,194.515
714,195.008
715,195.008
716,194.515
717,194.515
718,194.528
719,194.528
720,195.03
721,195.03
722,195.03
723,195.03
724,192.287
725,190.481
726,192.287
727,192.287
728,192.287
729,192.287
730,190.595
731,191.028
732,192.882
733,192.882
734,192.882
735,192.882
736,191.718
737,191.718
738,190.698
739,190.698
740,190.698
741,190.698
742,190.698
743,190.698
744,190.698
745,190.698
746,191.053
747,191.053
748,191.053
749,190.308
750,190.223
751,190.223
752,191.174
753,191.174
754,191.954
755,191.301
756,191.954
757,191.954
758,192.321
759,192.321
760,192.321
761,192.321
762,191.815
763,191.815
764,191.815
765,191.756
766,191.815
767,191.815
768,191.815
769,191.815
770,191.815
771,191.815
772,188.819
773,188.819
774,191.815
775,191.815
776,191.762
777,191.61
778,191.815
779,190.359
780,191.815
781,191.815
782,190.978
783,190.978
784,190.64
785,190.64
786,190.653
787,190.653
788,191.485
789,191.485
790,191.485
791,190.758
792,191.485
793,191.485
794,189.296
795,189.296
796,191.485
797,191.485
798,191.485
799,191.485
800,191.485
801,191.485
802,191.485
803,192.394
