generation,path_1
1,17.1576
2,16.2169
3,15.6467
4,17.0609
5,16.4826
6,13.8826
7,15.0767
8,14.775
9,14.309
10,14.2483
11,14.864
12,17.0091
13,16.9723
14,18.3181
15,17.0598
16,16.149
17,16.2663
18,16.1208
19,17.438
20,18.0054
21,18.9312
22,17.4261
23,17.918
24,17.195
25,16.792
26,14.992
27,14.4827
28,14.6301
29,14.8786
30,15.1059
31,14.2948
32,15.0157
33,16.0705
34,15.3395
35,14.7508
36,14.5058
37,15.6328
38,15.0397
39,15.7019
40,16.3243
41,16.6174
42,15.6394
43,16.2072
44,17.7248
45,18.0751
46,17.7445
47,17.7182
48,17.2111
49,16.1156
50,15.6076
51,14.9179
52,15.5916
53,15.5997
54,15.9572
55,15.1702
56,14.0547
57,14.6821
58,14.4301
59,14.3402
60,14.666
61,15.5978
62,14.9696
63,14.2464
64,14.8268
65,14.7914
66,15.2119
67,15.9783
68,16.1362
69,16.6363
70,15.9104
71,16.1528
72,16.9363
73,17.3402
74,17.3446
75,15.4691
76,15.7961
77,16.6765
78,15.8497
79,16.0415
80,14.9395
81,13.6737
82,14.6228
83,14.8607
84,14.5752
85,14.068
86,12.1738
87,12.3244
88,14.174
89,14.066
90,13.863
91,14.5675
92,14.2441
93,15.3724
94,15.2761
95,14.5909
96,15.2034
97,15.3807
98,14.4912
99,14.9966
100,14.1499
101,14.6519
102,15.8618
103,16.7928
104,17.3581
105,16.711
106,16.638
107,17.0617
108,16.4739
109,16.5391
110,16.952
111,17.5406
112,16.4591
113,16.5804
114,16.3391
115,15.8868
116,17.1314
117,15.1212
118,15.215
119,14.7585
120,14.661
121,14.5649
122,14.817
123,13.727
124,14.0389
125,16.344
126,15.8872
127,15.6884
128,15.6674
129,15.2008
130,17.0393
131,15.8239
132,16.0448
133,16.2845
134,15.4802
135,15.1842
136,16.1737
137,15.2028
138,14.392
139,15.3111
140,16.5919
141,16.5258
142,17.0629
143,16.5717
144,15.0924
145,15.8542
146,17.0821
147,14.0894
148,15.9664
149,15.1631
150,16.244
151,16.1489
152,16.0085
153,16.3591
154,17.5064
155,17.2923
156,17.0864
157,15.5842
158,16.0801
159,15.303
160,16.1718
161,15.0404
162,13.8038
163,14.417
164,15.3447
165,15.0189
166,16.0319
167,14.3615
168,15.3958
169,16.2029
170,15.6565
171,16.7571
172,16.3923
173,17.0087
174,17.7201
175,16.7916
176,16.2183
177,16.2167
178,15.8585
179,16.2575
180,16.1055
181,16.7549
182,15.3737
183,17.0044
184,16.3264
185,16.2862
186,15.6218
187,15.569
188,15.9028
189,15.496
190,15.5235
191,14.7668
192,15.4942
193,15.465
194,16.6458
195,17.2094
196,16.0682
197,16.4192
198,16.1463
199,15.8016
200,15.5255
201,13.9492
202,13.6148
203,13.6651
204,14.3187
205,13.2619
206,14.3572
207,14.6119
208,16.0719
209,16.0743
210,16.5417
211,16.0262
212,15.6976
213,17.3162
214,16.8015
215,15.7445
216,15.8134
217,16.6677
218,15.8597
219,14.918
220,13.7723
221,13.8792
222,14.951
223,15.2477
224,13.327
225,15.2632
226,17.2742
227,17.1853
228,16.9514
229,17.74
230,17.2176
231,16.5469
232,14.7462
233,16.5541
234,17.2096
235,17.3259
236,17.1966
237,17.0108
238,16.8849
239,16.5749
240,17.71
241,16.097
242,15.7878
243,17.6016
244,16.2815
245,16.7049
246,14.072
247,14.2869
248,14.2117
249,14.3795
250,15.0325
251,14.6859
252,14.7704
253,13.5731
254,14.5277
255,13.258
256,14.6918
257,14.3181
258,14.3275
259,14.1365
260,14.5252
261,14.8954
262,14.1665
263,13.3569
264,13.7877
265,13.4859
266,13.9321
267,14.2744
268,14.9762
269,15.1357
270,16.3721
271,15.9528
272,15.9021
273,15.2211
274,16.8867
275,15.6633
276,16.358
277,16.5606
278,16.0826
279,15.1635
280,14.5388
281,13.8405
282,14.9648
283,16.2397
284,14.875
285,15.221
286,15.49
287,16.8438
288,15.2797
289,15.5165
290,13.7757
291,12.6664
292,13.5941
293,13.2961
294,14.1081
295,15.7308
296,16.0207
297,17.0011
298,17.6004
299,16.6402
300,16.7732
301,16.6423
302,18.0215
303,17.211
304,17.0506
305,15.9028
306,16.4705
307,16.5596
308,16.4968
309,14.2361
310,15.0308
311,14.7613
312,14.7613
313,14.3393
314,14.1296
315,14.1932
316,14.3512
317,14.3816
318,12.9703
319,13.9606
320,13.477
321,13.0715
322,11.8278
323,12.1761
324,12.1104
325,12.4073
326,14.1983
327,14.4892
328,14.4306
329,13.4628
330,13.1514
331,14.0285
332,13.436
333,14.0532
334,14.7367
335,15.0896
336,16.3924
337,16.0151
338,14.9945
339,14.2017
340,14.8543
341,15.2202
342,15.2989
343,15.9359
344,15.4948
345,15.2788
346,15.5822
347,16.0295
348,15.3318
349,14.778
350,16.2561
351,17.2287
352,15.8065
353,15.4578
354,13.7744
355,13.387
356,15.2987
357,15.6999
358,15.1245
359,14.0307
360,15.4183
361,15.2353
362,14.4283
363,14.1927
364,14.6557
365,15.5199
366,15.5294
367,15.4631
368,15.8054
369,15.4597
370,15.0152
371,16.149
372,15.8006
373,15.315
374,17.1164
375,17.0713
376,15.9515
377,17.253
378,15.0918
379,16.1971
380,17.9744
381,17.7243
382,16.8679
383,16.9419
384,16.531
385,17.0308
386,15.5475
387,14.7042
388,14.4224
389,15.3035
390,15.6699
391,15.9323
392,15.0972
393,15.3492
394,15.7643
395,16.0382
396,16.5697
397,17.8668
398,16.9439
399,15.7215
400,15.8673
401,16.2279
402,16.8145
403,15.622
404,16.3544
405,15.4477
406,15.3467
407,15.2748
408,14.4572
409,15.8209
410,14.9358
411,14.9662
412,14.2942
413,14.356
414,14.7635
415,17.9306
416,17.5727
417,16.608
418,16.3985
419,17.2222
420,17.2421
421,15.9991
422,15.6247
423,15.1417
424,14.0734
425,14.817
426,14.8325
427,15.5541
428,13.5162
429,13.5225
430,13.1494
431,14.5658
432,15.3007
433,14.1537
434,13.5228
435,13.955
436,13.322
437,13.7205
438,14.5533
439,13.8503
440,13.6133
441,13.4027
442,13.4545
443,14.673
444,14.672
445,15.8687
446,15.0236
447,16.7136
448,15.0362
449,14.0163
450,14.2362
451,15.7443
452,13.9866
453,16.2504
454,17.193
455,16.7393
456,15.5998
457,15.6514
458,15.6378
459,16.1259
460,15.6766
461,16.4492
462,16.153
463,15.3386
464,15.4572
465,16.1011
466,16.2098
467,16.5556
468,16.1772
469,16.4158
470,16.133
471,14.9294
472,13.963
473,13.4408
474,14.4594
475,15.9717
476,16.5874
477,17.7131
478,16.9926
479,18.1467
480,18.2366
481,18.7354
482,16.6295
483,17.2389
484,16.764
485,16.6498
486,16.1114
487,16.4391
488,16.4204
489,16.6289
490,16.2953
491,16.681
492,16.6564
493,16.4082
494,14.4146
495,14.188
496,14.4051
497,14.1052
498,14.4081
499,14.7147
500,15.1249
501,16.0967
502,14.704
503,15.5299
504,15.2425
505,15.1809
506,14.2497
507,14.5541
508,15.0961
509,15.0287
510,14.4065
511,14.8294
512,14.4223
513,13.9781
514,14.3715
515,15.4361
516,15.9591
517,16.141
518,15.1522
519,16.1791
520,14.4298
521,15.4036
522,16.5716
523,17.6393
524,16.6482
525,16.6575
526,15.5009
527,15.3106
528,14.887
529,16.7203
530,17.4856
531,15.9958
532,15.4943
533,15.9407
534,15.3255
535,16.629
536,17.0067
537,18.0973
538,15.9649
539,16.2376
540,14.8173
541,13.9863
542,12.5712
543,13.8591
544,13.7876
545,14.1204
546,14.9147
547,16.6532
548,15.6268
549,15.5138
550,15.5205
551,15.7837
552,15.562
553,14.3688
554,15.056
555,14.3814
556,14.5536
557,13.6812
558,14.7129
559,13.7265
560,13.7265
561,14.2435
562,14.4758
563,14.3289
564,14.5846
565,14.2007
566,16.1456
567,16.189
568,16.0581
569,14.5682
570,15.0545
571,15.0004
572,15.2561
573,14.7352
574,15.5741
575,15.1602
576,15.6118
577,16.5878
578,17.7139
579,16.2373
580,16.6342
581,16.172
582,16.0043
583,16.1312
584,15.5318
585,15.235
586,15.6189
587,16.2924
588,16.2114
589,14.5812
590,16.4353
591,16.9529
592,17.175
593,17.9017
594,18.1707
595,17.1295
596,16.4441
597,16.5861
598,14.1453
599,13.8482
600,13.6847
601,13.4508
602,16.2251
603,15.4217
604,14.3968
605,15.1524
606,14.3238
607,15.3939
608,13.4584
609,14.1182
610,14.1475
611,13.9496
612,13.1306
613,13.847
614,13.1026
615,13.4158
616,13.415
617,13.5823
618,13.9985
619,16.0548
620,14.452
621,14.8946
622,15.2014
623,14.8885
624,16.6527
625,17.8898
626,17.3081
627,17.5608
628,16.8573
629,17.2767
630,15.7933
631,16.0382
632,15.9496
633,16.8074
634,17.4531
635,17.5703
636,16.9071
637,15.9261
638,17.5075
639,17.3121
640,16.7569
641,16.2199
642,16.3377
643,16.7048
644,16.7825
645,16.421
646,16.8649
647,17.265
648,16.8607
649,15.6241
650,14.8454
651,14.3476
652,15.2893
653,15.1053
654,17.4152
655,16.5742
