BLOCK,ACTUAL_T,T_AVE,ERROR
1,0.841682,0.841682,0
2,0.752817,0.797249,0.0314186
3,0.809068,0.801189,0.0211913
4,0.856823,0.815097,0.0199422
5,0.774137,0.806905,0.0175559
6,0.794035,0.80476,0.0147604
7,0.827571,0.808019,0.0130065
8,0.795297,0.806429,0.0114775
9,0.816302,0.807526,0.0102545
10,0.771749,0.803948,0.00983337
11,0.856443,0.80872,0.0100308
12,0.781588,0.806459,0.0094463
13,0.821658,0.807628,0.00879172
14,0.787691,0.806204,0.00827827
15,0.820115,0.807132,0.00777816
16,0.792095,0.806192,0.00734858
17,0.813961,0.806649,0.00693051
18,0.798171,0.806178,0.00656147
19,0.84576,0.808261,0.00653849
20,0.759538,0.805825,0.00664994
21,0.804181,0.805747,0.00633374
22,0.802154,0.805583,0.00604795
23,0.820738,0.806242,0.00582077
24,0.79348,0.805711,0.00560248
25,0.8068,0.805754,0.00537855
26,0.804264,0.805697,0.00517199
27,0.818944,0.806187,0.00500365
28,0.836263,0.807262,0.00493889
29,0.764729,0.805795,0.0049816
30,0.817217,0.806176,0.00483007
31,0.781492,0.805379,0.00473944
32,0.82856,0.806104,0.00464636
33,0.785312,0.805474,0.00454808
34,0.839366,0.806471,0.00452224
35,0.796226,0.806178,0.00440249
36,0.8013,0.806042,0.00428228
37,0.795078,0.805746,0.00417679
38,0.832628,0.806454,0.00412635
39,0.779458,0.805761,0.00407819
40,0.806104,0.80577,0.00397624
41,0.808458,0.805835,0.0038798
42,0.82387,0.806265,0.00381111
43,0.783614,0.805738,0.00375871
44,0.80903,0.805813,0.00367403
45,0.80645,0.805827,0.00359241
46,0.788224,0.805444,0.00353464
47,0.823333,0.805825,0.00347987
48,0.801684,0.805739,0.00340844
49,0.806158,0.805747,0.00333889
50,0.828414,0.806201,0.00330274
