BLOCK,ACTUAL_P,P_AVE,ERROR
1,-7.610017e-01,-7.610017e-01,0.000000e+00
2,-7.531262e-01,-7.570639e-01,2.784410e-03
3,-7.601702e-01,-7.580994e-01,2.039730e-03
4,-7.599187e-01,-7.585542e-01,1.579695e-03
5,-7.551350e-01,-7.578704e-01,1.403990e-03
6,-7.641016e-01,-7.589089e-01,1.505884e-03
7,-7.486582e-01,-7.574445e-01,1.871934e-03
8,-7.671620e-01,-7.586592e-01,1.993459e-03
9,-7.655391e-01,-7.594236e-01,1.912924e-03
10,-7.592517e-01,-7.594064e-01,1.721709e-03
11,-7.592958e-01,-7.593964e-01,1.565219e-03
12,-7.578238e-01,-7.592653e-01,1.440259e-03
13,-7.570855e-01,-7.590976e-01,1.339196e-03
14,-7.610875e-01,-7.592398e-01,1.251058e-03
15,-7.587247e-01,-7.592054e-01,1.168126e-03
16,-7.660579e-01,-7.596337e-01,1.171000e-03
17,-7.508526e-01,-7.591172e-01,1.210694e-03
18,-7.745718e-01,-7.599758e-01,1.415509e-03
19,-7.492997e-01,-7.594139e-01,1.448247e-03
20,-7.587546e-01,-7.593809e-01,1.376210e-03
21,-7.563292e-01,-7.592356e-01,1.318326e-03
22,-7.602028e-01,-7.592796e-01,1.259135e-03
23,-7.641578e-01,-7.594916e-01,1.222123e-03
24,-7.623715e-01,-7.596116e-01,1.177077e-03
25,-7.541002e-01,-7.593912e-01,1.150454e-03
26,-7.635689e-01,-7.595519e-01,1.117370e-03
27,-7.565459e-01,-7.594405e-01,1.081518e-03
28,-7.652530e-01,-7.596481e-01,1.062628e-03
29,-7.584247e-01,-7.596059e-01,1.026823e-03
30,-7.729168e-01,-7.600496e-01,1.084228e-03
31,-7.556129e-01,-7.599065e-01,1.058657e-03
32,-7.553660e-01,-7.597646e-01,1.035039e-03
33,-7.617811e-01,-7.598257e-01,1.005476e-03
34,-7.578530e-01,-7.597677e-01,9.775760e-04
35,-7.581925e-01,-7.597227e-01,9.506807e-04
36,-7.523247e-01,-7.595172e-01,9.462230e-04
37,-7.569023e-01,-7.594465e-01,9.232848e-04
38,-7.596178e-01,-7.594510e-01,8.989989e-04
39,-7.565484e-01,-7.593766e-01,8.790229e-04
40,-7.703822e-01,-7.596517e-01,8.990768e-04
41,-7.580341e-01,-7.596123e-01,8.780134e-04
42,-7.612184e-01,-7.596505e-01,8.579407e-04
43,-7.648080e-01,-7.597705e-01,8.463310e-04
44,-7.541480e-01,-7.596427e-01,8.366872e-04
45,-7.627979e-01,-7.597128e-01,8.210267e-04
46,-7.563819e-01,-7.596404e-01,8.063651e-04
47,-7.588974e-01,-7.596246e-01,7.893634e-04
48,-7.627100e-01,-7.596889e-01,7.755312e-04
49,-7.616779e-01,-7.597295e-01,7.607656e-04
50,-7.604864e-01,-7.597446e-01,7.457009e-04
51,-7.496570e-01,-7.595468e-01,7.568575e-04
52,-7.637089e-01,-7.596268e-01,7.465228e-04
53,-7.573834e-01,-7.595845e-01,7.336366e-04
54,-7.659148e-01,-7.597017e-01,7.293565e-04
55,-7.610792e-01,-7.597268e-01,7.165253e-04
56,-7.627629e-01,-7.597810e-01,7.057784e-04
57,-7.594422e-01,-7.597751e-01,6.934214e-04
58,-7.644847e-01,-7.598563e-01,6.862037e-04
59,-7.631863e-01,-7.599127e-01,6.768903e-04
60,-7.642870e-01,-7.599856e-01,6.695235e-04
61,-7.640136e-01,-7.600516e-01,6.617960e-04
62,-7.610057e-01,-7.600670e-01,6.513008e-04
63,-7.586104e-01,-7.600439e-01,6.413729e-04
64,-7.586822e-01,-7.600226e-01,6.317043e-04
65,-7.538971e-01,-7.599284e-01,6.289758e-04
66,-7.589834e-01,-7.599141e-01,6.196088e-04
67,-7.555697e-01,-7.598492e-01,6.137444e-04
68,-7.597895e-01,-7.598483e-01,6.047193e-04
69,-7.573794e-01,-7.598126e-01,5.970129e-04
70,-7.650886e-01,-7.598879e-01,5.932230e-04
71,-7.440328e-01,-7.596646e-01,6.254886e-04
72,-7.678566e-01,-7.597784e-01,6.270640e-04
73,-7.618681e-01,-7.598070e-01,6.191271e-04
74,-7.537532e-01,-7.597252e-01,6.161417e-04
75,-7.628865e-01,-7.597674e-01,6.093666e-04
76,-7.612555e-01,-7.597870e-01,6.016631e-04
77,-7.617126e-01,-7.598120e-01,5.943688e-04
78,-7.591916e-01,-7.598040e-01,5.868019e-04
79,-7.624852e-01,-7.598379e-01,5.803547e-04
80,-7.611638e-01,-7.598545e-01,5.733368e-04
