BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-7.57655,-7.57655,0
2,-7.44117,-7.50886,0.0478634
3,-7.52444,-7.51405,0.0321896
4,-7.59659,-7.53469,0.0300369
5,-7.47015,-7.52178,0.0266591
6,-7.50192,-7.51847,0.0224205
7,-7.55521,-7.52372,0.0198224
8,-7.50277,-7.5211,0.0175167
9,-7.53385,-7.52252,0.0156276
10,-7.46476,-7.51674,0.0150945
11,-7.59365,-7.52373,0.0152559
12,-7.4818,-7.52024,0.0143792
13,-7.54172,-7.52189,0.0133677
14,-7.49185,-7.51975,0.0125839
15,-7.54143,-7.52119,0.0118277
16,-7.49997,-7.51986,0.0111626
17,-7.53145,-7.52055,0.0105267
18,-7.50561,-7.51972,0.00997457
19,-7.58058,-7.52292,0.00995073
20,-7.44702,-7.51912,0.0101511
21,-7.51701,-7.51902,0.00966824
22,-7.51266,-7.51873,0.00923309
23,-7.54459,-7.51986,0.00889982
24,-7.50112,-7.51908,0.00856316
25,-7.52016,-7.51912,0.00822074
26,-7.51656,-7.51902,0.00790515
27,-7.53896,-7.51976,0.00764679
28,-7.56797,-7.52148,0.00756505
29,-7.45813,-7.5193,0.00761304
30,-7.53679,-7.51988,0.00738157
31,-7.48443,-7.51874,0.0072315
32,-7.55478,-7.51986,0.0070927
33,-7.48679,-7.51886,0.00694821
34,-7.57339,-7.52047,0.00692649
35,-7.50605,-7.52005,0.00674083
36,-7.51337,-7.51987,0.00655614
37,-7.5031,-7.51942,0.00639459
38,-7.55877,-7.52045,0.00630963
39,-7.47724,-7.51934,0.00624438
40,-7.51895,-7.51933,0.00608828
41,-7.52424,-7.51945,0.00594096
42,-7.5478,-7.52013,0.00583771
43,-7.48721,-7.51936,0.00575193
44,-7.52866,-7.51957,0.00562508
45,-7.51966,-7.51958,0.00550008
46,-7.49489,-7.51904,0.00540663
47,-7.54562,-7.5196,0.0053211
48,-7.51391,-7.51949,0.00521156
49,-7.52107,-7.51952,0.0051053
50,-7.55353,-7.5202,0.00504832
