BLOCK,ACTUAL_KE,KE_AVE,ERROR
1,1.198380e+00,1.198380e+00,0.000000e+00
2,1.209884e+00,1.204132e+00,4.067267e-03
3,1.199609e+00,1.202624e+00,2.977863e-03
4,1.200126e+00,1.202000e+00,2.297972e-03
5,1.207532e+00,1.203106e+00,2.087843e-03
6,1.193945e+00,1.201579e+00,2.229380e-03
7,1.216539e+00,1.203716e+00,2.750651e-03
8,1.189500e+00,1.201939e+00,2.925033e-03
9,1.191778e+00,1.200810e+00,2.809474e-03
10,1.201237e+00,1.200853e+00,2.528850e-03
11,1.201019e+00,1.200868e+00,2.299000e-03
12,1.203448e+00,1.201083e+00,2.117445e-03
13,1.204226e+00,1.201325e+00,1.968322e-03
14,1.198638e+00,1.201133e+00,1.837062e-03
15,1.201872e+00,1.201182e+00,1.715252e-03
16,1.191061e+00,1.200550e+00,1.720749e-03
17,1.213547e+00,1.201314e+00,1.781292e-03
18,1.178548e+00,1.200049e+00,2.083525e-03
19,1.215603e+00,1.200868e+00,2.128620e-03
20,1.201512e+00,1.200900e+00,2.022433e-03
21,1.205200e+00,1.201105e+00,1.936461e-03
22,1.199696e+00,1.201041e+00,1.849499e-03
23,1.193999e+00,1.200735e+00,1.794247e-03
24,1.196508e+00,1.200559e+00,1.728107e-03
25,1.208620e+00,1.200881e+00,1.688800e-03
26,1.194341e+00,1.200630e+00,1.642472e-03
27,1.204824e+00,1.200785e+00,1.588969e-03
28,1.192204e+00,1.200478e+00,1.561493e-03
29,1.202409e+00,1.200545e+00,1.509067e-03
30,1.181023e+00,1.199894e+00,1.592907e-03
31,1.206100e+00,1.200094e+00,1.554049e-03
32,1.206662e+00,1.200300e+00,1.518978e-03
33,1.196943e+00,1.200198e+00,1.476351e-03
34,1.202729e+00,1.200272e+00,1.434804e-03
35,1.202211e+00,1.200328e+00,1.394879e-03
36,1.210977e+00,1.200624e+00,1.387144e-03
37,1.204406e+00,1.200726e+00,1.353416e-03
38,1.200467e+00,1.200719e+00,1.317817e-03
39,1.205242e+00,1.200835e+00,1.289119e-03
40,1.184728e+00,1.200432e+00,1.318279e-03
41,1.202842e+00,1.200491e+00,1.287435e-03
42,1.198077e+00,1.200434e+00,1.258064e-03
43,1.192790e+00,1.200256e+00,1.241301e-03
44,1.208471e+00,1.200443e+00,1.227050e-03
45,1.195909e+00,1.200342e+00,1.203912e-03
46,1.205397e+00,1.200452e+00,1.182745e-03
47,1.201468e+00,1.200473e+00,1.157778e-03
48,1.196110e+00,1.200382e+00,1.137222e-03
49,1.197494e+00,1.200323e+00,1.115540e-03
50,1.199049e+00,1.200298e+00,1.093520e-03
51,1.214682e+00,1.200580e+00,1.107852e-03
52,1.194403e+00,1.200461e+00,1.092897e-03
53,1.203696e+00,1.200522e+00,1.073979e-03
54,1.191435e+00,1.200354e+00,1.067192e-03
55,1.198710e+00,1.200324e+00,1.048207e-03
56,1.195981e+00,1.200247e+00,1.032353e-03
57,1.200972e+00,1.200259e+00,1.014320e-03
58,1.193378e+00,1.200141e+00,1.003746e-03
59,1.195531e+00,1.200063e+00,9.897694e-04
60,1.193917e+00,1.199960e+00,9.785585e-04
61,1.194368e+00,1.199868e+00,9.668004e-04
62,1.198669e+00,1.199849e+00,9.514003e-04
63,1.202029e+00,1.199884e+00,9.369276e-04
64,1.201749e+00,1.199913e+00,9.227413e-04
65,1.208973e+00,1.200052e+00,9.190134e-04
66,1.201520e+00,1.200074e+00,9.053581e-04
67,1.206266e+00,1.200167e+00,8.965487e-04
68,1.200532e+00,1.200172e+00,8.833802e-04
69,1.203492e+00,1.200220e+00,8.718866e-04
70,1.192342e+00,1.200108e+00,8.666651e-04
71,1.223550e+00,1.200438e+00,9.151922e-04
72,1.188319e+00,1.200270e+00,9.178298e-04
73,1.196765e+00,1.200222e+00,9.065116e-04
74,1.209027e+00,1.200341e+00,9.020377e-04
75,1.195788e+00,1.200280e+00,8.920510e-04
76,1.198251e+00,1.200253e+00,8.807129e-04
77,1.197588e+00,1.200219e+00,8.699547e-04
78,1.201080e+00,1.200230e+00,8.588716e-04
79,1.196378e+00,1.200181e+00,8.493824e-04
80,1.198256e+00,1.200157e+00,8.391060e-04
81,1.192279e+00,1.200060e+00,8.343643e-04
82,1.201602e+00,1.200078e+00,8.244012e-04
83,1.203988e+00,1.200125e+00,8.158133e-04
84,1.184027e+00,1.199934e+00,8.283065e-04
85,1.205080e+00,1.199994e+00,8.207715e-04
86,1.206627e+00,1.200072e+00,8.148429e-04
87,1.198970e+00,1.200059e+00,8.055752e-04
88,1.199567e+00,1.200053e+00,7.964404e-04
89,1.209765e+00,1.200162e+00,7.949323e-04
90,1.199406e+00,1.200154e+00,7.861441e-04
91,1.204558e+00,1.200202e+00,7.789934e-04
92,1.193381e+00,1.200128e+00,7.740467e-04
93,1.205860e+00,1.200190e+00,7.681734e-04
94,1.192587e+00,1.200109e+00,7.642471e-04
95,1.198772e+00,1.200095e+00,7.563320e-04
96,1.201977e+00,1.200115e+00,7.487076e-04
97,1.204737e+00,1.200162e+00,7.425043e-04
98,1.196109e+00,1.200121e+00,7.360790e-04
99,1.195010e+00,1.200069e+00,7.304516e-04
100,1.201859e+00,1.200087e+00,7.233663e-04
101,1.207801e+00,1.200163e+00,7.202246e-04
102,1.188967e+00,1.200054e+00,7.214803e-04
103,1.208184e+00,1.200133e+00,7.187803e-04
104,1.191029e+00,1.200045e+00,7.171787e-04
105,1.207595e+00,1.200117e+00,7.139438e-04
106,1.201190e+00,1.200127e+00,7.072803e-04
107,1.203918e+00,1.200163e+00,7.015569e-04
108,1.188977e+00,1.200059e+00,7.026644e-04
109,1.202095e+00,1.200078e+00,6.964661e-04
110,1.194377e+00,1.200026e+00,6.920597e-04
111,1.195389e+00,1.199984e+00,6.870848e-04
112,1.191677e+00,1.199910e+00,6.849415e-04
113,1.201502e+00,1.199924e+00,6.790250e-04
114,1.206964e+00,1.199986e+00,6.758710e-04
115,1.190457e+00,1.199903e+00,6.750536e-04
116,1.197540e+00,1.199883e+00,6.695414e-04
117,1.189829e+00,1.199797e+00,6.693099e-04
118,1.210749e+00,1.199889e+00,6.700425e-04
119,1.187509e+00,1.199785e+00,6.724399e-04
120,1.190835e+00,1.199711e+00,6.709602e-04
121,1.189884e+00,1.199630e+00,6.703124e-04
122,1.211735e+00,1.199729e+00,6.721221e-04
123,1.204112e+00,1.199764e+00,6.676016e-04
124,1.204164e+00,1.199800e+00,6.631599e-04
125,1.198342e+00,1.199788e+00,6.579571e-04
126,1.201363e+00,1.199801e+00,6.528539e-04
127,1.200492e+00,1.199806e+00,6.477360e-04
128,1.204592e+00,1.199844e+00,6.437535e-04
129,1.205367e+00,1.199886e+00,6.401855e-04
130,1.195319e+00,1.199851e+00,6.362244e-04
131,1.198658e+00,1.199842e+00,6.314329e-04
132,1.200127e+00,1.199844e+00,6.266530e-04
133,1.205436e+00,1.199886e+00,6.233500e-04
134,1.206548e+00,1.199936e+00,6.206772e-04
135,1.205415e+00,1.199977e+00,6.174051e-04
136,1.194069e+00,1.199933e+00,6.143916e-04
137,1.203312e+00,1.199958e+00,6.104017e-04
138,1.206453e+00,1.200005e+00,6.077903e-04
139,1.186922e+00,1.199911e+00,6.106620e-04
140,1.210636e+00,1.199987e+00,6.110867e-04
141,1.198533e+00,1.199977e+00,6.068397e-04
142,1.204373e+00,1.200008e+00,6.033552e-04
143,1.197733e+00,1.199992e+00,5.993457e-04
144,1.191717e+00,1.199935e+00,5.979325e-04
145,1.204368e+00,1.199965e+00,5.945900e-04
146,1.197968e+00,1.199952e+00,5.906748e-04
147,1.206092e+00,1.199993e+00,5.881317e-04
148,1.202026e+00,1.200007e+00,5.843181e-04
149,1.188466e+00,1.199930e+00,5.855079e-04
150,1.212144e+00,1.200011e+00,5.872400e-04
151,1.207941e+00,1.200064e+00,5.856945e-04
152,1.201573e+00,1.200073e+00,5.819254e-04
153,1.196358e+00,1.200049e+00,5.786284e-04
154,1.203807e+00,1.200074e+00,5.753854e-04
155,1.211324e+00,1.200146e+00,5.762332e-04
156,1.180291e+00,1.200019e+00,5.864277e-04
157,1.198674e+00,1.200010e+00,5.827551e-04
158,1.208727e+00,1.200066e+00,5.816721e-04
159,1.202730e+00,1.200082e+00,5.782552e-04
160,1.196406e+00,1.200059e+00,5.750973e-04
161,1.198457e+00,1.200049e+00,5.716114e-04
162,1.197018e+00,1.200031e+00,5.683892e-04
163,1.220062e+00,1.200154e+00,5.780343e-04
164,1.184785e+00,1.200060e+00,5.820567e-04
165,1.216487e+00,1.200159e+00,5.869821e-04
166,1.205316e+00,1.200190e+00,5.842676e-04
167,1.192909e+00,1.200147e+00,5.823935e-04
168,1.200475e+00,1.200149e+00,5.789302e-04
169,1.197288e+00,1.200132e+00,5.757519e-04
170,1.196907e+00,1.200113e+00,5.726775e-04
171,1.207291e+00,1.200155e+00,5.708650e-04
172,1.195008e+00,1.200125e+00,5.683297e-04
173,1.201686e+00,1.200134e+00,5.651161e-04
174,1.199881e+00,1.200133e+00,5.618702e-04
175,1.190153e+00,1.200075e+00,5.615457e-04
176,1.191097e+00,1.200024e+00,5.606674e-04
177,1.202675e+00,1.200039e+00,5.576997e-04
178,1.198771e+00,1.200032e+00,5.546121e-04
179,1.196357e+00,1.200012e+00,5.518938e-04
180,1.204555e+00,1.200037e+00,5.494046e-04
181,1.192470e+00,1.199995e+00,5.479577e-04
182,1.205021e+00,1.200023e+00,5.456423e-04
183,1.201622e+00,1.200032e+00,5.427307e-04
184,1.203598e+00,1.200051e+00,5.401271e-04
185,1.199499e+00,1.200048e+00,5.372158e-04
186,1.198548e+00,1.200040e+00,5.343880e-04
187,1.199192e+00,1.200035e+00,5.315496e-04
188,1.193768e+00,1.200002e+00,5.297665e-04
189,1.210129e+00,1.200056e+00,5.296663e-04
190,1.188440e+00,1.199994e+00,5.303949e-04
191,1.204652e+00,1.200019e+00,5.281783e-04
192,1.186976e+00,1.199951e+00,5.297777e-04
193,1.201054e+00,1.199957e+00,5.270635e-04
194,1.202997e+00,1.199972e+00,5.245796e-04
195,1.199234e+00,1.199969e+00,5.219032e-04
196,1.195184e+00,1.199944e+00,5.198111e-04
197,1.198564e+00,1.199937e+00,5.172197e-04
198,1.202503e+00,1.199950e+00,5.147698e-04
199,1.197527e+00,1.199938e+00,5.123271e-04
200,1.200322e+00,1.199940e+00,5.097690e-04
201,1.202798e+00,1.199954e+00,5.074312e-04
202,1.195549e+00,1.199932e+00,5.053876e-04
203,1.208494e+00,1.199974e+00,5.046548e-04
204,1.195078e+00,1.199950e+00,5.027515e-04
205,1.192859e+00,1.199916e+00,5.014877e-04
206,1.200972e+00,1.199921e+00,4.990794e-04
207,1.218619e+00,1.200011e+00,5.047766e-04
208,1.185132e+00,1.199940e+00,5.073934e-04
209,1.211790e+00,1.199996e+00,5.081236e-04
210,1.189101e+00,1.199945e+00,5.083461e-04
211,1.191959e+00,1.199907e+00,5.073439e-04
212,1.200369e+00,1.199909e+00,5.049554e-04
213,1.195231e+00,1.199887e+00,5.030621e-04
214,1.199223e+00,1.199884e+00,5.007209e-04
215,1.196053e+00,1.199866e+00,4.987090e-04
216,1.192128e+00,1.199830e+00,4.976853e-04
217,1.211582e+00,1.199884e+00,4.983298e-04
218,1.188894e+00,1.199834e+00,4.985874e-04
219,1.194334e+00,1.199809e+00,4.969428e-04
220,1.201346e+00,1.199816e+00,4.947331e-04
221,1.200286e+00,1.199818e+00,4.924991e-04
222,1.189690e+00,1.199772e+00,4.923892e-04
223,1.209669e+00,1.199817e+00,4.921771e-04
224,1.195565e+00,1.199798e+00,4.903458e-04
225,1.195153e+00,1.199777e+00,4.886008e-04
226,1.205015e+00,1.199800e+00,4.869883e-04
227,1.199010e+00,1.199797e+00,4.848554e-04
228,1.200551e+00,1.199800e+00,4.827401e-04
229,1.196307e+00,1.199785e+00,4.808730e-04
230,1.202189e+00,1.199795e+00,4.788958e-04
231,1.206099e+00,1.199823e+00,4.775996e-04
232,1.189959e+00,1.199780e+00,4.774294e-04
233,1.203647e+00,1.199797e+00,4.756688e-04
234,1.201830e+00,1.199805e+00,4.737154e-04
235,1.186416e+00,1.199748e+00,4.751138e-04
236,1.204817e+00,1.199770e+00,4.735858e-04
237,1.199798e+00,1.199770e+00,4.715876e-04
238,1.211505e+00,1.199819e+00,4.721769e-04
239,1.196614e+00,1.199806e+00,4.703917e-04
240,1.196247e+00,1.199791e+00,4.686653e-04
241,1.201197e+00,1.199797e+00,4.667570e-04
242,1.193084e+00,1.199769e+00,4.656517e-04
243,1.196755e+00,1.199757e+00,4.639006e-04
244,1.201708e+00,1.199765e+00,4.620683e-04
245,1.200526e+00,1.199768e+00,4.601928e-04
246,1.200240e+00,1.199770e+00,4.583261e-04
247,1.189686e+00,1.199729e+00,4.582851e-04
248,1.208656e+00,1.199765e+00,4.578486e-04
249,1.197594e+00,1.199756e+00,4.560928e-04
250,1.207368e+00,1.199787e+00,4.552835e-04
251,1.196272e+00,1.199773e+00,4.536849e-04
252,1.192393e+00,1.199743e+00,4.528287e-04
253,1.206097e+00,1.199768e+00,4.517347e-04
254,1.195474e+00,1.199752e+00,4.502725e-04
255,1.199243e+00,1.199750e+00,4.485112e-04
256,1.198936e+00,1.199746e+00,4.467704e-04
257,1.197878e+00,1.199739e+00,4.450911e-04
258,1.204172e+00,1.199756e+00,4.436975e-04
259,1.195743e+00,1.199741e+00,4.422549e-04
260,1.205398e+00,1.199763e+00,4.410888e-04
261,1.197878e+00,1.199755e+00,4.394579e-04
262,1.204388e+00,1.199773e+00,4.381361e-04
263,1.206030e+00,1.199797e+00,4.371157e-04
264,1.198645e+00,1.199792e+00,4.354817e-04
265,1.207831e+00,1.199823e+00,4.348936e-04
266,1.192283e+00,1.199794e+00,4.341814e-04
267,1.204952e+00,1.199814e+00,4.329847e-04
268,1.193737e+00,1.199791e+00,4.319623e-04
269,1.197745e+00,1.199783e+00,4.304235e-04
270,1.190797e+00,1.199750e+00,4.301141e-04
271,1.202873e+00,1.199762e+00,4.286813e-04
272,1.196757e+00,1.199751e+00,4.272476e-04
273,1.190584e+00,1.199717e+00,4.270001e-04
274,1.214773e+00,1.199772e+00,4.289625e-04
275,1.194199e+00,1.199752e+00,4.278810e-04
276,1.195990e+00,1.199738e+00,4.265477e-04
277,1.197953e+00,1.199732e+00,4.250565e-04
278,1.206213e+00,1.199755e+00,4.241664e-04
279,1.199755e+00,1.199755e+00,4.226460e-04
280,1.193825e+00,1.199734e+00,4.216668e-04
281,1.210985e+00,1.199774e+00,4.220630e-04
282,1.187090e+00,1.199729e+00,4.229560e-04
283,1.207805e+00,1.199757e+00,4.224231e-04
284,1.200953e+00,1.199762e+00,4.209567e-04
285,1.189120e+00,1.199724e+00,4.211324e-04
286,1.197690e+00,1.199717e+00,4.197200e-04
287,1.200218e+00,1.199719e+00,4.182612e-04
288,1.197688e+00,1.199712e+00,4.168683e-04
289,1.202575e+00,1.199722e+00,4.155436e-04
290,1.198468e+00,1.199717e+00,4.141332e-04
291,1.188941e+00,1.199680e+00,4.143624e-04
292,1.207915e+00,1.199709e+00,4.139018e-04
293,1.205754e+00,1.199729e+00,4.130031e-04
294,1.200066e+00,1.199730e+00,4.115999e-04
295,1.197012e+00,1.199721e+00,4.103077e-04
296,1.180503e+00,1.199656e+00,4.140264e-04
297,1.210305e+00,1.199692e+00,4.141818e-04
298,1.202376e+00,1.199701e+00,4.128898e-04
299,1.203258e+00,1.199713e+00,4.116802e-04
300,1.191918e+00,1.199687e+00,4.111272e-04
