BLOCK,GOFR_AVE,ERROR
1,0.689524,0.19715
2,0.690402,0.103383
3,0.695321,0.0744049
4,0.700856,0.058983
5,0.706797,0.0502054
6,0.712126,0.0444007
7,0.717637,0.0408903
8,0.721623,0.0381399
9,0.727188,0.035571
10,0.734809,0.0339756
11,0.74424,0.0317985
12,0.751975,0.0310378
13,0.759812,0.0299636
14,0.769941,0.0298955
15,0.780091,0.0306098
16,0.786754,0.0303531
17,0.791026,0.0287315
18,0.793869,0.0293964
19,0.795372,0.0283959
20,0.797767,0.0291904
