BLOCK,ACTUAL_T,T_AVE,ERROR
1,1.16256,1.16256,0
2,1.16291,1.16273,0.000123628
3,1.16364,1.16303,0.000260845
4,1.16482,1.16348,0.000433924
5,1.16655,1.1641,0.000648952
6,1.16897,1.16491,0.000918271
7,1.1724,1.16598,0.0012659
8,1.17742,1.16741,0.00173712
9,1.18508,1.16937,0.0024107
10,1.19446,1.17188,0.00322057
11,1.18912,1.17345,0.0032871
12,1.21746,1.17712,0.00462705
13,1.23484,1.18156,0.00603681
14,1.23653,1.18548,0.00676313
15,1.23677,1.1889,0.00712415
16,1.25058,1.19276,0.007651
17,1.26486,1.197,0.00829367
18,1.2584,1.20041,0.00850552
19,1.28008,1.2046,0.00903253
20,1.29376,1.20906,0.00961834
