STEP,DISTANCE,AVE_GOFR,ERROR
1,0,0,0
2,0.0323165,0,0
3,0.064633,0,0
4,0.0969496,0,0
5,0.129266,0,0
6,0.161583,0,0
7,0.193899,0,0
8,0.226216,0,0
9,0.258532,0,0
10,0.290849,0,0
11,0.323165,0,0
12,0.355482,0,0
13,0.387798,0,0
14,0.420115,0,0
15,0.452431,0,0
16,0.484748,0,0
17,0.517064,0,0
18,0.549381,0,0
19,0.581697,0,0
20,0.614014,0,0
21,0.64633,0,0
22,0.678647,0,0
23,0.710963,0,0
24,0.74328,0,0
25,0.775596,0,0
26,0.807913,0,0
27,0.84023,0,0
28,0.872546,0.00100452,0.000586204
29,0.904863,0.0361746,0.00404567
30,0.937179,0.246391,0.0116587
31,0.969496,0.727293,0.0243251
32,1.00181,1.27268,0.0390753
33,1.03413,1.79272,0.0510524
34,1.06645,2.05646,0.0626773
35,1.09876,2.22029,0.0794555
36,1.13108,2.15406,0.0716711
37,1.16339,2.03703,0.0619101
38,1.19571,1.92032,0.0582974
39,1.22803,1.82009,0.0533605
40,1.26034,1.69706,0.0556748
41,1.29266,1.60959,0.0484563
42,1.32498,1.50214,0.0447556
43,1.35729,1.38989,0.0388899
44,1.38961,1.34247,0.0409139
45,1.42193,1.24203,0.0330557
46,1.45424,1.21974,0.0305392
47,1.48656,1.19189,0.0313727
48,1.51888,1.16935,0.0310351
49,1.55119,1.18472,0.0344683
50,1.58351,1.14545,0.0319359
51,1.61583,1.11649,0.031107
52,1.64814,1.10406,0.0267135
53,1.68046,1.06923,0.0251271
54,1.71278,1.05854,0.0255228
55,1.74509,1.05119,0.0230246
56,1.77741,1.01838,0.0220675
57,1.80973,1.02422,0.0239157
58,1.84204,1.01918,0.0233962
59,1.87436,1.04336,0.0247922
60,1.90667,1.02563,0.0238568
61,1.93899,1.01923,0.0218384
62,1.97131,1.00582,0.0211969
63,2.00362,1.01806,0.0213255
64,2.03594,1.02195,0.0213114
65,2.06826,1.04888,0.0225244
66,2.10057,1.01882,0.0188001
67,2.13289,1.01957,0.0214538
68,2.16521,1.03171,0.0238023
69,2.19752,1.02407,0.022377
70,2.22984,1.0227,0.0195651
71,2.26216,1.00632,0.0192547
72,2.29447,0.977275,0.0172345
73,2.32679,0.987612,0.0156724
74,2.35911,0.988562,0.0171625
75,2.39142,0.99231,0.0155197
76,2.42374,1.00383,0.0161687
77,2.45606,0.987715,0.0145645
78,2.48837,0.979576,0.0137415
79,2.52069,0.989275,0.0136298
80,2.55301,0.980792,0.012893
81,2.58532,0.988368,0.0121035
82,2.61764,0.977479,0.0127171
83,2.64995,0.994919,0.0182116
84,2.68227,0.999724,0.0147275
85,2.71459,1.01315,0.0145429
86,2.7469,0.989438,0.0132149
87,2.77922,0.991383,0.0143019
88,2.81154,0.995566,0.0150054
89,2.84385,1.00211,0.0120936
90,2.87617,1.00848,0.0191944
91,2.90849,1.00178,0.0208949
92,2.9408,1.0033,0.0243429
93,2.97312,1.01325,0.0260777
94,3.00544,1.00558,0.0321976
95,3.03775,1.04009,0.0480136
96,3.07007,1.02017,0.0271748
97,3.10239,1.01628,0.0206534
98,3.1347,1.00441,0.0162221
99,3.16702,0.99597,0.0133101
100,3.19934,0.995227,0.0125531
101,3.23165,0.993462,0.0101324
102,3.26397,0.997913,0.011558
103,3.29629,0.99422,0.0102361
104,3.3286,0.971797,0.00941794
105,3.36092,0.976579,0.0100641
106,3.39323,0.975495,0.00950437
107,3.42555,0.979563,0.00853127
108,3.45787,0.98478,0.00879427
109,3.49018,0.964501,0.00767977
110,3.5225,0.951606,0.00765422
111,3.55482,0.961362,0.00890547
112,3.58713,0.97679,0.0110217
113,3.61945,0.96562,0.00960188
114,3.65177,0.970738,0.0113249
115,3.68408,0.96759,0.011053
116,3.7164,0.97791,0.0112352
117,3.74872,0.987319,0.012598
118,3.78103,0.981223,0.0113047
119,3.81335,0.984612,0.0115351
120,3.84567,0.982743,0.0118433
121,3.87798,0.982127,0.0130329
122,3.9103,0.989378,0.0111858
123,3.94262,0.990721,0.011355
124,3.97493,0.99288,0.0102564
125,4.00725,0.991875,0.0100156
126,4.03957,0.988236,0.0103481
127,4.07188,0.980615,0.00913864
128,4.1042,0.987277,0.0102118
129,4.13651,0.989485,0.00943206
130,4.16883,0.9859,0.00861027
131,4.20115,0.980194,0.00915022
132,4.23346,0.988791,0.00831822
133,4.26578,0.988317,0.00842529
134,4.2981,0.985493,0.00967978
135,4.33041,0.987543,0.0080545
136,4.36273,0.995524,0.00834971
137,4.39505,0.985708,0.00927857
138,4.42736,0.979113,0.00804883
139,4.45968,0.975249,0.0072818
140,4.492,0.983251,0.00768895
141,4.52431,0.980855,0.00712767
142,4.55663,0.985069,0.00842494
143,4.58895,0.987457,0.00888512
144,4.62126,0.986991,0.00838912
145,4.65358,0.981812,0.00875462
146,4.6859,0.980722,0.00864793
147,4.71821,0.979397,0.00804633
148,4.75053,0.977674,0.00595607
149,4.78285,0.976308,0.00615948
150,4.81516,0.983272,0.00741612
151,4.84748,0.983593,0.00718834
152,4.87979,0.993304,0.00747832
153,4.91211,0.987299,0.00639009
154,4.94443,0.997801,0.00610035
155,4.97674,0.996538,0.00489739
156,5.00906,0.993754,0.00602546
157,5.04138,0.999569,0.00657555
158,5.07369,0.995571,0.00659909
159,5.10601,0.994282,0.00806135
160,5.13833,0.996459,0.008575
161,5.17064,0.994721,0.0102115
162,5.20296,0.995597,0.0132195
163,5.23528,1.00948,0.0179493
164,5.26759,1.01431,0.0289275
165,5.29991,1.00785,0.0151928
166,5.33223,1.00844,0.0109069
167,5.36454,1.0087,0.00941131
168,5.39686,0.999393,0.00735227
