BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-0.105847,-0.105847,0
2,-0.249013,-0.17743,0.0506168
3,-0.319418,-0.224759,0.0513038
4,-0.322248,-0.249131,0.0438867
5,-0.342094,-0.267724,0.0388486
6,-0.352468,-0.281848,0.0348468
7,-0.359415,-0.292929,0.0315814
8,-0.390312,-0.305102,0.0298878
9,-0.381242,-0.313562,0.0277385
10,-0.41417,-0.323623,0.0267269
11,-0.391344,-0.329779,0.0249962
12,-0.424075,-0.337637,0.0241168
13,-0.400812,-0.342497,0.022746
14,-0.406695,-0.347082,0.0215785
15,-0.401728,-0.350725,0.0204452
16,-0.445245,-0.356633,0.0200026
17,-0.430088,-0.360954,0.019287
18,-0.441504,-0.365429,0.0187275
19,-0.433377,-0.369005,0.0180801
20,-0.454789,-0.373294,0.0176775
21,-0.426149,-0.375811,0.017014
22,-0.413984,-0.377546,0.0163288
23,-0.379097,-0.377614,0.015619
24,-0.411218,-0.379014,0.0150309
25,-0.380925,-0.37909,0.0144298
26,-0.342961,-0.377701,0.0139416
27,-0.363854,-0.377188,0.0134347
28,-0.436181,-0.379295,0.013119
29,-0.4118,-0.380416,0.0127144
30,-0.457721,-0.382992,0.012549
31,-0.412506,-0.383944,0.0121803
32,-0.41285,-0.384848,0.0118331
33,-0.394092,-0.385128,0.0114778
34,-0.419321,-0.386134,0.0111842
35,-0.378444,-0.385914,0.0108668
36,-0.415745,-0.386743,0.0105965
37,-0.39031,-0.386839,0.0103106
38,-0.417731,-0.387652,0.0100712
39,-0.40213,-0.388023,0.00981983
40,-0.380729,-0.387841,0.00957603
41,-0.368429,-0.387367,0.00935416
42,-0.44186,-0.388665,0.00922098
43,-0.453956,-0.390183,0.0091307
44,-0.456245,-0.391685,0.00904579
45,-0.400964,-0.391891,0.00884712
46,-0.401027,-0.392089,0.00865702
47,-0.411435,-0.392501,0.00848261
48,-0.467292,-0.394059,0.00844778
49,-0.455219,-0.395307,0.00836708
50,-0.430652,-0.396014,0.00822954
