BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,1.70856,1.70856,0
2,1.70853,1.70854,1.15447e-05
3,1.70834,1.70848,5.45713e-05
4,1.70813,1.70839,8.58694e-05
5,1.70798,1.70831,0.000100665
6,1.70788,1.70824,0.000106467
7,1.7078,1.70817,0.000108228
8,1.70772,1.70812,0.000108619
9,1.70763,1.70806,0.000109315
10,1.70765,1.70802,0.000105843
11,1.70767,1.70799,0.000100775
12,1.70721,1.70792,0.000111271
13,1.70754,1.70789,0.000106551
14,1.70771,1.70788,9.97774e-05
15,1.70757,1.70786,9.52284e-05
16,1.70729,1.70782,9.57979e-05
17,1.70769,1.70782,9.04807e-05
18,1.70759,1.7078,8.62991e-05
19,1.70727,1.70778,8.62498e-05
20,1.70762,1.70777,8.22866e-05
