STEP,DISTANCE,AVE_GOFR,ERROR
1,0,0,0
2,0.0323165,0,0
3,0.064633,0,0
4,0.0969496,0,0
5,0.129266,0,0
6,0.161583,0,0
7,0.193899,0,0
8,0.226216,0,0
9,0.258532,0,0
10,0.290849,0,0
11,0.323165,0,0
12,0.355482,0,0
13,0.387798,0,0
14,0.420115,0,0
15,0.452431,0,0
16,0.484748,0,0
17,0.517064,0,0
18,0.549381,0,0
19,0.581697,0,0
20,0.614014,0,0
21,0.64633,0,0
22,0.678647,0,0
23,0.710963,0,0
24,0.74328,0,0
25,0.775596,0,0
26,0.807913,0,0
27,0.84023,0,0
28,0.872546,0,0
29,0.904863,0.0118253,0.0115258
30,0.937179,0.0882978,0.0360004
31,0.969496,0.428973,0.167075
32,1.00181,0.269728,0.0800225
33,1.03413,0.310428,0.102078
34,1.06645,0.336914,0.0902521
35,1.09876,0.317667,0.0909791
36,1.13108,0.268843,0.0754979
37,1.16339,0.255953,0.0819293
38,1.19571,0.226961,0.0605182
39,1.22803,0.206193,0.052135
40,1.26034,0.195326,0.0507916
41,1.29266,0.254743,0.0732047
42,1.32498,0.22208,0.0601133
43,1.35729,0.226256,0.0659206
44,1.38961,0.242509,0.0883937
45,1.42193,0.262601,0.0860136
46,1.45424,0.27333,0.0854823
47,1.48656,0.303904,0.0839954
48,1.51888,0.274601,0.0747299
49,1.55119,0.238892,0.0615733
50,1.58351,0.262839,0.0714887
51,1.61583,0.266914,0.0646006
52,1.64814,0.26307,0.0619885
53,1.68046,0.300351,0.0670903
54,1.71278,0.315009,0.0630871
55,1.74509,0.323988,0.0678413
56,1.77741,0.416888,0.0943653
57,1.80973,0.385439,0.0845961
58,1.84204,0.399882,0.0883485
59,1.87436,0.435959,0.0891523
60,1.90667,0.400091,0.0787465
61,1.93899,0.391508,0.0733068
62,1.97131,0.508059,0.0954999
63,2.00362,0.515852,0.0925213
64,2.03594,0.453928,0.0769909
65,2.06826,0.475437,0.0770635
66,2.10057,0.551405,0.0891472
67,2.13289,0.607516,0.0925911
68,2.16521,0.566746,0.0897548
69,2.19752,0.581679,0.0902259
70,2.22984,0.60619,0.089906
71,2.26216,0.608267,0.0892588
72,2.29447,0.699414,0.098924
73,2.32679,0.781099,0.108987
74,2.35911,0.77769,0.111397
75,2.39142,0.976439,0.13903
76,2.42374,0.870776,0.111523
77,2.45606,0.900312,0.10987
78,2.48837,0.895766,0.118205
79,2.52069,0.914682,0.107305
80,2.55301,0.958068,0.109558
81,2.58532,0.873233,0.104817
82,2.61764,0.929307,0.1157
83,2.64995,0.962086,0.105993
84,2.68227,0.963917,0.115783
85,2.71459,1.02489,0.131161
86,2.7469,1.08743,0.14259
87,2.77922,1.20844,0.133955
88,2.81154,1.20219,0.157085
89,2.84385,1.32932,0.171181
90,2.87617,1.48162,0.194941
91,2.90849,1.56688,0.239831
92,2.9408,1.61736,0.291976
93,2.97312,2.29655,0.350745
94,3.00544,2.74175,0.695552
95,3.03775,3.0567,1.25406
96,3.07007,2.1744,0.457626
97,3.10239,1.83061,0.280915
98,3.1347,1.60383,0.216687
99,3.16702,1.42688,0.171806
100,3.19934,1.28121,0.141373
101,3.23165,1.16916,0.117988
102,3.26397,1.17391,0.0998365
103,3.29629,1.08321,0.0889153
104,3.3286,0.987339,0.0857591
105,3.36092,0.95202,0.0866744
106,3.39323,0.916836,0.0827514
107,3.42555,0.893617,0.0820753
108,3.45787,0.838379,0.0826238
109,3.49018,0.789059,0.0775538
110,3.5225,0.753591,0.0765889
111,3.55482,0.736044,0.077857
112,3.58713,0.746678,0.0807971
113,3.61945,0.751299,0.0827226
114,3.65177,0.721612,0.0827931
115,3.68408,0.708829,0.082608
116,3.7164,0.707704,0.0838648
117,3.74872,0.685859,0.079268
118,3.78103,0.706809,0.0863536
119,3.81335,0.752424,0.0951102
120,3.84567,0.724168,0.0879157
121,3.87798,0.728677,0.0906423
122,3.9103,0.689343,0.0782044
123,3.94262,0.682412,0.0713537
124,3.97493,0.689011,0.0686574
125,4.00725,0.767708,0.0785747
126,4.03957,0.780223,0.0766388
127,4.07188,0.80087,0.0694441
128,4.1042,0.791338,0.0588417
129,4.13651,0.759158,0.057228
130,4.16883,0.780077,0.0572274
131,4.20115,0.900566,0.0673357
132,4.23346,0.962496,0.0617834
133,4.26578,0.958593,0.136197
134,4.2981,1.25114,0.28353
135,4.33041,0.991387,0.0975681
136,4.36273,0.898423,0.058255
137,4.39505,0.883831,0.055981
138,4.42736,0.853655,0.0558249
139,4.45968,0.825575,0.0606722
140,4.492,0.800364,0.059558
141,4.52431,0.792639,0.0661081
142,4.55663,0.799685,0.0704095
143,4.58895,0.808218,0.0759177
144,4.62126,0.778991,0.075139
145,4.65358,0.759276,0.0776528
146,4.6859,0.793177,0.080279
147,4.71821,0.833979,0.083316
148,4.75053,0.82,0.0803424
149,4.78285,0.813172,0.0801079
150,4.81516,0.852322,0.0815627
151,4.84748,0.90355,0.0820452
152,4.87979,0.899994,0.0796046
153,4.91211,0.935392,0.0742667
154,4.94443,0.967367,0.0742103
155,4.97674,0.948886,0.0733385
156,5.00906,1.06386,0.0746061
157,5.04138,1.04705,0.0751936
158,5.07369,1.12251,0.0780333
159,5.10601,1.24865,0.0840042
160,5.13833,1.22949,0.115075
161,5.17064,1.3909,0.139005
162,5.20296,1.7342,0.196693
163,5.23528,2.01877,0.422437
164,5.26759,2.29501,0.843904
165,5.29991,1.69046,0.284552
166,5.33223,1.45517,0.160288
167,5.36454,1.3171,0.120195
168,5.39686,1.25534,0.0881427
169,5.42918,1.1828,0.077605
170,5.46149,1.11807,0.0710367
171,5.49381,1.04945,0.0663912
