BLOCK,ACTUAL_P,P_AVE,ERROR
1,4.442191e-02,4.442191e-02,0.000000e+00
2,4.963268e-02,4.702729e-02,1.842287e-03
3,5.191281e-02,4.865580e-02,1.810104e-03
4,5.334456e-02,4.982799e-02,1.695151e-03
5,5.415167e-02,5.069272e-02,1.561179e-03
6,5.331959e-02,5.113053e-02,1.360987e-03
7,5.374526e-02,5.150407e-02,1.216740e-03
8,5.394871e-02,5.180965e-02,1.102353e-03
9,5.554210e-02,5.222436e-02,1.055000e-03
10,5.527399e-02,5.252933e-02,9.925983e-04
11,5.369768e-02,5.263554e-02,9.080270e-04
12,5.344150e-02,5.270270e-02,8.348383e-04
13,5.275367e-02,5.270662e-02,7.706292e-04
14,5.370553e-02,5.277798e-02,7.188797e-04
15,5.522833e-02,5.294133e-02,6.892650e-04
16,5.577360e-02,5.311835e-02,6.685303e-04
17,5.520371e-02,5.324102e-02,6.403602e-04
18,5.551006e-02,5.336707e-02,6.170675e-04
19,5.416888e-02,5.340927e-02,5.860315e-04
20,5.370817e-02,5.342422e-02,5.569204e-04
21,5.403301e-02,5.345321e-02,5.311544e-04
22,5.385826e-02,5.347162e-02,5.073300e-04
23,5.288313e-02,5.344603e-02,4.859170e-04
24,5.384131e-02,5.346250e-02,4.659495e-04
25,5.399944e-02,5.348398e-02,4.478062e-04
26,5.400834e-02,5.350415e-02,4.310368e-04
27,5.339103e-02,5.349996e-02,4.150928e-04
28,5.359861e-02,5.350348e-02,4.002830e-04
29,5.306199e-02,5.348826e-02,3.867696e-04
30,5.273462e-02,5.346314e-02,3.746922e-04
31,5.219044e-02,5.342208e-02,3.648476e-04
32,5.460257e-02,5.345897e-02,3.553062e-04
33,5.390928e-02,5.347262e-02,3.448013e-04
34,5.512341e-02,5.352117e-02,3.380612e-04
35,5.490348e-02,5.356067e-02,3.307013e-04
36,5.588880e-02,5.362534e-02,3.277775e-04
37,5.397228e-02,5.363471e-02,3.190527e-04
38,5.474712e-02,5.366399e-02,3.119967e-04
39,5.441510e-02,5.368325e-02,3.045906e-04
40,5.538031e-02,5.372567e-02,2.999161e-04
41,5.413936e-02,5.373576e-02,2.927707e-04
42,5.577500e-02,5.378432e-02,2.897981e-04
43,5.395957e-02,5.378839e-02,2.830873e-04
44,5.340346e-02,5.377964e-02,2.767886e-04
45,5.541824e-02,5.381606e-02,2.730224e-04
46,5.387775e-02,5.381740e-02,2.670905e-04
47,5.286871e-02,5.379721e-02,2.621693e-04
48,5.267466e-02,5.377383e-02,2.577484e-04
49,5.240861e-02,5.374597e-02,2.539896e-04
50,5.358802e-02,5.374281e-02,2.489295e-04
