BLOCK,ACTUAL_P,P_AVE,ERROR
1,0.0436143,0.0436143,0
2,0.0483349,0.0459746,0.00166897
3,0.0506607,0.0475366,0.00169252
4,0.0507569,0.0483417,0.00144826
5,0.051397,0.0489527,0.00128105
6,0.051758,0.0494203,0.0011497
7,0.0519932,0.0497878,0.00104255
8,0.0529644,0.0501849,0.000984951
9,0.0527028,0.0504647,0.00091438
10,0.0537987,0.0507981,0.000881631
11,0.0530443,0.0510023,0.000824792
12,0.0541474,0.0512644,0.000796615
13,0.0533289,0.0514232,0.000751001
14,0.0535627,0.051576,0.000712737
15,0.053416,0.0516987,0.000675695
16,0.0548696,0.0518969,0.000661891
17,0.0543135,0.052039,0.000638038
18,0.0546707,0.0521852,0.000619116
19,0.0544158,0.0523026,0.000597558
20,0.0551616,0.0524456,0.000584528
21,0.0541934,0.0525288,0.000562588
22,0.053775,0.0525854,0.00053986
23,0.0526417,0.0525879,0.000516393
24,0.0537185,0.052635,0.000497021
25,0.0526903,0.0526372,0.000477145
26,0.0514614,0.052592,0.000460931
27,0.052113,0.0525742,0.000444201
28,0.0545699,0.0526455,0.000434017
29,0.0536871,0.0526814,0.000420534
30,0.0552362,0.0527666,0.000415049
31,0.0537345,0.0527978,0.000402833
32,0.0537544,0.0528277,0.000391352
33,0.053104,0.0528361,0.000379583
34,0.054004,0.0528704,0.000369969
35,0.0526209,0.0528633,0.000359467
36,0.0538693,0.0528912,0.000350567
37,0.0530025,0.0528942,0.000341105
38,0.0538989,0.0529207,0.000333151
39,0.0534374,0.0529339,0.000324872
40,0.0527032,0.0529282,0.000316802
41,0.0523052,0.052913,0.000309439
42,0.054711,0.0529558,0.000305018
43,0.0550992,0.0530056,0.00030197
44,0.0551964,0.0530554,0.000299184
45,0.0533834,0.0530627,0.000292624
46,0.0533875,0.0530698,0.000286348
47,0.053692,0.053083,0.000280561
48,0.0555659,0.0531347,0.000279444
49,0.0551258,0.0531754,0.00027668
50,0.0543189,0.0531982,0.00027209
