BLOCK,ACTUAL_T,T_AVE,ERROR
1,1.0066,1.0066,0
2,1.10194,1.05427,0.033705
3,1.14882,1.08579,0.0341639
4,1.15067,1.10201,0.0292212
5,1.16394,1.1144,0.0258693
6,1.17093,1.12382,0.0232103
7,1.17545,1.13119,0.0210339
8,1.19603,1.1393,0.0199047
9,1.19007,1.14494,0.0184751
10,1.21195,1.15164,0.0178014
11,1.19682,1.15575,0.0166503
12,1.21858,1.16098,0.016065
13,1.2031,1.16422,0.0151524
14,1.20701,1.16728,0.0143751
15,1.20365,1.1697,0.0136197
16,1.23267,1.17364,0.0133248
17,1.22261,1.17652,0.0128486
18,1.23022,1.1795,0.0124763
19,1.22479,1.18189,0.0120451
20,1.23912,1.18475,0.011778
21,1.22,1.18643,0.0113361
22,1.21196,1.18759,0.01088
23,1.18869,1.18764,0.0104071
24,1.21009,1.18857,0.0100154
25,1.18985,1.18862,0.00961495
26,1.16447,1.18769,0.00928991
27,1.17845,1.18735,0.00895215
28,1.22672,1.18876,0.00874215
29,1.2104,1.1895,0.00847251
30,1.24099,1.19122,0.0083621
31,1.21088,1.19185,0.00811638
32,1.21107,1.19245,0.00788493
33,1.19859,1.19264,0.00764819
34,1.21552,1.19331,0.00745279
35,1.1882,1.19317,0.00724128
36,1.21309,1.19372,0.00706125
37,1.19612,1.19379,0.00687071
38,1.21437,1.19433,0.00671121
39,1.20397,1.19457,0.00654368
40,1.18973,1.19445,0.00638121
41,1.18155,1.19414,0.00623333
42,1.2304,1.195,0.00614443
43,1.23848,1.19601,0.00608417
44,1.24008,1.19701,0.00602776
45,1.20324,1.19715,0.0058954
46,1.20326,1.19729,0.00576873
47,1.21009,1.19756,0.00565242
48,1.24728,1.19859,0.00562876
49,1.23929,1.19942,0.00557484
50,1.22284,1.19989,0.00548298
