#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.51934     1.51934           0
           2     1.06306      1.2912    0.161318
           3     1.09543     1.22594     0.12002
           4     1.02171     1.17489    0.100289
           5     1.09861     1.15963   0.0813834
           6     1.04922     1.14123   0.0698687
           7     1.07221     1.13137   0.0605793
           8     1.10964     1.12865   0.0530677
           9     1.07391     1.12257   0.0475187
          10     1.05857     1.11617   0.0431957
          11     1.01034     1.10655   0.0403259
          12     1.03383     1.10049    0.037418
          13     1.05352     1.09688   0.0347137
          14     1.02121     1.09147   0.0326522
          15     1.02228     1.08686   0.0307995
          16     1.05538     1.08489   0.0289373
          17     1.03706     1.08208   0.0273715
          18     1.02899     1.07913   0.0260093
          19     1.04686     1.07743   0.0246958
          20     1.06469     1.07679   0.0234692
          21     1.06992     1.07646   0.0223539
          22     1.03145     1.07442   0.0214312
          23     1.07321     1.07437   0.0204995
          24     1.10336     1.07557   0.0196809
          25     1.02855     1.07369   0.0189834
          26       1.063     1.07328   0.0182577
          27     1.02412     1.07146    0.017672
          28      1.0194      1.0696   0.0171384
          29     1.13405     1.07182   0.0166909
          30     1.04495     1.07093   0.0161586
          31     1.08288     1.07131   0.0156419
          32     1.05247     1.07072   0.0151642
          33     1.06717     1.07062   0.0147051
          34     1.06537     1.07046   0.0142734
          35     1.13052     1.07218   0.0139683
          36     1.01736     1.07066   0.0136631
          37     1.09618     1.07135   0.0133112
          38     1.06277     1.07112   0.0129628
          39     1.07343     1.07118   0.0126306
          40     1.07464     1.07127   0.0123151
          41     1.03082     1.07028   0.0120542
          42     1.06243     1.07009   0.0117686
          43     1.01512     1.06881   0.0115642
          44     1.02904     1.06791   0.0113366
          45     1.01756     1.06679   0.0111398
          46      1.0982     1.06747   0.0109185
          47     1.04972      1.0671   0.0106927
          48      1.1375     1.06856   0.0105701
          49     1.07832     1.06876   0.0103562
          50      1.1199     1.06978   0.0101995
          51     1.05803     1.06955   0.0100021
          52     1.00432      1.0683  0.00988812
          53     1.00181     1.06705  0.00978081
          54      1.0532     1.06679  0.00960304
          55     1.08729     1.06716  0.00943567
          56     1.12757     1.06824  0.00932865
          57     1.08948     1.06861  0.00917242
          58     1.09106       1.069  0.00902244
          59     1.00099     1.06785  0.00894286
          60     1.00442     1.06679  0.00885607
          61     1.05469     1.06659  0.00871311
          62     1.06779     1.06661   0.0085726
          63     1.02741     1.06599  0.00845908
          64     1.05852     1.06587  0.00832771
          65     1.08005     1.06609  0.00820245
          66     1.06558     1.06608  0.00807817
          67     1.08228     1.06632  0.00796122
          68     1.06802     1.06635  0.00784418
          69      1.0991     1.06682  0.00774485
          70      1.0908     1.06717  0.00764178
          71     1.07368     1.06726   0.0075347
          72     1.03701     1.06684  0.00744175
          73     1.03955     1.06646   0.0073492
          74     1.05334     1.06629  0.00725203
          75    0.981918     1.06516  0.00724205
          76      1.1132     1.06579  0.00717429
          77     1.08444     1.06604   0.0070852
          78     1.06407     1.06601  0.00699441
          79     1.03893     1.06567  0.00691427
          80     1.03633      1.0653  0.00683756
          81     1.09634     1.06568  0.00676387
          82     1.08844     1.06596  0.00668708
          83     1.07528     1.06607  0.00660745
          84     1.08164     1.06626  0.00653139
          85     1.09157     1.06656  0.00646134
          86     1.05251     1.06639  0.00638827
          87     1.08417      1.0666  0.00631811
          88     1.04792     1.06639  0.00624988
          89    0.984544     1.06547  0.00624694
          90     1.04008     1.06518  0.00618389
          91     1.07197     1.06526  0.00611639
          92      1.0457     1.06505   0.0060536
          93     1.05152      1.0649  0.00599026
          94     1.02018     1.06443   0.0059454
          95     1.01583     1.06391  0.00590478
          96      1.0847     1.06413  0.00584724
          97     1.09983      1.0645  0.00579853
          98      1.0331     1.06418  0.00574821
          99      1.0772     1.06431  0.00569165
         100     1.05475     1.06421  0.00563553
