#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.52869     1.52869           0
           2      1.1118     1.32025    0.147394
           3     1.06047     1.23365    0.121056
           4     1.11001     1.20274   0.0946559
           5     1.12887     1.18797   0.0768692
           6     1.09541     1.17254   0.0655874
           7     1.12362     1.16555   0.0565889
           8      1.0538     1.15158   0.0512106
           9      1.1324     1.14945   0.0455648
          10     1.13874     1.14838   0.0410209
          11     1.13105     1.14681    0.037322
          12     1.06236     1.13977    0.034869
          13     1.10248      1.1369   0.0323045
          14     1.03627     1.12971   0.0307863
          15      1.0618     1.12518   0.0290649
          16      1.0056     1.11771   0.0281929
          17      1.0371     1.11297   0.0269303
          18     1.12421     1.11359   0.0254414
          19     1.14678     1.11534   0.0241623
          20     1.12494     1.11582   0.0229589
          21     1.14818     1.11736   0.0219173
          22     1.09712     1.11644   0.0209404
          23     1.04378     1.11328   0.0202668
          24     1.16407      1.1154   0.0195325
          25     1.10895     1.11514   0.0187529
          26     1.07758     1.11369   0.0180872
          27     1.08707     1.11271   0.0174442
          28     1.09734     1.11216   0.0168298
          29     1.12566     1.11263   0.0162559
          30     1.11378     1.11266   0.0157141
          31     1.13939     1.11353   0.0152308
          32      1.1472     1.11458   0.0147912
          33     1.14953     1.11564   0.0143808
          34     1.12842     1.11601   0.0139628
          35     1.18135     1.11788   0.0136881
          36     1.03821     1.11567   0.0134856
          37     1.12812       1.116   0.0131253
          38     1.11259     1.11591   0.0127802
          39     1.11276     1.11583   0.0124528
          40     1.03891     1.11391    0.012289
          41      1.1077     1.11376   0.0119902
          42     1.11713     1.11384    0.011705
          43     1.07347      1.1129   0.0114704
          44     1.05723     1.11163   0.0112793
          45     1.06906     1.11069   0.0110682
          46     1.09696     1.11039   0.0108316
          47     1.06321     1.10939   0.0106476
          48     1.14991     1.11023   0.0104592
          49     1.08225     1.10966   0.0102613
          50     1.09149      1.1093   0.0100625
          51     1.12881     1.10968  0.00987247
          52     1.12809     1.11003  0.00968896
          53     1.05785     1.10905  0.00955604
          54     1.07775     1.10847  0.00939664
          55      1.0853     1.10805  0.00923523
          56     1.11177     1.10811  0.00907055
          57     1.12776     1.10846  0.00891797
          58     1.08878     1.10812  0.00877066
          59     1.07154      1.1075  0.00864389
          60     1.08859     1.10718  0.00850558
          61     1.02908      1.1059  0.00846195
          62     1.09089     1.10566  0.00832893
          63       1.088     1.10538  0.00820145
          64     1.08296     1.10503  0.00808078
          65     1.09309     1.10485  0.00795855
          66     1.12809      1.1052  0.00784575
          67     1.10562     1.10521  0.00772865
          68     1.07332     1.10474  0.00762921
          69     1.13797     1.10522  0.00753382
          70     1.11339     1.10534   0.0074271
          71     1.14879     1.10595  0.00734767
          72     1.07152     1.10547  0.00726116
          73     1.10458     1.10546   0.0071617
          74     1.08728     1.10521  0.00706913
          75     1.07198     1.10477  0.00698874
          76     1.12867     1.10508  0.00690386
          77     1.08646     1.10484  0.00681844
          78     1.09883     1.10476  0.00673146
          79     1.09201      1.1046  0.00664818
          80     1.03928     1.10379  0.00661503
          81     1.08836      1.1036   0.0065361
          82     1.07601     1.10326  0.00646505
          83     1.06892     1.10285  0.00640037
          84      1.0361     1.10205  0.00637332
          85     1.10075     1.10204  0.00629835
          86     1.12334     1.10228  0.00622999
          87     1.11762     1.10246  0.00616087
          88     1.06266     1.10201  0.00610744
          89     1.12056     1.10222  0.00604238
          90     1.10711     1.10227  0.00597548
          91     1.14433     1.10273  0.00592766
          92     1.08138      1.1025  0.00586777
          93     1.10023     1.10248  0.00580473
          94     1.07177     1.10215  0.00575216
          95     1.05232     1.10162  0.00571547
          96     1.04803     1.10107  0.00568314
          97     1.06764     1.10072  0.00563499
          98     1.10986     1.10081  0.00557826
          99      1.0999     1.10081  0.00552192
         100     1.13592     1.10116  0.00547785
