#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.56311     1.56311           0
           2     1.15587     1.35949    0.143982
           3     1.21458     1.31119    0.103775
           4     1.15746     1.27276   0.0846492
           5     1.20003     1.25821   0.0689577
           6     1.16217      1.2422   0.0592936
           7     1.18975     1.23471   0.0512943
           8     1.17574     1.22734    0.045409
           9     1.17949     1.22202   0.0406735
          10     1.11782      1.2116   0.0379174
          11     1.16309     1.20719   0.0347259
          12     1.16325     1.20353   0.0320246
          13     1.18429     1.20205   0.0295954
          14     1.08003     1.19334   0.0287361
          15     1.07839     1.18567   0.0278233
          16     1.24011     1.18907   0.0262916
          17     1.16413     1.18761   0.0247859
          18     1.19438     1.18798   0.0234118
          19     1.11918     1.18436   0.0224579
          20     1.19434     1.18486   0.0213405
          21     1.08864     1.18028   0.0208104
          22     1.12704     1.17786   0.0200047
          23     1.18871     1.17833   0.0191404
          24     1.10534     1.17529    0.018583
          25     1.15021     1.17429   0.0178667
          26     1.11925     1.17217   0.0173045
          27     1.12069     1.17026   0.0167683
          28     1.13919     1.16915   0.0162061
          29     1.14766     1.16841   0.0156642
          30      1.1461     1.16767   0.0151597
          31     1.05561     1.16405   0.0150955
          32     1.12053     1.16269   0.0146849
          33     1.18508     1.16337   0.0142556
          34     1.06372     1.16044   0.0141344
          35      1.1215     1.15933   0.0137743
          36      1.1358     1.15867   0.0134072
          37     1.17156     1.15902   0.0130493
          38     1.12488     1.15812   0.0127368
          39      1.1361     1.15756   0.0124227
          40      1.1622     1.15768   0.0121127
          41     1.18942     1.15845    0.011842
          42     1.19488     1.15932   0.0115918
          43     1.13383     1.15872   0.0113373
          44     1.17114     1.15901   0.0110832
          45     1.17768     1.15942   0.0108447
          46     1.20268     1.16036   0.0106496
          47     1.17939     1.16077   0.0104307
          48     1.17302     1.16102   0.0102165
          49     1.21109     1.16204    0.010059
          50     1.13748     1.16155  0.00986979
          51     1.19901     1.16229  0.00970355
          52     1.18712     1.16276  0.00952869
          53     1.12763      1.1621  0.00937194
          54     1.20418     1.16288  0.00923072
          55     1.15265     1.16269  0.00906476
          56     1.16059     1.16266  0.00890297
          57     1.16451     1.16269  0.00874684
          58     1.12474     1.16204  0.00862047
          59     1.14744     1.16179  0.00847791
          60     1.21216     1.16263  0.00837807
          61     1.20753     1.16336    0.008273
          62     1.14756     1.16311  0.00814349
          63     1.20375     1.16375  0.00803974
          64     1.20377     1.16438  0.00793839
          65     1.15174     1.16418  0.00781864
          66     1.14953     1.16396  0.00770333
          67     1.12459     1.16337  0.00761074
          68     1.21214     1.16409  0.00753252
          69     1.12489     1.16352  0.00744475
          70     1.13995     1.16319  0.00734601
          71     1.13616     1.16281   0.0072524
          72      1.1382     1.16246  0.00715972
          73     1.12419     1.16194  0.00708081
          74     1.13998     1.16164  0.00699134
          75     1.15648     1.16157  0.00689846
          76     1.14831      1.1614   0.0068099
          77     1.24678     1.16251  0.00681114
          78     1.15169     1.16237  0.00672523
          79     1.13456     1.16202   0.0066493
          80     1.05963     1.16074  0.00668823
          81     1.13371      1.1604  0.00661398
          82     1.14283     1.16019  0.00653679
          83     1.20455     1.16073  0.00647985
          84     1.20035      1.1612  0.00641985
          85     1.15846     1.16116  0.00634441
          86     1.07581     1.16017  0.00634779
          87     1.17316     1.16032  0.00627658
          88     1.15137     1.16022  0.00620608
          89     1.17343     1.16037  0.00613813
          90      1.1597     1.16036  0.00606993
          91     1.16344     1.16039  0.00600332
          92     1.21392     1.16098   0.0059662
          93     1.10198     1.16034  0.00593567
          94     1.12611     1.15998  0.00588369
          95     1.15555     1.15993  0.00582194
          96     1.13013     1.15962  0.00576956
          97     1.16205     1.15965  0.00571014
          98     1.11565      1.1592  0.00566949
          99     1.13462     1.15895  0.00561765
         100     1.10458      1.1584  0.00558773
