#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.55021     1.55021           0
           2     1.14128     1.34575    0.144579
           3     1.14695     1.27948    0.110533
           4     1.10147     1.23498   0.0914206
           5     1.10814     1.20961   0.0765754
           6      1.1034     1.19191    0.065827
           7     1.18756     1.19129   0.0564261
           8     1.15069     1.18621   0.0496005
           9      1.1441     1.18153   0.0443095
          10     1.13038     1.17642   0.0401728
          11     1.07372     1.16708   0.0375899
          12     1.13021     1.16401   0.0345827
          13     1.10504     1.15947   0.0322187
          14     1.10781     1.15578   0.0301279
          15     1.11366     1.15298     0.02825
          16     1.16249     1.15357   0.0264906
          17     1.13616     1.15255   0.0249521
          18     1.02987     1.14573   0.0244789
          19     1.15465      1.1462    0.023195
          20      1.1048     1.14413   0.0221275
          21      1.0762      1.1409   0.0213089
          22     1.12158     1.14002   0.0203584
          23      1.1223     1.13925   0.0194879
          24     1.05733     1.13583   0.0189724
          25     1.08039     1.13362   0.0183427
          26     1.09371     1.13208   0.0177013
          27     1.14638     1.13261   0.0170536
          28     1.09212     1.13116   0.0165058
          29     1.11958     1.13077   0.0159414
          30     1.05274     1.12816   0.0156208
          31     1.10546     1.12743   0.0151341
          32     1.09943     1.12656   0.0146864
          33     1.14948     1.12725   0.0142578
          34     1.14551     1.12779   0.0138485
          35     1.12952     1.12784    0.013453
          36     1.10161     1.12711    0.013099
          37     1.11803     1.12686   0.0127472
          38     1.11037     1.12643   0.0124192
          39     1.08074     1.12526   0.0121559
          40     1.07824     1.12408   0.0119087
          41     1.04319     1.12211   0.0117805
          42     1.02443     1.11978   0.0117273
          43     1.03781     1.11788   0.0116085
          44     1.11078     1.11772   0.0113458
          45     1.01786      1.1155   0.0113086
          46     1.07075     1.11452   0.0111045
          47     1.12476     1.11474   0.0108704
          48     1.06869     1.11378   0.0106862
          49     1.10047     1.11351   0.0104716
          50     1.07568     1.11275   0.0102894
          51     1.09848     1.11247   0.0100915
          52     1.18579     1.11388  0.00999542
          53      1.1017     1.11365  0.00980947
          54     1.09782     1.11336   0.0096322
          55     1.08385     1.11282    0.009472
          56     1.10444     1.11268  0.00930404
          57     1.19729     1.11416  0.00925847
          58     1.06333     1.11328  0.00914023
          59     1.11811     1.11337  0.00898568
          60     1.09606     1.11308  0.00884054
          61     1.08338     1.11259  0.00870902
          62     1.11171     1.11258  0.00856856
          63      1.1496     1.11316  0.00845268
          64     1.12507     1.11335  0.00832265
          65     1.10687     1.11325  0.00819521
          66     1.08239     1.11278  0.00808436
          67     1.14891     1.11332  0.00798166
          68     1.10678     1.11323  0.00786486
          69     1.12375     1.11338  0.00775236
          70     1.18375     1.11438  0.00770653
          71     1.15678     1.11498  0.00762108
          72     1.10408     1.11483  0.00751673
          73     1.13871     1.11516  0.00742088
          74      1.1403      1.1155  0.00732837
          75      1.2063     1.11671     0.00733
          76     1.10082      1.1165  0.00723653
          77     1.04857     1.11562  0.00719612
          78      1.0959     1.11536   0.0071083
          79     1.08516     1.11498   0.0070286
          80     1.11709     1.11501  0.00694079
          81     1.14172     1.11534  0.00686294
          82     1.07371     1.11483  0.00679799
          83     1.08081     1.11442  0.00672843
          84     1.10111     1.11426  0.00665019
          85     1.11041     1.11422  0.00657211
          86     1.10969     1.11416   0.0064959
          87     1.10911      1.1141  0.00642149
          88     1.11013     1.11406  0.00634868
          89      1.1018     1.11392  0.00627884
          90     1.08774     1.11363  0.00621581
          91     1.13464     1.11386  0.00615179
          92     1.05242     1.11319  0.00612108
          93     1.13373     1.11341  0.00605924
          94     1.13169     1.11361   0.0059979
          95     1.11567     1.11363   0.0059348
          96     1.16484     1.11416  0.00589691
          97     1.08068     1.11382  0.00584621
          98     1.08841     1.11356   0.0057923
          99     1.13219     1.11375  0.00573685
         100     1.05758     1.11319  0.00570691
