#     BLOCK:   ACTUAL_T:     T_AVE:       ERROR:
           1     1.55805     1.55805           0
           2     1.09435      1.3262    0.163943
           3     1.12358     1.25866    0.122419
           4     1.14776     1.23094   0.0949025
           5     1.10531     1.20581   0.0791781
           6     1.03554     1.17743    0.070885
           7     1.09086     1.16507   0.0618282
           8     1.12505     1.16006   0.0543016
           9     1.04606      1.1474   0.0497235
          10     1.02098     1.13476   0.0463304
          11    0.980493     1.12073   0.0441901
          12     1.03067     1.11323     0.04114
          13     1.02918     1.10676     0.03848
          14     1.03868      1.1019   0.0360374
          15      1.0943     1.10139   0.0336385
          16     1.06536     1.09914   0.0316114
          17     1.08415     1.09826   0.0297642
          18     1.05996     1.09613   0.0281865
          19     1.04255     1.09331   0.0268437
          20      1.1379     1.09554   0.0255939
          21     1.06769     1.09421   0.0244095
          22     1.07223     1.09321   0.0233204
          23     1.10257     1.09362     0.02231
          24     1.15686     1.09626   0.0215355
          25     1.07461     1.09539   0.0206915
          26     1.10797     1.09587   0.0199013
          27     1.08821     1.09559   0.0191663
          28     1.06094     1.09435   0.0185216
          29     1.04871     1.09278   0.0179497
          30     1.04648     1.09124   0.0174176
          31     1.00419     1.08843   0.0170806
          32      1.0767     1.08806   0.0165507
          33     1.07301     1.08761   0.0160555
          34     1.04759     1.08643   0.0156263
          35        1.02     1.08453   0.0152947
          36       1.059     1.08382   0.0148863
          37     1.10078     1.08428    0.014491
          38     1.18611     1.08696   0.0143553
          39     1.07836     1.08674   0.0139889
          40      1.0353     1.08545   0.0136981
          41     1.07963     1.08531   0.0133648
          42     1.09431     1.08553   0.0130483
          43     1.09868     1.08583   0.0127484
          44     1.15115     1.08732   0.0125448
          45     1.15057     1.08872   0.0123445
          46     1.07038     1.08832   0.0120826
          47     1.11927     1.08898   0.0118435
          48     1.08129     1.08882   0.0115978
          49     1.11624     1.08938   0.0113746
          50     1.10018      1.0896   0.0111492
          51      1.1414     1.09061   0.0109767
          52     1.15611     1.09187   0.0108377
          53     1.10245     1.09207    0.010635
          54      1.0341       1.091   0.0104921
          55     1.08133     1.09082   0.0103028
          56     1.08742     1.09076    0.010119
          57      1.0527     1.09009  0.00996351
          58     1.05622     1.08951  0.00980882
          59     1.15497     1.09062  0.00970511
          60     1.09557      1.0907  0.00954371
          61     1.02896     1.08969  0.00944078
          62     1.02634     1.08867  0.00934364
          63     1.14524     1.08957  0.00923838
          64     1.05201     1.08898  0.00911265
          65     1.08656     1.08894  0.00897253
          66     1.13438     1.08963  0.00886296
          67     1.02862     1.08872  0.00877733
          68     1.07287     1.08849  0.00865134
          69     1.11295     1.08884  0.00853322
          70      1.1302     1.08943  0.00843174
          71     1.11165     1.08974  0.00831879
          72     1.10777     1.08999  0.00820702
          73     1.06496     1.08965  0.00810176
          74     1.04214     1.08901  0.00801768
          75      1.0178     1.08806   0.0079668
          76     1.09795     1.08819  0.00786304
          77     1.11926     1.08859  0.00777126
          78       1.058      1.0882  0.00768152
          79     1.05751     1.08781  0.00759411
          80     1.06479     1.08752  0.00750463
          81     1.10734     1.08777  0.00741597
          82     1.04748     1.08728  0.00734179
          83     0.99307     1.08614  0.00734055
          84     1.04482     1.08565  0.00726963
          85     1.11756     1.08603  0.00719379
          86     1.05077     1.08562  0.00712181
          87     1.13709     1.08621  0.00706448
          88     1.15382     1.08698  0.00702586
          89      1.1329     1.08749  0.00696584
          90     1.07476     1.08735  0.00688988
          91     1.06133     1.08707   0.0068201
          92     1.14346     1.08768  0.00677346
          93     1.02773     1.08703  0.00673122
          94     1.05409     1.08668  0.00666874
          95      1.0942     1.08676  0.00659901
          96     1.03966     1.08627  0.00654849
          97     1.02467     1.08564   0.0065117
          98     1.10461     1.08583  0.00644813
          99      1.0256     1.08522  0.00641164
         100     1.07642     1.08513  0.00634813
