BLOCK,ACTUAL_TE,TE_AVE,ERROR
1,1.37054,1.37054,0
2,1.37001,1.37028,0.000187
3,1.37009,1.37021,0.000135057
4,1.37016,1.3702,0.000101918
5,1.37009,1.37018,8.38899e-05
6,1.36999,1.37015,7.54227e-05
7,1.37002,1.37013,6.67136e-05
8,1.3699,1.3701,6.41715e-05
9,1.36995,1.37008,5.91064e-05
10,1.36987,1.37006,5.6893e-05
11,1.36987,1.37005,5.42737e-05
12,1.36991,1.37003,5.09144e-05
13,1.36996,1.37003,4.72792e-05
14,1.36999,1.37003,4.39649e-05
15,1.36997,1.37002,4.12048e-05
16,1.36996,1.37002,3.87959e-05
17,1.36996,1.37002,3.66862e-05
18,1.37003,1.37002,3.4658e-05
19,1.36987,1.37001,3.36427e-05
20,1.3699,1.37,3.24111e-05
21,1.36991,1.37,3.11912e-05
22,1.36998,1.37,2.97872e-05
23,1.36993,1.36999,2.86341e-05
24,1.37006,1.37,2.75792e-05
25,1.36996,1.37,2.65125e-05
26,1.37008,1.37,2.56912e-05
27,1.37001,1.37,2.4741e-05
28,1.37009,1.37,2.40898e-05
29,1.37004,1.37,2.32921e-05
30,1.37002,1.37001,2.25243e-05
31,1.36987,1.37,2.2203e-05
32,1.36984,1.37,2.20976e-05
33,1.36981,1.36999,2.21339e-05
34,1.36979,1.36998,2.22603e-05
35,1.36985,1.36998,2.19288e-05
36,1.36991,1.36998,2.14109e-05
37,1.36987,1.36998,2.1034e-05
38,1.36986,1.36997,2.06921e-05
39,1.36991,1.36997,2.02172e-05
40,1.36976,1.36997,2.04026e-05
41,1.36983,1.36996,2.01771e-05
42,1.36985,1.36996,1.9888e-05
43,1.3698,1.36996,1.97529e-05
44,1.36999,1.36996,1.93184e-05
45,1.36988,1.36995,1.89662e-05
46,1.36987,1.36995,1.86519e-05
47,1.3701,1.36996,1.85285e-05
48,1.36997,1.36996,1.81438e-05
49,1.37015,1.36996,1.81953e-05
50,1.36995,1.36996,1.78322e-05
51,1.36996,1.36996,1.74828e-05
52,1.36992,1.36996,1.716e-05
53,1.36994,1.36996,1.68391e-05
54,1.37005,1.36996,1.66064e-05
55,1.37004,1.36996,1.63695e-05
56,1.3701,1.36996,1.62636e-05
57,1.37014,1.36997,1.62806e-05
58,1.37012,1.36997,1.62228e-05
59,1.37005,1.36997,1.60009e-05
60,1.37,1.36997,1.57405e-05
61,1.37013,1.36997,1.56987e-05
62,1.37004,1.36998,1.54765e-05
63,1.36999,1.36998,1.52336e-05
64,1.37006,1.36998,1.50486e-05
65,1.37012,1.36998,1.49811e-05
66,1.36996,1.36998,1.47565e-05
67,1.36997,1.36998,1.45374e-05
68,1.37005,1.36998,1.43655e-05
69,1.36998,1.36998,1.41573e-05
70,1.36999,1.36998,1.39555e-05
71,1.36993,1.36998,1.37758e-05
72,1.36991,1.36998,1.36219e-05
73,1.37005,1.36998,1.34715e-05
74,1.36997,1.36998,1.32898e-05
75,1.37013,1.36998,1.32637e-05
76,1.37026,1.36999,1.35956e-05
77,1.3702,1.36999,1.36899e-05
78,1.3702,1.36999,1.37924e-05
79,1.37016,1.36999,1.37772e-05
80,1.37012,1.36999,1.36925e-05
81,1.37004,1.37,1.3536e-05
82,1.37002,1.37,1.33752e-05
