BLOCK,ACTUAL_T,T_AVE,ERROR
1,9.674145e-01,9.674145e-01,0.000000e+00
2,1.061195e+00,1.014305e+00,3.315629e-02
3,1.101930e+00,1.043513e+00,3.251692e-02
4,1.117947e+00,1.062121e+00,2.923123e-02
5,1.138935e+00,1.077484e+00,2.712320e-02
6,1.135700e+00,1.087187e+00,2.427612e-02
7,1.127491e+00,1.092945e+00,2.148007e-02
8,1.187641e+00,1.104782e+00,2.181413e-02
9,1.181472e+00,1.113303e+00,2.098877e-02
10,1.153864e+00,1.117359e+00,1.927783e-02
11,1.180809e+00,1.123127e+00,1.836799e-02
12,1.192415e+00,1.128901e+00,1.772163e-02
13,1.169260e+00,1.132006e+00,1.662813e-02
14,1.188552e+00,1.136045e+00,1.592340e-02
15,1.189577e+00,1.139613e+00,1.525653e-02
16,1.210363e+00,1.144035e+00,1.493005e-02
17,1.205280e+00,1.147638e+00,1.447995e-02
18,1.218799e+00,1.151591e+00,1.420495e-02
19,1.174005e+00,1.152771e+00,1.350621e-02
20,1.131039e+00,1.151684e+00,1.287454e-02
21,1.118532e+00,1.150106e+00,1.235788e-02
22,1.163741e+00,1.150726e+00,1.181169e-02
23,1.179511e+00,1.151977e+00,1.136425e-02
24,1.196973e+00,1.153852e+00,1.104430e-02
25,1.170365e+00,1.154512e+00,1.062226e-02
26,1.161873e+00,1.154795e+00,1.021749e-02
27,1.157564e+00,1.154898e+00,9.839576e-03
28,1.186524e+00,1.156028e+00,9.552773e-03
29,1.189921e+00,1.157196e+00,9.294587e-03
30,1.194536e+00,1.158441e+00,9.067723e-03
31,1.157579e+00,1.158413e+00,8.775259e-03
32,1.183943e+00,1.159211e+00,8.537222e-03
33,1.178116e+00,1.159784e+00,8.297718e-03
34,1.187270e+00,1.160592e+00,8.092953e-03
35,1.195814e+00,1.161599e+00,7.924047e-03
36,1.212416e+00,1.163010e+00,7.828654e-03
37,1.222476e+00,1.164617e+00,7.780293e-03
38,1.215957e+00,1.165968e+00,7.691960e-03
39,1.223853e+00,1.167453e+00,7.636582e-03
40,1.232268e+00,1.169073e+00,7.615642e-03
41,1.243714e+00,1.170894e+00,7.644396e-03
42,1.219486e+00,1.172050e+00,7.549429e-03
43,1.190420e+00,1.172478e+00,7.385938e-03
44,1.192923e+00,1.172942e+00,7.232677e-03
45,1.232917e+00,1.174275e+00,7.193699e-03
46,1.238767e+00,1.175677e+00,7.172634e-03
47,1.229788e+00,1.176828e+00,7.111823e-03
48,1.225035e+00,1.177833e+00,7.034216e-03
49,1.220920e+00,1.178712e+00,6.945405e-03
50,1.188188e+00,1.178902e+00,6.809081e-03
51,1.176273e+00,1.178850e+00,6.675765e-03
52,1.172064e+00,1.178720e+00,6.548660e-03
53,1.188076e+00,1.178896e+00,6.427480e-03
54,1.228198e+00,1.179809e+00,6.372966e-03
55,1.195442e+00,1.180093e+00,6.263429e-03
56,1.194257e+00,1.180346e+00,6.156687e-03
57,1.210057e+00,1.180867e+00,6.070700e-03
58,1.218271e+00,1.181512e+00,6.000188e-03
59,1.188392e+00,1.181629e+00,5.899623e-03
60,1.205490e+00,1.182027e+00,5.814684e-03
61,1.229827e+00,1.182810e+00,5.771921e-03
62,1.262160e+00,1.184090e+00,5.818986e-03
63,1.241701e+00,1.185005e+00,5.798031e-03
64,1.198633e+00,1.185217e+00,5.711345e-03
65,1.203200e+00,1.185494e+00,5.630175e-03
66,1.183140e+00,1.185458e+00,5.544982e-03
67,1.216083e+00,1.185916e+00,5.481028e-03
68,1.211451e+00,1.186291e+00,5.413273e-03
69,1.218778e+00,1.186762e+00,5.355256e-03
70,1.229092e+00,1.187367e+00,5.312785e-03
71,1.181133e+00,1.187279e+00,5.238682e-03
72,1.201864e+00,1.187481e+00,5.169838e-03
73,1.210595e+00,1.187798e+00,5.108705e-03
74,1.219412e+00,1.188225e+00,5.057500e-03
75,1.246986e+00,1.189009e+00,5.050387e-03
76,1.240567e+00,1.189687e+00,5.029292e-03
77,1.227810e+00,1.190182e+00,4.988287e-03
78,1.234251e+00,1.190747e+00,4.956227e-03
79,1.246321e+00,1.191451e+00,4.943161e-03
80,1.235594e+00,1.192002e+00,4.912072e-03
81,1.231874e+00,1.192495e+00,4.876030e-03
82,1.229105e+00,1.192941e+00,4.836963e-03
83,1.239951e+00,1.193508e+00,4.811732e-03
84,1.218428e+00,1.193804e+00,4.763587e-03
85,1.219016e+00,1.194101e+00,4.716770e-03
86,1.220019e+00,1.194402e+00,4.671542e-03
87,1.206917e+00,1.194546e+00,4.620060e-03
88,1.210163e+00,1.194724e+00,4.570967e-03
89,1.197372e+00,1.194753e+00,4.519704e-03
90,1.188976e+00,1.194689e+00,4.469941e-03
91,1.215370e+00,1.194916e+00,4.426594e-03
92,1.211613e+00,1.195098e+00,4.382198e-03
93,1.202105e+00,1.195173e+00,4.335725e-03
94,1.195955e+00,1.195181e+00,4.289609e-03
95,1.213795e+00,1.195377e+00,4.248927e-03
96,1.181534e+00,1.195233e+00,4.207114e-03
97,1.206128e+00,1.195346e+00,4.165241e-03
98,1.228521e+00,1.195684e+00,4.136472e-03
99,1.212296e+00,1.195852e+00,4.098091e-03
100,1.211534e+00,1.196009e+00,4.060110e-03
101,1.216447e+00,1.196211e+00,4.024950e-03
102,1.194637e+00,1.196196e+00,3.985520e-03
103,1.207972e+00,1.196310e+00,3.948465e-03
104,1.228205e+00,1.196617e+00,3.922391e-03
105,1.230708e+00,1.196941e+00,3.898450e-03
106,1.265599e+00,1.197589e+00,3.915110e-03
107,1.226074e+00,1.197855e+00,3.887561e-03
108,1.194147e+00,1.197821e+00,3.851716e-03
109,1.170734e+00,1.197572e+00,3.824388e-03
110,1.156209e+00,1.197196e+00,3.808062e-03
111,1.192306e+00,1.197152e+00,3.774010e-03
112,1.170923e+00,1.196918e+00,3.747573e-03
113,1.161469e+00,1.196604e+00,3.727516e-03
114,1.140028e+00,1.196108e+00,3.727709e-03
115,1.162434e+00,1.195815e+00,3.706777e-03
116,1.156669e+00,1.195478e+00,3.690152e-03
117,1.157236e+00,1.195151e+00,3.673060e-03
118,1.186458e+00,1.195077e+00,3.642671e-03
119,1.171847e+00,1.194882e+00,3.617287e-03
120,1.163359e+00,1.194619e+00,3.596669e-03
121,1.184014e+00,1.194532e+00,3.568012e-03
122,1.167510e+00,1.194310e+00,3.545634e-03
123,1.151946e+00,1.193966e+00,3.533496e-03
124,1.186897e+00,1.193909e+00,3.505460e-03
125,1.183531e+00,1.193826e+00,3.478400e-03
126,1.185817e+00,1.193762e+00,3.451374e-03
127,1.207342e+00,1.193869e+00,3.425854e-03
128,1.174005e+00,1.193714e+00,3.402603e-03
129,1.179846e+00,1.193607e+00,3.377924e-03
130,1.184962e+00,1.193540e+00,3.352594e-03
131,1.160456e+00,1.193287e+00,3.336500e-03
132,1.153492e+00,1.192986e+00,3.324817e-03
133,1.168420e+00,1.192801e+00,3.304944e-03
134,1.195869e+00,1.192824e+00,3.280360e-03
135,1.185232e+00,1.192768e+00,3.256543e-03
136,1.172453e+00,1.192619e+00,3.236022e-03
137,1.160741e+00,1.192386e+00,3.220755e-03
138,1.198839e+00,1.192433e+00,3.197756e-03
139,1.201924e+00,1.192501e+00,3.175480e-03
140,1.180847e+00,1.192418e+00,3.153889e-03
141,1.200106e+00,1.192472e+00,3.131992e-03
142,1.219868e+00,1.192665e+00,3.115872e-03
143,1.219062e+00,1.192850e+00,3.099546e-03
144,1.211820e+00,1.192981e+00,3.080819e-03
145,1.229135e+00,1.193231e+00,3.069645e-03
146,1.213878e+00,1.193372e+00,3.051876e-03
147,1.212539e+00,1.193503e+00,3.033899e-03
148,1.238300e+00,1.193805e+00,3.028461e-03
149,1.220373e+00,1.193984e+00,3.013380e-03
150,1.188556e+00,1.193947e+00,2.993508e-03
151,1.158117e+00,1.193710e+00,2.983074e-03
152,1.174410e+00,1.193583e+00,2.966149e-03
153,1.194936e+00,1.193592e+00,2.946776e-03
154,1.185060e+00,1.193537e+00,2.928162e-03
155,1.192956e+00,1.193533e+00,2.909273e-03
156,1.193409e+00,1.193532e+00,2.890624e-03
157,1.172144e+00,1.193396e+00,2.875420e-03
158,1.184076e+00,1.193337e+00,2.857826e-03
159,1.217285e+00,1.193487e+00,2.843819e-03
160,1.213943e+00,1.193615e+00,2.828917e-03
161,1.213438e+00,1.193738e+00,2.814025e-03
162,1.210437e+00,1.193842e+00,2.798541e-03
163,1.210545e+00,1.193944e+00,2.783248e-03
164,1.186848e+00,1.193901e+00,2.766613e-03
165,1.177789e+00,1.193803e+00,2.751568e-03
166,1.200957e+00,1.193846e+00,2.735330e-03
167,1.214858e+00,1.193972e+00,2.721843e-03
168,1.214088e+00,1.194092e+00,2.708274e-03
169,1.216932e+00,1.194227e+00,2.695619e-03
170,1.217765e+00,1.194365e+00,2.683316e-03
171,1.216883e+00,1.194497e+00,2.670853e-03
172,1.273289e+00,1.194955e+00,2.694324e-03
173,1.301388e+00,1.195570e+00,2.748092e-03
174,1.264172e+00,1.195965e+00,2.760435e-03
175,1.218926e+00,1.196096e+00,2.747778e-03
176,1.204578e+00,1.196144e+00,2.732588e-03
