BLOCK,ACTUAL_KE,KE_AVE,ERROR
1,1.41764,1.41764,0
2,1.53081,1.47423,0.0400137
3,1.63512,1.52786,0.0512754
4,1.68411,1.56692,0.0512185
5,1.70393,1.59432,0.0477451
6,1.71626,1.61464,0.0439002
7,1.7299,1.63111,0.0405989
8,1.72609,1.64298,0.0372195
9,1.7199,1.65153,0.0340511
10,1.71824,1.6582,0.0312927
11,1.74052,1.66568,0.0293291
12,1.76347,1.67383,0.0279942
13,1.76679,1.68098,0.0267385
14,1.78317,1.68828,0.0258056
15,1.78678,1.69485,0.0249067
16,1.80765,1.7019,0.0243274
17,1.75077,1.70477,0.0230657
18,1.77515,1.70868,0.0221131
19,1.75134,1.71093,0.0210629
20,1.75909,1.71334,0.0201469
21,1.79424,1.71719,0.0195524
22,1.78126,1.7201,0.0188793
23,1.79607,1.7234,0.0183452
24,1.78016,1.72577,0.0177325
25,1.76994,1.72754,0.017111
26,1.811,1.73075,0.0167513
27,1.81978,1.73404,0.0164523
28,1.81888,1.73707,0.0161413
29,1.81933,1.73991,0.015832
30,1.77188,1.74098,0.01534
31,1.7706,1.74193,0.0148749
32,1.80739,1.74398,0.0145501
33,1.79889,1.74564,0.014204
34,1.79977,1.74723,0.0138752
35,1.79718,1.74866,0.0135519
36,1.7936,1.74991,0.0132329
37,1.81137,1.75157,0.0129791
38,1.82531,1.75351,0.0127817
39,1.84472,1.75585,0.0126662
40,1.83486,1.75782,0.0125026
41,1.85064,1.76009,0.0124009
42,1.8094,1.76126,0.0121611
43,1.88038,1.76403,0.0121897
44,1.87071,1.76646,0.0121514
45,1.78628,1.7669,0.0118894
46,1.83548,1.76839,0.011724
47,1.83321,1.76977,0.0115554
48,1.81075,1.77062,0.0113462
49,1.80583,1.77134,0.0111374
50,1.78896,1.77169,0.0109202
51,1.80231,1.77229,0.0107225
52,1.77508,1.77235,0.0105165
53,1.76681,1.77224,0.0103186
54,1.75474,1.77192,0.0101326
55,1.77137,1.77191,0.00994835
56,1.8069,1.77253,0.00979031
57,1.74646,1.77207,0.00962923
58,1.71499,1.77109,0.00951338
59,1.7453,1.77065,0.00936217
60,1.75442,1.77038,0.00921004
61,1.76616,1.77031,0.00905932
62,1.74794,1.76995,0.00892038
63,1.78816,1.77024,0.00878347
64,1.79102,1.77057,0.00865223
65,1.75209,1.77028,0.00852379
66,1.74818,1.76995,0.00840122
67,1.75552,1.76973,0.00827859
68,1.77231,1.76977,0.00815693
69,1.77562,1.76985,0.00803915
70,1.78542,1.77008,0.00792738
71,1.81248,1.77067,0.00783819
72,1.83106,1.77151,0.00777407
73,1.82583,1.77226,0.00770311
74,1.80336,1.77268,0.00761047
75,1.84308,1.77362,0.00756667
76,1.77798,1.77367,0.00746732
77,1.74983,1.77336,0.00737676
78,1.74485,1.773,0.00729124
79,1.7851,1.77315,0.00720056
80,1.74312,1.77278,0.00712033
81,1.7845,1.77292,0.00703389
82,1.79618,1.7732,0.00695383
83,1.78125,1.7733,0.00687073
84,1.8001,1.77362,0.00679634
85,1.78189,1.77372,0.00671708
86,1.82401,1.7743,0.00666438
87,1.80401,1.77464,0.00659652
88,1.83882,1.77537,0.00656175
89,1.85237,1.77624,0.0065448
90,1.89647,1.77757,0.00660701
91,1.82858,1.77813,0.00655814
92,1.83577,1.77876,0.0065167
93,1.84889,1.77952,0.00649011
94,1.87759,1.78056,0.00650439
95,1.81024,1.78087,0.00644343
96,1.77303,1.78079,0.00637682
97,1.75322,1.78051,0.00631742
98,1.77809,1.78048,0.006253
99,1.76001,1.78027,0.00619326
100,1.74722,1.77994,0.00614014
101,1.74718,1.77962,0.00608791
102,1.73816,1.77921,0.00604177
103,1.78052,1.77923,0.00598313
104,1.77345,1.77917,0.00592586
105,1.742,1.77882,0.00587998
106,1.72639,1.77832,0.00584527
107,1.7118,1.7777,0.00582361
108,1.73977,1.77735,0.00578027
109,1.76161,1.7772,0.00572904
110,1.80258,1.77743,0.0056816
111,1.75895,1.77727,0.00563286
112,1.72234,1.77678,0.00560387
113,1.78387,1.77684,0.00555463
114,1.88674,1.7778,0.00558894
115,1.87084,1.77861,0.00559859
116,1.83623,1.77911,0.00557232
117,1.81655,1.77943,0.00553388
118,1.83704,1.77992,0.00550847
119,1.80785,1.78015,0.00546718
120,1.78363,1.78018,0.0054217
121,1.77244,1.78012,0.00537726
122,1.787,1.78017,0.00533348
123,1.81799,1.78048,0.00529898
124,1.8098,1.78072,0.00526151
125,1.81921,1.78103,0.00522843
126,1.83441,1.78145,0.00520407
127,1.75897,1.78127,0.0051661
128,1.76944,1.78118,0.00512657
129,1.82847,1.78155,0.00509992
130,1.8174,1.78182,0.00506814
131,1.81152,1.78205,0.00503452
132,1.83428,1.78245,0.00501191
133,1.81773,1.78271,0.00498124
134,1.79633,1.78281,0.0049451
135,1.77392,1.78275,0.00490891
136,1.76376,1.78261,0.0048748
137,1.73737,1.78228,0.00485039
138,1.69765,1.78166,0.00485385
139,1.73507,1.78133,0.00483049
140,1.7529,1.78113,0.00480025
141,1.71015,1.78062,0.00479253
142,1.72383,1.78022,0.00477544
143,1.73026,1.77987,0.00475481
144,1.76555,1.77977,0.00472283
145,1.76278,1.77966,0.00469171
146,1.75927,1.77952,0.00466165
147,1.74523,1.77928,0.00463577
148,1.7662,1.77919,0.00460529
149,1.78903,1.77926,0.00457486
150,1.80584,1.77944,0.00454779
151,1.78604,1.77948,0.00451788
152,1.77116,1.77943,0.00448849
153,1.79967,1.77956,0.0044611
154,1.77477,1.77953,0.00443224
155,1.7894,1.77959,0.0044041
156,1.80839,1.77978,0.00437974
157,1.83364,1.78012,0.00436526
158,1.85954,1.78062,0.00436648
159,1.81405,1.78083,0.00434407
160,1.79186,1.7809,0.00431747
161,1.82075,1.78115,0.00429774
162,1.81456,1.78135,0.00427616
163,1.83681,1.7817,0.00426343
164,1.90917,1.78247,0.00430771
165,1.89176,1.78313,0.00433223
166,1.85159,1.78355,0.00432571
167,1.81149,1.78371,0.00430305
168,1.82868,1.78398,0.00428575
169,1.80667,1.78412,0.00426249
170,1.80306,1.78423,0.00423888
171,1.84175,1.78456,0.00422741
172,1.9029,1.78525,0.00425846
173,1.89916,1.78591,0.00428444
174,1.8803,1.78645,0.00429402
175,1.91985,1.78722,0.00433662
