BLOCK,ACTUAL_P,P_AVE,ERROR
1,4.162447e-02,4.162447e-02,0.000000e+00
2,4.633343e-02,4.397895e-02,1.664866e-03
3,4.831362e-02,4.542384e-02,1.619786e-03
4,4.913460e-02,4.635153e-02,1.456465e-03
5,5.016702e-02,4.711463e-02,1.350363e-03
6,5.003580e-02,4.760149e-02,1.209890e-03
7,4.955820e-02,4.788102e-02,1.068852e-03
8,5.263406e-02,4.847515e-02,1.087911e-03
9,5.228062e-02,4.889798e-02,1.045979e-03
10,5.088933e-02,4.909711e-02,9.601495e-04
11,5.224091e-02,4.938291e-02,9.144102e-04
12,5.279461e-02,4.966722e-02,8.813002e-04
13,5.163100e-02,4.981828e-02,8.263527e-04
14,5.263211e-02,5.001927e-02,7.913926e-04
15,5.262139e-02,5.019274e-02,7.574075e-04
16,5.378790e-02,5.041744e-02,7.426521e-04
17,5.346191e-02,5.059653e-02,7.202359e-04
18,5.416342e-02,5.079469e-02,7.069577e-04
19,5.186771e-02,5.085116e-02,6.720013e-04
20,4.975882e-02,5.079655e-02,6.406169e-04
21,4.916125e-02,5.071868e-02,6.148260e-04
22,5.140909e-02,5.075006e-02,5.876798e-04
23,5.215432e-02,5.081111e-02,5.652911e-04
24,5.310034e-02,5.090650e-02,5.497257e-04
25,5.170649e-02,5.093850e-02,5.286672e-04
26,5.127786e-02,5.095155e-02,5.084950e-04
27,5.107664e-02,5.095618e-02,4.896829e-04
28,5.256531e-02,5.101365e-02,4.755545e-04
29,5.268977e-02,5.107145e-02,4.626550e-04
30,5.291918e-02,5.113304e-02,4.513142e-04
31,5.104184e-02,5.113010e-02,4.367653e-04
32,5.243329e-02,5.117082e-02,4.250108e-04
33,5.207770e-02,5.119830e-02,4.130192e-04
34,5.259089e-02,5.123926e-02,4.028973e-04
35,5.298984e-02,5.128928e-02,3.944783e-04
36,5.383188e-02,5.135991e-02,3.897920e-04
37,5.434188e-02,5.144050e-02,3.874994e-04
38,5.399170e-02,5.150764e-02,3.830738e-04
39,5.443465e-02,5.158269e-02,3.805324e-04
40,5.475126e-02,5.166190e-02,3.791744e-04
41,5.538302e-02,5.175266e-02,3.806333e-04
42,5.418207e-02,5.181050e-02,3.759399e-04
43,5.265665e-02,5.183018e-02,3.677118e-04
44,5.277508e-02,5.185166e-02,3.599812e-04
45,5.481875e-02,5.191759e-02,3.579692e-04
46,5.513440e-02,5.198752e-02,3.569525e-04
47,5.464863e-02,5.204414e-02,3.538197e-04
48,5.443177e-02,5.209388e-02,3.499276e-04
49,5.424721e-02,5.213783e-02,3.455346e-04
50,5.258094e-02,5.214669e-02,3.387375e-04
51,5.199543e-02,5.214373e-02,3.321086e-04
52,5.180455e-02,5.213720e-02,3.257860e-04
53,5.257011e-02,5.214537e-02,3.197414e-04
54,5.463110e-02,5.219140e-02,3.171165e-04
55,5.299351e-02,5.220599e-02,3.116859e-04
56,5.288939e-02,5.221819e-02,3.063589e-04
