BLOCK,ACTUAL_PE,PE_AVE,ERROR
1,-5.247119e-02,-5.247119e-02,0.000000e+00
2,-1.936441e-01,-1.230577e-01,4.991217e-02
3,-2.546510e-01,-1.669221e-01,4.888698e-02
4,-2.786846e-01,-1.948627e-01,4.393004e-02
5,-3.101330e-01,-2.179168e-01,4.074671e-02
6,-3.053542e-01,-2.324897e-01,3.646857e-02
7,-2.931054e-01,-2.411491e-01,3.227048e-02
8,-3.833391e-01,-2.589228e-01,3.276778e-02
9,-3.739568e-01,-2.717044e-01,3.152132e-02
10,-3.326227e-01,-2.777962e-01,2.895186e-02
11,-3.731306e-01,-2.864630e-01,2.758659e-02
12,-3.904238e-01,-2.951264e-01,2.661331e-02
13,-3.557294e-01,-2.997881e-01,2.497109e-02
14,-3.846934e-01,-3.058528e-01,2.391255e-02
15,-3.862273e-01,-3.112111e-01,2.291086e-02
16,-4.173408e-01,-3.178442e-01,2.241858e-02
17,-4.097942e-01,-3.232530e-01,2.174253e-02
18,-4.300629e-01,-3.291869e-01,2.132897e-02
19,-3.627890e-01,-3.309554e-01,2.027958e-02
20,-2.982567e-01,-3.293205e-01,1.933140e-02
21,-2.796015e-01,-3.269529e-01,1.855527e-02
22,-3.474190e-01,-3.278832e-01,1.773515e-02
23,-3.710538e-01,-3.297602e-01,1.706309e-02
24,-3.972851e-01,-3.325737e-01,1.658247e-02
25,-3.572709e-01,-3.335616e-01,1.594857e-02
26,-3.446287e-01,-3.339873e-01,1.534085e-02
27,-3.380716e-01,-3.341385e-01,1.477341e-02
28,-3.816126e-01,-3.358340e-01,1.434275e-02
29,-3.866113e-01,-3.375850e-01,1.395464e-02
30,-3.935891e-01,-3.394518e-01,1.361378e-02
31,-3.381406e-01,-3.394095e-01,1.317469e-02
32,-3.777961e-01,-3.406091e-01,1.281748e-02
33,-3.689903e-01,-3.414691e-01,1.245789e-02
34,-3.826879e-01,-3.426814e-01,1.215033e-02
35,-3.955704e-01,-3.441925e-01,1.189677e-02
36,-4.204021e-01,-3.463095e-01,1.175314e-02
37,-4.355878e-01,-3.487224e-01,1.168055e-02
38,-4.256927e-01,-3.507479e-01,1.154746e-02
39,-4.376071e-01,-3.529751e-01,1.146413e-02
40,-4.502644e-01,-3.554073e-01,1.143263e-02
