BLOCK,ACTUAL_X,X_AVE,ERROR
1,6.773623e+00,6.773623e+00,0.000000e+00
2,6.926338e+00,6.849981e+00,5.399304e-02
3,6.175354e+00,6.625105e+00,1.871052e-01
4,6.612046e+00,6.621840e+00,1.403574e-01
5,6.762885e+00,6.650049e+00,1.150857e-01
6,6.749323e+00,6.666595e+00,9.708684e-02
7,6.894492e+00,6.699152e+00,8.850786e-02
8,7.186723e+00,6.760098e+00,9.616543e-02
9,6.634338e+00,6.746125e+00,8.648962e-02
10,6.320315e+00,6.703544e+00,8.769829e-02
11,6.452892e+00,6.680757e+00,8.263300e-02
12,6.458677e+00,6.662251e+00,7.779172e-02
13,6.928931e+00,6.682764e+00,7.446341e-02
14,6.920231e+00,6.699726e+00,7.105019e-02
15,6.598238e+00,6.692961e+00,6.663488e-02
16,6.381585e+00,6.673500e+00,6.525018e-02
17,6.714815e+00,6.675930e+00,6.145718e-02
18,7.108285e+00,6.699950e+00,6.256094e-02
19,6.452815e+00,6.686943e+00,6.060532e-02
20,6.566585e+00,6.680925e+00,5.787306e-02
21,6.479046e+00,6.671311e+00,5.590993e-02
22,6.358838e+00,6.657108e+00,5.514316e-02
23,6.716531e+00,6.659692e+00,5.280612e-02
24,7.209923e+00,6.682618e+00,5.535945e-02
25,6.589885e+00,6.678909e+00,5.326920e-02
26,6.163823e+00,6.659098e+00,5.478054e-02
27,6.623331e+00,6.657773e+00,5.276765e-02
28,6.577677e+00,6.654912e+00,5.096057e-02
29,6.525892e+00,6.650463e+00,4.939713e-02
30,6.641662e+00,6.650170e+00,4.775143e-02
31,6.242708e+00,6.637026e+00,4.798596e-02
32,6.800269e+00,6.642127e+00,4.675677e-02
33,6.408054e+00,6.635034e+00,4.587477e-02
34,6.386715e+00,6.627731e+00,4.510314e-02
35,6.752385e+00,6.631292e+00,4.395487e-02
36,6.266038e+00,6.621146e+00,4.388926e-02
37,6.713577e+00,6.623644e+00,4.277410e-02
38,6.609777e+00,6.623280e+00,4.165002e-02
39,6.515969e+00,6.620528e+00,4.067286e-02
40,6.413223e+00,6.615345e+00,3.998487e-02
41,6.835669e+00,6.620719e+00,3.936907e-02
42,6.354208e+00,6.614374e+00,3.893974e-02
43,6.734354e+00,6.617164e+00,3.813400e-02
44,6.633854e+00,6.617543e+00,3.726921e-02
45,6.347254e+00,6.611537e+00,3.692184e-02
46,6.420146e+00,6.607376e+00,3.635286e-02
47,6.455731e+00,6.604150e+00,3.572229e-02
48,6.835738e+00,6.608974e+00,3.530240e-02
49,6.513085e+00,6.607017e+00,3.463614e-02
50,6.017046e+00,6.595218e+00,3.589704e-02
51,6.739915e+00,6.598055e+00,3.530512e-02
52,6.391492e+00,6.594083e+00,3.484893e-02
53,6.731815e+00,6.596682e+00,3.428817e-02
54,6.395231e+00,6.592951e+00,3.385554e-02
55,6.613031e+00,6.593316e+00,3.324195e-02
56,6.276862e+00,6.587665e+00,3.312518e-02
57,6.663123e+00,6.588989e+00,3.257048e-02
58,6.297885e+00,6.583970e+00,3.239332e-02
59,6.923938e+00,6.589732e+00,3.235272e-02
60,6.984346e+00,6.596309e+00,3.247513e-02
61,6.469338e+00,6.594227e+00,3.200938e-02
62,5.985054e+00,6.584402e+00,3.296660e-02
63,6.285238e+00,6.579653e+00,3.278354e-02
64,6.108469e+00,6.572291e+00,3.308765e-02
65,6.471531e+00,6.570741e+00,3.261490e-02
66,6.997331e+00,6.577205e+00,3.275493e-02
67,6.646085e+00,6.578233e+00,3.228218e-02
68,6.474823e+00,6.576712e+00,3.184324e-02
69,7.016631e+00,6.583088e+00,3.201364e-02
70,6.889562e+00,6.587466e+00,3.185428e-02
71,6.381985e+00,6.584572e+00,3.153682e-02
72,6.620431e+00,6.585070e+00,3.110275e-02
73,6.565192e+00,6.584797e+00,3.067787e-02
74,6.845692e+00,6.588323e+00,3.046522e-02
75,7.070162e+00,6.594747e+00,3.072895e-02
76,6.095546e+00,6.588179e+00,3.101870e-02
77,6.429846e+00,6.586123e+00,3.068394e-02
78,6.672485e+00,6.587230e+00,3.031052e-02
79,7.055962e+00,6.593163e+00,3.050204e-02
80,6.867062e+00,6.596587e+00,3.031231e-02
81,6.445300e+00,6.594719e+00,2.999557e-02
82,6.840285e+00,6.597714e+00,2.977889e-02
83,6.263292e+00,6.593685e+00,2.969143e-02
84,7.012662e+00,6.598673e+00,2.975396e-02
85,6.945700e+00,6.602755e+00,2.968270e-02
86,5.815485e+00,6.593601e+00,3.071675e-02
87,6.421431e+00,6.591622e+00,3.042737e-02
88,7.068269e+00,6.597038e+00,3.055990e-02
89,6.950700e+00,6.601012e+00,3.047378e-02
90,6.983231e+00,6.605259e+00,3.042967e-02
91,6.279669e+00,6.601681e+00,3.030490e-02
92,6.646831e+00,6.602172e+00,2.997947e-02
93,6.405831e+00,6.600061e+00,2.973135e-02
94,6.527523e+00,6.599289e+00,2.942507e-02
95,6.325954e+00,6.596412e+00,2.925567e-02
96,6.356754e+00,6.593915e+00,2.905724e-02
97,6.973254e+00,6.597826e+00,2.901965e-02
98,6.434300e+00,6.596157e+00,2.877146e-02
99,7.008523e+00,6.600323e+00,2.878077e-02
100,6.843892e+00,6.602758e+00,2.859585e-02
